fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2019-12-31,USD,-4426000,6499000,-4426000,-250000,-6285000,-22047000,-16003000,-7815000,-60832000,-5035000,20059000,None,83456000,None,241000,-388000,-321000,29245000,4176000,None,None,None
2018-12-31,USD,-5751000,-19183000,-5751000,-1587000,-6096000,-22228000,-16132000,-7044000,-30240000,-24967000,3012000,48408000,6257000,None,0,-1581000,-5362000,4713000,4164000,-5362000,-4714000,-29681000
2017-12-31,USD,-36950000,7387000,-36950000,-29225000,-4015000,-14015000,-10000000,1473000,23562000,-15576000,35389000,27397000,10801000,0,0,-2496000,5981000,-37243000,7725000,5981000,2797000,-12779000
2016-12-31,USD,-6528000,8322000,-6528000,-524000,-4250000,-6069000,-331000,-2667000,-111560000,17887000,30484000,68219000,32472000,0,-1488000,-764000,-4101000,37896000,6004000,-4101000,1660000,19547000
2015-12-31,USD,-600000,12987000,-406165000,-404973000,423789000,452917000,-13891000,-5989000,-28494000,57681000,13182000,None,34142000,0,-4921000,-3468000,-118000,36610000,1192000,None,None,None
