fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-467000,-1344000,-467000,None,-1053000,-856000,None,-7376000,-16751000,6778000,8101000,6742000,586000,None,197000,-454000,19128000,194000,467000,19128000,None,6778000
2020-03-31,USD,-438000,-1449000,-438000,None,-235000,-235000,None,-5172000,-3814000,381000,1054000,8400000,577000,None,None,-3503000,5773000,-4930000,438000,5773000,None,381000
2019-12-31,USD,-905000,2644000,-905000,-250000,-1229000,-16991000,-16003000,-3812000,-29233000,10544000,28743000,None,46764000,None,241000,4036000,1178000,38888000,905000,None,None,None
2019-09-30,USD,-2000,-936000,-2000,-250000,-2251000,-2251000,None,1243000,3289000,-17119000,-14811000,12818000,12356000,None,None,-3286000,-22892000,-5570000,2000,-22892000,None,-17064000
2019-06-30,USD,-683000,-7000000,-683000,-250000,-2083000,-2083000,None,-10650000,-22269000,-3603000,-2851000,12011000,12275000,None,None,-1961000,19234000,-4441000,683000,19234000,None,-5617000
2019-03-31,USD,-2836000,7595000,-2836000,-250000,-722000,-722000,None,5404000,-12585000,5420000,8978000,10818000,1514000,None,None,823000,2159000,-1346000,2586000,2159000,None,5420000
2018-12-31,USD,-1587000,-17623000,-985000,-1587000,-2579000,-8711000,-6132000,-10267000,-1916000,9531000,19227000,12773000,1521000,None,None,-1841000,24762000,1551000,602000,24762000,-701000,8830000
2018-09-30,USD,-1587000,15390000,-852000,0,-187000,-187000,-6132000,17711000,2954000,-13429000,-12390000,18736000,1479000,0,0,5343000,-57464000,1172000,852000,-57464000,-2325000,-15754000
2018-06-30,USD,-1587000,-1429000,-2009000,0,-1923000,-1923000,-6132000,-10911000,-18402000,-11174000,-7242000,-223000,2657000,0,0,-8580000,21522000,-2786000,2009000,21522000,-4012000,-15186000
2018-03-31,USD,-1587000,-15521000,-1905000,0,-1407000,-11407000,-10000000,-3577000,-12876000,-9895000,3417000,17122000,600000,0,0,3497000,5818000,4776000,1905000,5818000,2324000,-7571000
2017-12-31,USD,-11132000,-13889000,-36950000,0,-4015000,-14015000,-10000000,1473000,23347000,-12779000,35389000,None,44356000,0,0,-2496000,5981000,-28719000,7725000,None,None,None
2017-09-30,USD,-10082000,20525000,-2356000,90000,-1890000,-12125000,-10000000,7600000,9546000,-3587000,-1231000,8978000,2382000,0,0,1395000,8699000,1876000,2446000,-45931000,413000,-3174000
2017-06-30,USD,-700000,-13532000,-2512000,-691000,-1062000,-11062000,-10000000,-2683000,2607000,-6260000,7314000,9656000,2432000,0,0,-2121000,37232000,-19778000,1821000,28084000,-6000,-6266000
2017-03-31,USD,-350000,-5738000,-1364000,-350000,-1063000,-1063000,-10000000,1815000,-12029000,6409000,8836000,12793000,4283000,0,0,-637000,9148000,1016000,1014000,9148000,1137000,7546000
2016-12-31,USD,-600000,6357000,-6528000,0,-4250000,-6069000,-331000,-2667000,-111560000,19547000,30484000,None,42128000,0,0,-764000,-4101000,98470000,6004000,None,None,None
2016-09-30,USD,-600000,1148000,0,0,-1063000,0,-331000,-10857000,7312000,-15636000,0,None,0,0,0,0,0,1206000,5449000,None,None,None
2016-06-30,USD,-600000,1177000,-3186000,0,-1063000,-3613000,-331000,-2787000,-50301000,-4642000,7947000,None,0,0,0,3764000,29617000,1008000,3194000,None,None,None
2016-03-31,USD,None,None,-842000,0,None,-2550000,None,None,-25137000,None,9950000,None,0,0,0,1845000,8704000,894000,850000,None,None,None
2015-12-31,USD,-600000,12987000,-406165000,220505000,423789000,452917000,-18475000,-5989000,-28494000,57681000,13182000,None,36813000,0,0,-3468000,-118000,36610000,1192000,None,None,None
2015-09-30,USD,None,None,0,220505000,None,458225000,None,None,0,None,0,None,0,0,0,0,0,None,895000,None,None,None
2015-06-30,USD,None,376118,0,0,380000,380000,None,None,0,-220873,-600873,-976991,0,0,0,0,0,None,0,None,None,-220873
