fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-3011000,-2657000,-3011000,None,None,223000,None,-4657000,-10566000,-15003000,-12215000,-3059000,184000,None,223000,-432000,-861000,5158000,0,-843000,None,-15003000
2020-03-31,USD,-2962000,-4470000,-2962000,-2962000,None,42000,None,-3020000,-16648000,-20233000,-17313000,-1725000,129000,None,42000,-234000,23000,5394000,0,241000,None,-20233000
2019-12-31,USD,11776000,-1902000,11776000,88881000,None,338000,None,-1348000,187297000,155359000,143245000,7843000,44000,None,338000,1540000,-234000,-51588000,18000,11000,None,155359000
2019-09-30,USD,27762000,180000,27762000,77105000,None,133000,None,-1376000,-27582000,9236000,-18659000,-1156000,-56000,None,133000,-46000,875000,8957000,18000,1044000,None,9236000
2019-06-30,USD,26154000,-4158000,26143000,49343000,None,548000,None,-1694000,-24871000,3801000,-22890000,-1170000,-14000,None,548000,-610000,1087000,6736000,11000,1197000,None,3801000
2019-03-31,USD,23189000,4804000,23182000,23189000,None,66000,None,76000,-29658000,2331000,-20917000,-1252000,31000,None,66000,86000,-1987000,7115000,7000,-2043000,None,2331000
2018-12-31,USD,22431000,-3052000,23044000,-68274000,None,400000,None,-2869000,-28883000,-161000,-23605000,-1144000,61000,None,400000,1686000,-235000,8250000,613000,13000,None,-161000
2018-09-30,USD,39531000,3374000,38351000,0,None,1046000,None,4544000,-33152000,16162000,-23235000,1925000,4000,0,1046000,-3233000,-1864000,9651000,1180000,-1804000,None,16162000
2018-06-30,USD,19860000,-224000,19865000,0,None,2381000,None,-4882000,-33993000,-10338000,-32584000,-5130000,60000,0,2381000,-1168000,-1799000,9261000,5000,-1390000,None,-10338000
2018-03-31,USD,-150096000,3527000,-150598000,0,None,135023000,None,-889000,-34971000,-40374000,-24799000,195000,330000,0,135023000,-558000,-1246000,8567000,502000,-1889000,None,-40374000
2017-12-31,USD,23097000,2278000,22775000,0,64990000,71244000,766000,4181000,-29357000,69195000,-24824000,-2155000,550000,0,5488000,-1571000,427000,5695000,322000,-264000,None,69195000
2017-09-30,USD,2697000,3599000,2382000,0,-487000,1504000,-487000,2599000,-23360000,-11497000,-15383000,-905000,599000,0,1991000,-75000,791000,4939000,315000,-180000,None,-11497000
2017-06-30,USD,-9779000,2245000,-10036000,0,34464000,35420000,-136000,936000,-20745000,12700000,-12684000,-313000,-6000,0,956000,0,760000,4530000,257000,1605000,None,12700000
2017-03-31,USD,10808000,-1411000,10444000,0,65000000,675000,-136000,1043000,-16028000,-2817000,-13936000,1043000,507000,0,675000,0,895000,2848000,364000,-895000,None,-2817000
2016-12-31,USD,23648000,-2795000,23246000,0,99600000,342000,620000,-80000,-14960000,13959000,-9629000,4968000,277000,0,-278000,-1646000,490000,2908000,402000,-27000,None,13959000
2016-09-30,USD,-86386000,-275000,-86364000,0,None,796000,None,-1098000,-14394000,-99496000,-13928000,-1098000,-505000,0,796000,0,515000,2253000,22000,91000,None,-99496000
2016-06-30,USD,21581000,2462000,20798000,0,None,2077000,None,-498000,-16876000,10866000,-12009000,-498000,340000,0,2077000,0,424000,2962000,783000,-399000,None,10866000
2016-03-31,USD,16072000,-1611000,15611000,0,None,62193000,None,None,-13828000,65302000,-12502000,-729000,395000,0,62193000,0,823000,2448000,461000,823000,None,65302000
2015-12-31,USD,8290000,-305000,8022000,0,99600000,301000,-9431000,-5126000,-10690000,-4014000,-12337000,-4023000,154000,0,9732000,-1646000,-760000,2751000,268000,-224000,None,-4014000
2015-09-30,USD,9517000,1311000,8833000,0,None,1184000,9657000,None,-14859000,-809000,-10826000,259000,391000,0,-8473000,0,412000,2661000,684000,-589000,None,-809000
2015-06-30,USD,10085000,1718000,9656000,0,None,9025000,181000,None,-14051000,8699000,-9982000,-790000,501000,0,8844000,0,163000,2516000,429000,124000,None,8699000
