fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2019-12-31,USD,7679637,6170,None,536916,539051,7140586,None,None,10368,-20626799,None,None,None,6777052,539051,None,None,None,None,7673467,None,7134416,None,None,None,None,190204,None,None,None,None,None,None,None,6170,None,6170,None,None,None,0,None,None,None,27757020,None,6777050,None,10000000
2018-12-31,USD,4699285,6735,None,505960,257974,4441311,None,None,6863,-12035370,None,None,None,3869043,257974,None,None,None,None,4692550,None,4434576,None,None,None,None,257974,None,None,None,None,None,None,None,6735,None,6735,None,None,None,0,None,None,None,16469820,None,3869040,None,5000000
2017-12-31,USD,34546,7298,None,9000,1032099,-997553,None,752,3268,-403992,None,None,None,18248,1032099,689270,689265,-596829,None,27248,None,-1004851,None,None,None,None,342082,None,None,None,None,None,None,None,7298,None,7298,None,None,None,0,None,None,None,-596830,None,18250,None,3000000
2016-12-31,USD,151526,7863,None,0,255019,-103493,None,752,3261,-9938245,None,None,2250,87993,255019,234260,234255,None,None,141413,None,-111356,None,35117,None,None,20012,None,None,None,None,None,None,None,2250,None,10113,None,None,None,0,None,None,None,9831490,None,87990,None,3000000
2015-12-31,USD,216230,8430,None,None,53080,163150,None,15596,9681190,-9518050,None,None,2250,162380,53080,15600,None,None,None,205550,None,154717,None,None,None,None,37484,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9681190,None,162380,None,3000000
