fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,12021820,12511555,7851241,4170579,-854386,23350,None,None,-1197214,None,2420629,None,-489735,None,101327,-1220564,83544,-17783,None,None,None,-1220564,-689696,None,23350,23350,None
2020-03-31,USD,11959125,2309281,12397762,-438637,-14601963,-14661081,None,None,-14661081,None,3079181,105080,-14707043,-9484206,59118,0,86672,27554,None,8714306,None,None,-8695898,None,-14661081,-14661081,None
2019-12-31,USD,13962358,-8607655,10370376,3591982,-1709132,-1717692,None,None,-1732692,None,3019403,53589,-1762721,-11627058,23560,-15000,88631,65071,None,None,None,-15000,-35042,None,-1717692,-1717692,None
2019-09-30,USD,17858945,-7824748,9637282,-623689,-1746655,-1562434,None,None,-1756059,None,1188845,65879,-1812534,-9013593,9404,0,96411,85121,None,None,None,-34000,-30532,159625,-1722059,-1562434,None
2019-06-30,USD,17559315,-14244047,14248680,3310635,-74336,-1485165,None,None,-100196,None,3315268,-69703,-4633,-17559315,25860,-42000,-5850,-25860,-1426970,None,None,-42000,-69703,-1426969,-58196,-1485165,None
2019-03-31,USD,12889940,-12505260,13709089,3564014,-1192088,-1215863,None,None,-1211863,None,4767843,11741,-1203829,-17273103,19775,-143000,35220,-19775,-4700,None,None,4000,11741,-4704,-1215863,-1215863,None
2018-12-31,USD,11272286,-7475606,8430724,2841562,-955118,-1038981,0,None,-979981,None,3796680,None,-955118,-11272286,24863,172000,None,None,164330,None,None,59000,-24863,-1426969,-1038981,-1038981,None
2018-09-30,USD,10905795,4548788,9491972,1413823,-3134965,-4846698,0,0,-3179698,0,3607729,None,-3134965,0,44733,None,None,None,0,941059,0,1667000,-985792,-1426969,-4846698,-4846698,None
2018-06-30,USD,12573899,4791493,9490966,3082933,-1708560,-1506699,0,0,-1753699,0,3641434,None,-1708560,0,45139,None,None,None,0,1150059,0,-247000,-1195198,0,-1506699,-1506699,None
2018-03-31,USD,11649528,3429282,8304463,3345065,-342775,-259697,0,0,-388697,0,3429282,-258558,-84217,0,45922,None,None,None,0,0,0,-129000,-304480,0,-259697,-259697,None
2017-12-31,USD,12284765,3646823,8903610,3381155,-265668,-706762,0,0,-361762,0,3646823,None,-265668,0,96094,None,None,None,0,0,0,345000,-196094,0,-706762,-706762,None
2017-09-30,USD,12333174,3633711,9066590,3266584,-367127,-259085,0,0,-477085,0,3633711,None,-367127,0,109958,None,None,None,0,0,0,-218000,-703935,0,-259085,-259085,None
2017-06-30,USD,12989990,3757027,9234039,3755951,-1076,-66863,0,0,-86863,0,3757027,None,-1076,0,85787,None,None,None,0,0,0,-20000,108190,0,-66863,-66863,None
2017-03-31,USD,11294756,3677425,7530327,3764429,87004,10671,0,0,-10329,0,3677425,None,87004,0,97333,None,None,None,0,0,0,-21000,-193977,0,10671,10671,None
2016-12-31,USD,12095826,3596824,8072197,4023629,426805,217161,None,None,330161,None,3596824,None,426805,None,96644,None,None,None,None,None,None,113000,None,None,217161,217161,None
2016-09-30,USD,9766167,3109706,7141427,2624740,-253812,-191547,0,0,-305547,0,3109706,231154,-484966,0,51735,None,None,None,0,0,0,-114000,-20581,0,-191547,-191547,None
2016-06-30,USD,10060242,3062288,6594091,3466151,567307,316086,0,0,513086,0,3062288,163444,403863,0,54221,None,None,None,0,0,0,197000,-50117,0,316086,316086,None
2016-03-31,USD,10587187,3256403,7002575,3584612,298937,145630,0,0,236630,0,3256403,-29272,328209,0,62307,None,None,None,0,0,0,91000,0,0,145630,145630,None
2015-12-31,USD,8249668,2668625,5484288,2765380,96755,23994,0,0,28994,0,2668625,None,96755,0,67761,None,None,None,0,0,0,5000,0,0,23994,23994,None
2015-09-30,USD,9627532,-22803695,6548565,3078967,437304,210588,0,0,367588,0,-22803695,None,437304,0,-540904,None,None,None,0,0,0,157000,-1005310,0,210588,210588,None
2015-06-30,USD,11902391,3202402,7757784,4144607,942205,637134,0,0,871134,0,3202402,None,942205,0,71071,None,None,None,0,0,0,234000,0,0,637134,637134,None
