fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,0,12481000,None,None,-12481000,-13010000,6109000,None,-13281000,None,5538000,None,-12481000,834000,800000,None,271000,-529000,None,None,None,None,None,None,-13281000,-13010000,None
2020-03-31,USD,0,48211000,None,None,-48211000,-48159000,6818000,None,-48811000,None,39328000,None,-48211000,2065000,600000,None,652000,52000,None,None,None,None,-32916000,None,-48811000,-48159000,None
2019-12-31,USD,0,16411000,9605000,-9605000,-16962000,-16431000,9605000,None,-17362000,None,4734000,None,-16411000,2072000,400000,None,380000,-20000,None,None,None,None,-20000,None,-17362000,-16431000,None
2019-09-30,USD,0,17649000,10917000,-10917000,-17649000,-17372000,10917000,None,-17649000,None,4700000,None,-17649000,2032000,0,None,277000,277000,None,None,None,None,277000,None,-17649000,-17372000,None
2019-06-30,USD,0,23976000,16307000,-16307000,-23924000,-23924000,16307000,None,-23924000,None,5612000,52000,-23976000,2057000,0,None,52000,52000,None,None,None,None,52000,None,-23924000,-23924000,None
2019-03-31,USD,0,19054000,11737000,-11737000,-18555000,-18555000,11737000,None,-18555000,None,5659000,499000,-19054000,1658000,0,None,499000,499000,None,None,None,None,998000,None,-18555000,-18555000,None
2018-12-31,USD,2128000,18492000,9470000,-11598000,-20620000,-20089000,11737000,0,-20089000,0,7631000,None,-20620000,0,-2000,None,None,None,0,0,0,0,531000,0,-20089000,-20089000,None
2018-09-30,USD,1709000,18625000,13150000,1709000,-16416000,-16419000,13150000,0,-16419000,0,4970000,500000,-16916000,505000,3000,None,None,None,0,0,0,0,497000,0,-16419000,-16419000,None
2018-06-30,USD,819000,12014000,7916000,-7097000,-11697000,-11700000,7916000,0,-11700000,0,4627000,317000,-12014000,-529000,3000,None,None,None,0,0,0,0,314000,0,-11700000,-11700000,None
2018-03-31,USD,2598000,11214000,8162000,2598000,-8460000,-8463000,8162000,0,-8463000,0,2878000,156000,-8616000,174000,3000,None,None,None,0,0,0,0,153000,0,-8463000,-8463000,None
2017-12-31,USD,215000,57720000,8819000,837000,-24764000,-27319000,5706000,0,-27319000,0,10943000,None,-27836000,-69000,-8000,None,None,None,0,0,0,0,517000,0,-23610000,-23610000,None
2017-09-30,USD,219000,5581000,5443000,219000,-5341000,-5343000,3277000,0,-5343000,0,2166000,21000,-5362000,138000,2000,None,None,None,0,0,0,0,616000,0,-5343000,-5343000,None
2017-06-30,USD,217000,8657000,8450000,217000,-8276000,-8279000,5808000,0,-8279000,0,2642000,164000,-8440000,207000,3000,None,None,None,0,0,0,0,-1232000,0,-8279000,-8279000,None
2017-03-31,USD,186000,5470000,5220000,186000,-5245000,-5247000,2198000,0,-5247000,0,3022000,39000,-5284000,250000,2000,None,None,None,0,0,0,0,616000,0,-5247000,-5247000,None
2016-12-31,USD,256000,24770000,5840000,889000,-14814000,-21873000,3037000,0,-21873000,0,13290000,None,-18707000,283000,-6000,None,None,None,0,0,0,0,-1154000,0,-12797000,-12797000,None
2016-09-30,USD,184000,5358000,5136000,184000,-2623000,-2624000,2745000,0,-2624000,0,2391000,2551000,-5174000,222000,1000,None,None,None,0,0,0,0,3146000,0,-2624000,-2624000,None
2016-06-30,USD,214000,6929000,6748000,214000,-6702000,-6703000,3018000,0,-6703000,0,3730000,13000,-6715000,181000,1000,None,None,None,0,0,0,0,16000,0,-6703000,-6703000,None
2016-03-31,USD,235000,6395000,6221000,235000,-5542000,-5544000,1855000,0,-5544000,0,4366000,618000,-6160000,174000,2000,None,None,None,0,0,0,0,0,0,-5544000,-5544000,None
2015-12-31,USD,215000,-4750000,6318000,1040000,240000,-14526000,2071000,0,-14526000,0,14320000,None,-18546000,485000,-6000,None,None,None,0,0,0,0,4020000,0,146142000,163392000,None
2015-09-30,USD,285000,6449000,6298000,285000,-6072000,-6073000,1581000,0,-6073000,0,4717000,92000,-6164000,151000,1000,None,None,None,0,0,0,0,0,0,-6073000,-6073000,None
2015-06-30,USD,282000,4409000,4277000,282000,-4111000,-4113000,610000,0,-4113000,0,3667000,16000,-4127000,132000,2000,None,None,None,0,0,0,0,0,0,-4113000,-4113000,None
