fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-17809,133587,-17809,None,None,7236618,None,82797,-1410283,6116836,-1101973,None,8582,None,None,None,None,83344,17809,None,None,None
2020-03-31,USD,-3601,323257,-3601,None,None,7170083,-1957,-120764,-1785191,5546127,-1620355,-138063,10374,None,7172040,None,None,-30732,3601,None,None,5546127
2019-12-31,USD,-28083,-382808,-28083,None,None,4557465,-6769,60357,-820939,3272995,-1256387,18092,10241,None,4564234,None,-206729,125756,28083,-206729,None,3272995
2019-09-30,USD,-119095,216928,-119095,None,-892591,-514420,-8441,-215,-1706627,-1706696,-1073181,42084,2222,None,386612,None,-206729,372212,119095,None,None,-1706696
2019-06-30,USD,-886,-46089,-886,None,-100000,-87149,-23771,69113,-2067284,-1335720,-1247685,58325,33816,None,36622,None,-206729,773547,886,None,None,-1335720
2019-03-31,USD,0,12875,-886,None,-100000,400646,None,-161071,-1646088,-996827,-1397473,-174975,36226,None,263937,None,-206729,374489,886,None,None,-996827
2018-12-31,USD,None,489611,-886,None,-100000,832560,-50940,30132,-2018980,-253704,-1086264,59248,39003,None,916237,None,None,344854,886,None,None,-253704
2018-09-30,USD,None,-112359,-886,0,-100000,-53032,-85769,62777,-1402060,-1044297,-991265,54277,38218,0,1650314,0,74813,355846,886,74813,None,-1044297
2018-06-30,USD,None,-6499,-23705,0,None,-32737,None,38886,-1152376,-851168,-818431,38886,38396,0,-32737,0,74813,263162,23705,None,None,-851168
2018-03-31,USD,None,141552,-1118,0,None,2382318,None,-144304,-1326170,1363271,-1017929,-170203,38543,0,2382318,0,-74813,373162,1118,-74813,None,1363271
2017-12-31,USD,None,-9535,-1118,47730,None,5480401,None,93050,-1219539,4690727,-789674,77200,39038,0,5480401,0,-74813,323162,24000,None,None,4690727
2017-09-30,USD,None,-220,-2961,30794,None,1621379,None,-53037,-1308577,592866,-1028513,-42862,39612,0,1621379,0,-5752,283534,24000,None,None,592866
2017-06-30,USD,None,-203451,-23705,13882,None,-134226,None,-10399,-1845551,-1232495,-1074564,118890,164128,0,-134226,0,-199471,691420,23705,None,None,-1232495
2017-03-31,USD,None,270591,-13472,0,577460,1898524,None,-63985,-1693305,931086,-953966,1739,160850,0,1898524,0,199000,306159,13472,None,None,931086
2016-12-31,USD,None,-74789,-9307,39584,577460,860504,None,34029,-1213419,72263,-788241,34029,24751,0,215701,0,199000,247468,3000,193719,None,72263
2016-09-30,USD,None,11708,-1416,26390,None,199269,-67343,None,-2263453,-737907,-935760,-42969,29392,0,266612,0,6000,1523281,1416,-193719,None,-737907
2016-06-30,USD,None,27384,-1545,13195,None,5591988,None,None,-2136549,-829478,-827933,30462,37859,0,5591988,0,199000,1013440,1545,199471,None,-829478
2016-03-31,USD,None,77365,-9307,0,577460,5606000,None,-76797,-1257319,-1127160,-1127160,33352,166534,0,5606755,0,-6130,50711,9000,-197803,None,-1127160
2015-12-31,USD,None,-38197,-9307,0,None,14767,None,None,-1233032,-958459,-963919,-73372,144830,0,14767,0,192000,50712,9307,185140,None,-958459
2015-09-30,USD,None,-160803,0,0,None,5592000,None,None,-1251606,-1440222,-1440222,-15297,122615,0,0,0,7000,50710,0,-185841,None,-1440222
2015-06-30,USD,None,74270,0,0,None,5591988,None,None,-1216659,4793982,-798006,-20480,121778,0,5591988,0,192000,50711,0,192374,None,4793982
