fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,0,1410418,None,None,-1401836,-1410283,None,None,-1411146,-132987,1410418,None,-1410418,None,728,None,None,-728,None,None,None,None,None,None,-1411146,-1410283,None
2020-03-31,USD,206729,1991921,None,206729,-2236606,-1782906,None,None,-2290712,-2286,1486401,-451414,-1785192,None,54106,None,None,0,None,None,None,None,0,None,-2290712,-1782906,None
2019-12-31,USD,413458,1289864,None,413458,-820813,-819581,None,None,-820939,-1358,1289864,55593,-876406,None,126,None,-130,-126,None,None,None,None,55593,None,-820939,-819581,None
2019-09-30,USD,0,1702202,None,None,-1702202,-1705037,None,None,-1702202,-1589,1706626,None,-1702202,None,21,None,-4420,-21,None,None,None,None,-4403,None,-1702202,-1705037,None
2019-06-30,USD,30000,1596188,None,30000,-1566188,-2066424,None,None,-1566188,-860,2097284,None,-1566188,None,54085,None,-54090,-54085,None,None,None,None,-447011,None,-1566188,-2066424,None
2019-03-31,USD,80000,1670918,None,80000,-1590918,-1642106,None,None,-1590918,-3982,1891405,None,-1590918,None,55170,None,-55170,-55170,None,None,None,None,-527809,None,-1590918,-1642106,None
2018-12-31,USD,74813,1963873,0,0,-1963873,-2013040,129207,None,-1963873,-5940,1963873,None,-1963873,55107,-55107,None,None,None,None,None,None,0,-55107,None,-1963873,-2013040,None
2018-09-30,USD,0,1346954,1339000,0,-1346954,-1393345,208000,None,-1346954,-8715,1346954,None,-1346954,55106,-55106,None,None,None,None,None,None,0,-55106,None,-1346954,-1393345,None
2018-06-30,USD,149625,1246897,1239000,149625,-1097272,-1146228,195000,None,-1097272,-6148,1246897,None,-1097272,55104,-55104,None,None,None,None,None,None,0,-55104,None,-1097272,-1146228,None
2018-03-31,USD,74812,1345879,1337000,74812,-1271067,-1318863,123000,0,-1271067,-7307,2214600,None,-1271067,0,-55102,None,None,None,0,0,0,0,-55103,0,-1271067,-1318863,None
2017-12-31,USD,74813,1238440,1230000,74813,-1163627,-1215007,130000,0,-1163627,-4532,1238440,None,-1163627,55912,56000,None,None,None,0,0,0,0,-55912,0,-1163627,-1215007,None
2017-09-30,USD,382803,1236173,1227000,0,-1236173,-1303906,169000,0,-1236173,-4671,1236173,None,-1236173,72404,61000,None,None,None,0,0,0,0,0,0,-1236173,-1303906,None
2017-06-30,USD,4635,1160249,1151000,0,-1160249,-1841782,164000,0,-1160249,-3769,1160249,None,-1160249,685302,189000,None,None,None,0,0,0,0,0,0,-1160249,-1841782,None
2017-03-31,USD,392073,1504481,1499000,392073,-1504481,-1685979,176000,0,-1504481,-7524,1671377,None,-1504481,0,189000,None,None,None,0,0,0,0,-1208369,0,-1504481,-1685979,None
2016-12-31,USD,387000,1235546,1230000,0,-1235546,-1205731,179000,0,-1235546,-7689,1235546,None,-1235546,-22126,37000,None,None,None,0,0,0,0,0,0,-1235546,-1205731,None
2016-09-30,USD,387438,2614116,2603000,387438,-2226678,-2255586,221000,0,-2226678,-7668,2650692,None,-2226678,0,36000,None,None,None,0,0,0,0,0,0,-2226678,-2255586,None
2016-06-30,USD,4635,1136287,1127000,4635,-1131652,-2128817,97000,0,-1131652,-7732,2141184,None,-1131652,0,42000,None,None,None,0,0,0,0,0,0,-1131652,-2128817,None
2016-03-31,USD,204665,1291037,1281000,204665,-1086372,-1247519,206000,0,-1086372,-9798,1461982,None,-1086372,0,171000,None,None,None,0,0,0,0,-573782,0,-1086372,-1247519,None
2015-12-31,USD,301033,1385163,1376000,301033,-1084130,-1217168,148000,0,-1084130,-15866,1534067,None,-1084130,0,149000,None,None,None,0,0,0,0,0,0,-1084130,-1217168,None
2015-09-30,USD,188366,1312727,1302000,188366,-1124361,-1224606,212000,0,-1124361,-27000,1439972,None,-1124361,0,127000,None,None,None,0,0,0,0,0,0,-1124361,-1224606,None
2015-06-30,USD,192508,1282479,1274000,192508,-1089971,-1183036,216000,0,-1089971,-33623,1409167,None,-1089971,0,127000,None,None,None,0,0,0,0,0,0,-1089971,-1183036,None
