fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,None,0,None,None,-40943000,None,None,43089000,2995000,722000,71032000,None,None,-29367000,0,None,None,20887000,0,None,None,None
2020-03-31,USD,None,0,None,None,18774000,484887000,-400000,-7529000,-147247000,1521000,28047000,None,None,-29946000,-14954000,None,None,182080000,0,None,None,None
2019-12-31,USD,None,0,None,None,184542000,511413000,-260000,-178464000,286000,5652000,-140609000,None,None,-30171000,-7850000,None,9504000,26666000,0,None,None,None
2019-09-30,USD,None,0,None,None,234942000,365152000,-260000,-213301000,7068000,5934000,-184169000,None,None,-30624000,-14215000,None,-3314000,23969000,0,None,None,None
2019-06-30,USD,None,0,None,None,221395000,175049000,-184000,-213149000,23829000,-10680000,-185729000,None,None,-31040000,-15122000,None,-1721000,3898000,0,None,None,None
2019-03-31,USD,None,0,None,None,133944000,153532000,-9908000,-113796000,71946000,20840000,-132632000,None,None,-127980000,-50830000,None,-3885000,-1810000,0,None,None,None
2018-12-31,USD,None,0,None,None,49203000,-14554000,-9748000,-7231000,-1178000,8814000,23339000,None,None,-31942000,-46049000,None,343000,29877000,0,None,None,None
2018-09-30,USD,None,0,None,None,-156315000,-204719000,-10000,172640000,28029000,4228000,208944000,None,None,-32289000,None,None,6739000,207000,0,None,None,None
2018-06-30,USD,None,0,None,None,315418000,275094000,-10000,-301441000,13250000,-3454000,-278534000,None,None,-32447000,None,None,-6407000,14751000,0,None,None,None
2018-03-31,USD,None,0,None,None,-100726000,-144954000,-345000,105832000,20627000,704000,145684000,None,-1284000,-32738000,-19746000,None,747000,17168000,0,None,None,None
2017-12-31,USD,None,0,None,None,2500000,-35008000,-7000,-11784000,5834000,-19570000,118114000,None,-370000,-98764000,-4645000,None,-4290000,24344000,0,None,None,None
2017-09-30,USD,None,0,None,None,-65837000,-102907000,-160000,79142000,31787000,6525000,102703000,None,-343000,-65908000,-3956000,None,2283000,-3360000,0,None,None,None
2017-06-30,USD,None,0,None,None,61101000,28137000,-10000,-41469000,28781000,21410000,-6760000,None,-505000,-32954000,-3956000,None,1745000,2824000,0,None,None,None
2017-03-31,USD,None,0,None,None,-447701000,-650015000,-7883000,501453000,8052000,-7625000,642417000,None,1063000,-156513000,-37918000,None,15811000,100565000,0,None,None,None
2016-12-31,USD,None,None,None,None,None,None,None,None,11290000,None,462484000,None,None,-123559000,None,None,11258000,None,0,None,None,None
2016-09-30,USD,None,None,None,None,None,None,None,None,41114000,None,448051000,None,None,-90245000,None,None,17057000,None,0,None,None,None
2016-06-30,USD,None,None,None,None,None,None,None,None,None,None,294997000,None,None,-45231000,None,None,4195000,None,0,None,None,None
2016-03-31,USD,None,0,None,None,-170447000,-425941000,-5876000,269187000,-44526000,10488000,436194000,None,-118000,-187181000,-62437000,None,10078000,194388000,0,None,None,None
2015-12-31,USD,None,None,None,None,None,None,None,None,None,None,315461000,None,None,-141547000,None,None,7260000,None,0,None,None,None
2015-09-30,USD,None,None,None,None,None,None,None,None,None,None,259550000,None,None,-94697000,None,None,6966000,None,0,None,None,None
2015-06-30,USD,None,5043000,None,None,None,None,None,None,6390000,None,176432000,None,None,-47348000,None,None,10726000,None,0,None,None,None
