fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-636478,1470237,-636478,None,3161888,3161888,None,-254060,-11262713,-2614818,-5140228,None,878105,None,None,-542266,-86679,4657148,636478,None,None,None
2020-03-31,USD,-274309,514389,-274309,None,-23468,6209631,None,1370866,-10273369,1695385,-4239937,120123,917200,None,6233099,-1043643,548048,4977315,274309,548048,None,1695385
2019-12-31,USD,-301451,-492538,-301451,None,-4895,-71733,-66838,-1720886,-5684126,-3311278,-2938094,60360,842199,None,12787870,281046,773674,1281291,301451,773674,None,-3311278
2019-09-30,USD,-361019,-366323,-361019,None,-139874,12647996,None,1540834,-6999751,8029225,-4257752,1115311,648649,None,12787870,-81071,262247,1163186,361019,262247,None,8029225
2019-06-30,USD,-538040,431166,-538040,None,-143223,-143223,None,1084146,-7735587,-5097388,-4416125,1074906,661728,None,None,632979,-1099861,1618544,538040,-1099861,None,-5097388
2019-03-31,USD,-1665908,-419430,-1665908,None,-141960,-141960,None,-1279063,-8887305,-10081565,-8273697,-958920,791940,None,None,-808191,-681209,2689418,1665908,-681209,None,-10081565
2018-12-31,USD,None,788391,-364338,None,-122925,-122926,None,-1777558,-12810757,-12762942,-12275678,-2326406,778768,None,-1,-3586137,43566,4836897,364338,43566,None,-12762942
2018-09-30,USD,None,157971,-1900540,0,-125140,37494619,None,-1378672,-8875283,27612525,-7981554,-1168283,776145,0,37619759,-608838,34999,1701735,1900540,34999,None,27612525
2018-06-30,USD,None,3196120,-1069410,0,-120186,-120186,None,1051171,-9702371,-5640916,-4451320,162501,773082,0,16036134,-270599,-312321,1702268,1069410,-312321,None,-5640916
2018-03-31,USD,None,-1880964,-201076,0,-119654,-119654,None,-880267,-7618371,-8269727,-7948997,-72045,770921,0,0,-514683,-187257,1553402,201076,-187257,None,-8269727
2017-12-31,USD,None,1734456,-605280,1100,-118226,-132726,None,910665,-8025672,-5984592,-5246586,-276426,745136,0,-14500,-828470,-87628,1222820,606380,181570,None,-5984592
2017-09-30,USD,None,283795,-850997,-9675,-116776,16328764,None,406405,-6769309,12574394,-2903373,965490,758069,0,16445540,-46093,172690,1725191,841322,179484,None,12574394
2017-06-30,USD,None,-727751,-567519,0,-1980540,14376704,None,153791,-4971203,10335224,-3473961,-9000,777770,0,16357244,-35789,296606,1570784,567519,-78772,None,10335224
2017-03-31,USD,None,426893,-64162,-16162,-115267,-115267,None,20871,-5772796,-3688084,-3508655,20871,782578,0,0,27861,369910,1375848,48000,-369910,None,-3688084
2016-12-31,USD,None,16548,-104271,-32,-324648,675351,None,-1039125,-670164,-2714762,-3285842,80759,782616,0,-1,114801,-363000,-3420092,104271,-190310,None,-2714762
2016-09-30,USD,None,-2348491,365000,0,None,14133740,-1000000,None,-6644208,7393446,-6740294,-94476,785394,0,15133740,169229,172690,1268342,17000,123916,None,7393446
2016-06-30,USD,None,-1202858,365019,381851,2000000,2088890,None,None,-5714389,-4009807,-6463716,459991,719046,0,88890,-282139,296606,-146761,16832,-296606,None,-4009807
2016-03-31,USD,None,893386,0,0,None,5016650,None,None,-6408491,346235,-4670415,-496455,247572,0,5016650,0,0,1093573,0,None,None,346235
2015-12-31,USD,None,240767,260748,-32,1675352,10642000,75589,302815,-3637182,-2229692,-2229692,-459958,247573,0,-75589,1891,-363000,1379108,121103,None,None,-2229692
2015-09-30,USD,None,-89228,0,0,None,10642000,None,None,-3148208,-2145027,-2145027,359219,247572,0,0,0,0,485618,0,None,None,-2145027
2015-06-30,USD,None,-479204,0,0,None,10642000,None,None,-3644901,-2788134,-2788134,-28312,495145,0,10565972,0,0,869138,0,None,None,-2788134
