fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2019-12-31,USD,782500000,347961000,None,7212000,262285000,41396000,69521000,23113000,2000,-244084000,87692000,205606000,276000,54444000,71559000,3550000,3550000,-216000,116190000,77292000,3476000,-508040000,1195000,13994000,33033000,1642000,44896000,None,None,2000,474060000,-244084000,-131000,None,31975000,None,705208000,73780000,33033000,88172000,190726000,None,4131000,None,285825000,782500000,54444000,None,2202580
2018-12-31,USD,379005000,193194000,None,3902000,108726000,65443000,31506000,8739000,24000,-214242000,55303000,59683000,872000,59443000,38246000,2595000,2595000,-498000,47947000,76809000,500000,-183903000,None,12217000,15177000,1202000,26912000,None,None,24000,200847000,-214242000,None,None,872000,None,302196000,None,15177000,23797000,70480000,None,3531000,None,280159000,379005000,59443000,None,2391541
2017-12-31,USD,114810000,9713000,None,2913000,78742000,30185000,13440000,9846000,21000,-219396000,32466000,12947000,750000,45556000,36320000,1751000,1751000,-135000,21154000,69746000,500000,12636000,9076000,20211000,9956000,1066000,24723000,30957000,249695000,21000,0,-219396000,0,None,750000,None,45064000,None,9956000,19026000,42422000,None,5111000,None,249695000,114810000,45556000,None,2093556
2016-12-31,USD,129797000,0,None,1305000,38168000,37377000,4515000,9896000,20000,-200439000,13736000,0,6002000,93843000,24432000,None,None,None,12044000,111251000,500000,38857000,91000,16012000,0,0,14536000,90149000,237796000,20000,0,-200439000,0,None,18546000,6002000,18546000,None,None,9221000,13736000,None,1480000,None,237796000,129797000,93934000,None,2015589
2015-12-31,USD,166991000,3100000,None,1909000,30115000,32165000,629000,5684000,20000,-202546000,12219000,0,8242000,55956000,17896000,983000,None,None,6550000,148864000,3335000,32405000,81072000,9927000,0,0,11229000,0,0,20000,0,-202546000,-25000,None,4000000,4242000,18127000,None,None,11590000,12219000,None,240000,None,234716000,166991000,137028000,None,2010569
