fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,45587000,53543000,3194000,42393000,-11145000,-7996000,None,None,-12402000,-922000,19379000,-6000,-11139000,34164000,1246000,-3484000,1000,-1335000,None,None,None,-3484000,72000,None,-8918000,-16731000,None
2020-03-31,USD,133467000,290412000,21881000,111586000,-178774000,-177640000,None,None,-180325000,-440000,26719000,-323000,-178451000,85480000,1176000,-2085000,28000,-1214000,None,178213000,None,-2245000,-178873000,None,-178080000,-186325000,None
2019-12-31,USD,107575000,96953000,18536000,89039000,-8050000,-8521000,None,None,-8911000,35000,5603000,-136000,-7914000,91350000,861000,111000,17000,-938000,None,None,None,-425000,-59000,None,-8486000,-15055000,5944000
2019-09-30,USD,56889000,43292000,20398000,36491000,-6432000,-6156000,None,None,-6888000,-435000,34918000,369000,-6801000,8374000,456000,-297000,0,-531000,None,None,None,-297000,444000,None,-6591000,-9428000,2909000
2019-06-30,USD,63466000,37597000,24926000,38540000,542000,112000,None,None,97000,-441000,32663000,-401000,943000,4934000,445000,426000,9000,-506000,None,None,None,426000,-340000,None,-329000,-3163000,2791000
2019-03-31,USD,63320000,36548000,24230000,39090000,2165000,710000,None,None,1868000,-142000,32021000,-377000,2542000,4527000,297000,1300000,-621000,-346000,None,None,None,1300000,-328000,None,568000,-2572000,2791000
2018-12-31,USD,50976000,27487000,18658000,32318000,4312000,3558000,0,0,3946000,-841000,23350000,-519000,4831000,4137000,366000,1229000,None,None,0,0,0,1229000,-2085000,0,2717000,340000,-6141000
2018-09-30,USD,41565000,37488000,15581000,25984000,-11609000,3387000,0,0,-11898000,-1381000,34516000,-105000,-11504000,2972000,289000,None,None,None,0,0,0,-13904000,-173000,0,2006000,1409000,1675000
2018-06-30,USD,54811000,26920000,17021000,37790000,10698000,8960000,0,0,10537000,-28000,25727000,-172000,10870000,1193000,161000,None,None,None,0,-1919000,0,1605000,-333000,0,8932000,8960000,None
2018-03-31,USD,48168000,36617000,16587000,31581000,-4986000,-5723000,0,0,-5129000,-112000,33658000,50000,-5036000,1040000,143000,None,None,None,0,1919000,0,706000,-12725000,0,-5835000,-5723000,None
2017-12-31,USD,29666000,29347000,7757000,21909000,-7485000,-7402000,0,0,-7507000,-222000,28482000,-21000,-7464000,865000,48000,None,None,None,0,225000,0,117000,-2237000,0,-7624000,-7402000,None
2017-09-30,USD,19255000,21600000,17117000,19255000,-2258000,-1856000,0,0,-2283000,-402000,21014000,82000,-2340000,586000,20000,None,None,None,0,1919000,0,-25000,0,0,-2258000,-1856000,None
2017-06-30,USD,19545000,18234000,11615000,19545000,1534000,-6709000,0,0,1412000,-522000,16562000,116000,1418000,600000,15000,None,None,None,0,1072000,0,8643000,0,0,-7231000,-6709000,None
2017-03-31,USD,12906000,15157000,11032000,12906000,-1978000,-2385000,0,0,-2093000,-338000,14681000,158000,-2136000,476000,0,None,None,None,0,1072000,0,630000,0,0,-2723000,-2385000,None
2016-12-31,USD,16557000,19144000,14280000,16557000,1555000,727000,0,0,-1414000,-2361000,18618000,1173000,382000,526000,-122000,None,None,None,0,1072000,0,220000,-9166000,0,-1634000,727000,None
2016-09-30,USD,15843000,16668000,12964000,15843000,173000,-285000,0,0,-517000,-807000,16402000,308000,-135000,266000,0,None,None,None,0,0,0,575000,0,0,-1092000,-285000,None
2016-06-30,USD,18152000,20365000,15984000,18655000,-2416000,-1106000,0,0,-1934000,-173000,20093000,-224000,-2192000,272000,0,None,None,None,0,0,0,-655000,0,0,-1279000,-1106000,None
2016-03-31,USD,6609000,14049000,9208000,6609000,630000,-1732000,0,0,-7758000,-6666000,13777000,1142000,-512000,272000,0,None,None,None,0,0,0,640000,0,0,-8398000,-1732000,None
2015-12-31,USD,16878000,60137000,11537000,17344000,-1351000,2676000,0,0,5721000,2479000,2912000,None,2146000,-195000,-122000,None,None,None,0,1072000,0,566000,-8627000,0,-12044000,2676000,None
2015-09-30,USD,14891000,13344000,6724000,14891000,-8388000,54000,0,0,-8118000,-9208000,13356000,-9665000,1277000,-12000,0,None,None,None,0,0,0,1036000,0,0,-9154000,54000,None
2015-06-30,USD,15692000,10639000,5688000,15692000,-192000,3914000,0,0,1001000,-3154000,10240000,-4052000,3860000,399000,0,None,None,None,0,0,0,233000,0,0,768000,3914000,None
