1,1102,CPLP,Capital Product Partners L.P.,Industrials,Marine Shipping,Greece,118.53M,-
2,1103,CPRI,Capri Holdings Limited,Consumer Cyclical,Apparel Manufacturing,United Kingdom,2.85B,-
3,1104,CPRT,"Copart, Inc.",Industrials,Specialty Business Services,USA,23.81B,34.76
4,1105,CPRX,"Catalyst Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,339.69M,8.13
5,1106,CPS,Cooper-Standard Holdings Inc.,Consumer Cyclical,Auto Parts,USA,251.87M,-
6,1107,CPSH,CPS Technologies Corporation,Technology,Electronic Components,USA,20.54M,25.79
7,1108,CPSI,"Computer Programs and Systems, Inc.",Healthcare,Health Information Services,USA,444.30M,20.08
8,1109,CPSS,"Consumer Portfolio Services, Inc.",Financial,Credit Services,USA,74.00M,5.01
9,1110,CPST,Capstone Turbine Corporation,Industrials,Specialty Industrial Machinery,USA,45.36M,-
10,1111,CPT,Camden Property Trust,Real Estate,REIT - Residential,USA,8.71B,45.68
11,1112,CPTA,Capitala Finance Corp.,Financial,Asset Management,USA,26.70M,-
12,1113,CQP,"Cheniere Energy Partners, L.P.",Energy,Oil & Gas Midstream,USA,16.64B,12.76
13,1114,CR,Crane Co.,Industrials,Specialty Industrial Machinery,USA,3.12B,88.86
14,1115,CRAI,"CRA International, Inc.",Industrials,Consulting Services,USA,325.90M,14.53
15,1116,CRBP,"Corbus Pharmaceuticals Holdings, Inc.",Healthcare,Biotechnology,USA,188.09M,-
16,1117,CRD-A,Crawford & Company,Financial,Insurance Brokers,USA,215.73M,-
17,1118,CRD-B,Crawford & Company,Financial,Insurance Brokers,USA,374.87M,-
18,1119,CRDF,"Cardiff Oncology, Inc.",Healthcare,Biotechnology,USA,167.54M,-
19,1120,CREE,"Cree, Inc.",Technology,Semiconductors,USA,6.52B,-
0,1121,CREG,China Recycling Energy Corporation,Industrials,Waste Management,China,6.60M,-
1,1122,CRESY,Cresud SACIF y A ADR,Consumer Defensive,Farm Products,Argentina,267.51M,-
2,1123,CREX,"Creative Realities, Inc.",Technology,Software - Application,USA,12.55M,-
3,1124,CRF,"Cornerstone Total Return Fund, Inc.",Financial,Asset Management,USA,445.01M,20.56
4,1125,CRH,CRH plc,Basic Materials,Building Materials,Ireland,28.78B,16.74
5,1126,CRHM,CRH Medical Corporation,Healthcare,Medical Instruments & Supplies,Canada,163.03M,-
6,1127,CRI,"Carter's, Inc.",Consumer Cyclical,Apparel Retail,USA,3.59B,32.99
7,1128,CRIS,"Curis, Inc.",Healthcare,Biotechnology,USA,58.88M,-
8,1129,CRK,"Comstock Resources, Inc.",Energy,Oil & Gas E&P,USA,1.09B,-
9,1130,CRL,"Charles River Laboratories International, Inc.",Healthcare,Diagnostics & Research,USA,10.85B,39.57
10,1131,CRM,"salesforce.com, inc.",Technology,Software - Application,USA,234.63B,635.38
11,1132,CRMD,CorMedix Inc.,Healthcare,Biotechnology,USA,142.65M,-
12,1133,CRMT,"America's Car-Mart, Inc.",Consumer Cyclical,Auto & Truck Dealerships,USA,693.46M,13.61
13,1134,CRNC,Cerence Inc.,Technology,Software - Application,USA,2.02B,28.46
14,1135,CRNT,Ceragon Networks Ltd.,Technology,Communication Equipment,Israel,175.25M,-
15,1136,CRNX,"Crinetics Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,520.30M,-
16,1137,CRON,Cronos Group Inc.,Healthcare,Drug Manufacturers - Specialty & Generic,Canada,1.85B,2.71
17,1138,CROX,"Crocs, Inc.",Consumer Cyclical,Footwear & Accessories,USA,2.65B,21.87
18,1139,CRS,Carpenter Technology Corporation,Industrials,Metal Fabrication,USA,902.73M,5.53
19,1140,CRSA,Crescent Acquisition Corp.,Financial,Shell Companies,USA,315.24M,168.67
0,1141,CRSP,CRISPR Therapeutics AG,Healthcare,Biotechnology,Switzerland,6.00B,175.16
1,1142,CRT,Cross Timbers Royalty Trust,Energy,Oil & Gas E&P,USA,37.97M,6.91
2,1143,CRTO,Criteo S.A.,Communication Services,Advertising Agencies,France,748.69M,9.53
3,1144,CRTX,"Cortexyme, Inc.",Healthcare,Biotechnology,USA,1.44B,-
4,1145,CRUS,"Cirrus Logic, Inc.",Technology,Semiconductors,USA,3.35B,19.99
5,1146,CRVL,CorVel Corporation,Financial,Insurance Brokers,USA,1.53B,37.29
6,1147,CRVS,"Corvus Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,117.47M,-
7,1148,CRWD,"CrowdStrike Holdings, Inc.",Technology,Software - Infrastructure,USA,28.85B,-
8,1149,CRWS,"Crown Crafts, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,57.42M,8.63
9,1150,CRY,"CryoLife, Inc.",Healthcare,Medical Devices,USA,660.27M,-
10,1151,CS,Credit Suisse Group AG,Financial,Banks - Diversified,Switzerland,26.54B,5.87
11,1152,CSBR,"Champions Oncology, Inc.",Healthcare,Biotechnology,USA,89.96M,-
12,1153,CSCO,"Cisco Systems, Inc.",Technology,Communication Equipment,USA,167.61B,15.02
13,1154,CSGP,"CoStar Group, Inc.",Real Estate,Real Estate Services,USA,31.92B,97.62
14,1155,CSGS,"CSG Systems International, Inc.",Technology,Software - Infrastructure,USA,1.32B,16.69
15,1156,CSII,"Cardiovascular Systems, Inc.",Healthcare,Medical Devices,USA,1.38B,-
16,1157,CSIQ,Canadian Solar Inc.,Technology,Solar,Canada,1.66B,6.45
17,1158,CSL,Carlisle Companies Incorporated,Industrials,Building Products & Equipment,USA,6.65B,18.06
18,1159,CSLT,"Castlight Health, Inc.",Healthcare,Health Information Services,USA,179.30M,-
19,1160,CSOD,"Cornerstone OnDemand, Inc.",Technology,Software - Application,USA,2.23B,-
0,1161,CSPI,CSP Inc.,Technology,Information Technology Services,USA,37.77M,-
1,1162,CSPR,Casper Sleep Inc.,Consumer Cyclical,"Furnishings, Fixtures & Appliances",USA,307.07M,-
2,1163,CSSE,"Chicken Soup for the Soul Entertainment, Inc.",Communication Services,Broadcasting,USA,166.77M,-
3,1164,CSTE,Caesarstone Ltd.,Industrials,Building Products & Equipment,Israel,352.05M,97.45
4,1165,CSTL,"Castle Biosciences, Inc.",Healthcare,Diagnostics & Research,USA,928.36M,124.03
5,1166,CSTM,Constellium SE,Basic Materials,Aluminum,France,1.08B,-
6,1167,CSTR,"Capstar Financial Holdings, Inc.",Financial,Banks - Regional,USA,225.30M,9.92
7,1168,CSU,Capital Senior Living Corporation,Healthcare,Medical Care Facilities,USA,19.28M,-
8,1169,CSV,"Carriage Services, Inc.",Consumer Cyclical,Personal Services,USA,380.88M,71.44
9,1170,CSWC,Capital Southwest Corporation,Financial,Asset Management,USA,281.53M,-
10,1171,CSWI,"CSW Industrials, Inc.",Industrials,Specialty Industrial Machinery,USA,1.11B,27.32
11,1172,CSX,CSX Corporation,Industrials,Railroads,USA,58.11B,20.38
12,1173,CTAS,Cintas Corporation,Industrials,Specialty Business Services,USA,32.82B,39.22
13,1174,CTB,Cooper Tire & Rubber Company,Consumer Cyclical,Auto Parts,USA,1.76B,27.66
14,1175,CTBI,"Community Trust Bancorp, Inc.",Financial,Banks - Regional,USA,542.25M,9.53
15,1176,CTEK,"CynergisTek, Inc.",Technology,Information Technology Services,USA,13.19M,-
16,1177,CTG,"Computer Task Group, Incorporated",Technology,Information Technology Services,USA,77.41M,13.13
17,1178,CTHR,"Charles & Colvard, Ltd.",Consumer Cyclical,Luxury Goods,USA,19.33M,-
18,1179,CTIB,Yunhong CTI Ltd.,Consumer Cyclical,Auto Parts,USA,7.05M,-
19,1180,CTIC,CTI BioPharma Corp.,Healthcare,Biotechnology,USA,81.16M,-
0,1181,CTK,CooTek (Cayman) Inc.,Technology,Software - Application,China,316.06M,-
1,1182,CTL,"CenturyLink, Inc.",Communication Services,Telecom Services,USA,11.59B,9.36
2,1183,CTLT,"Catalent, Inc.",Healthcare,Drug Manufacturers - Specialty & Generic,USA,14.17B,76.67
3,1184,CTMX,"CytomX Therapeutics, Inc.",Healthcare,Biotechnology,USA,322.69M,-
4,1185,CTO,"CTO Realty Growth, Inc.",Real Estate,Real Estate - Development,USA,207.72M,-
5,1186,CTRA,"Contura Energy, Inc.",Energy,Thermal Coal,USA,78.94M,-
6,1187,CTRE,"CareTrust REIT, Inc.",Real Estate,REIT - Healthcare Facilities,USA,1.88B,37.51
7,1188,CTRM,Castor Maritime Inc.,Industrials,Marine Shipping,Cyprus,19.47M,0.87
8,1189,CTRN,"Citi Trends, Inc.",Consumer Cyclical,Apparel Retail,USA,226.74M,36.07
9,1190,CTS,CTS Corporation,Technology,Electronic Components,USA,646.21M,31.04
10,1191,CTSH,Cognizant Technology Solutions Corporation,Technology,Information Technology Services,USA,35.71B,22.16
11,1192,CTSO,Cytosorbents Corporation,Healthcare,Medical Devices,USA,352.79M,-
12,1193,CTT,"CatchMark Timber Trust, Inc.",Real Estate,REIT - Specialty,USA,459.62M,-
13,1194,CTVA,"Corteva, Inc.",Basic Materials,Agricultural Inputs,USA,21.88B,46.77
14,1195,CTXR,"Citius Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,52.06M,-
15,1196,CTXS,"Citrix Systems, Inc.",Technology,Software - Application,USA,17.08B,22.80
16,1197,CUB,Cubic Corporation,Industrials,Aerospace & Defense,USA,1.37B,-
17,1198,CUBE,CubeSmart,Real Estate,REIT - Industrial,USA,6.26B,38.90
18,1199,CUBI,"Customers Bancorp, Inc.",Financial,Banks - Regional,USA,371.95M,5.77
19,1200,CUE,"Cue Biopharma, Inc.",Healthcare,Biotechnology,USA,485.85M,-
0,1201,CUK,Carnival Corporation & Plc,Consumer Cyclical,Leisure,USA,13.65B,3.38
1,1202,CULP,"Culp, Inc.",Consumer Cyclical,Textile Manufacturing,USA,144.43M,-
2,1203,CURO,CURO Group Holdings Corp.,Financial,Credit Services,USA,300.98M,2.98
3,1204,CUTR,"Cutera, Inc.",Healthcare,Medical Devices,USA,302.17M,-
4,1205,CUZ,Cousins Properties Incorporated,Real Estate,REIT - Office,USA,4.25B,12.60
5,1206,CVA,Covanta Holding Corporation,Industrials,Waste Management,USA,1.13B,-
6,1207,CVAC,CureVac AG,Healthcare,Biotechnology,Germany,8.74B,-
7,1208,CVBF,CVB Financial Corp.,Financial,Banks - Regional,USA,2.28B,13.10
8,1209,CVCO,"Cavco Industries, Inc.",Consumer Cyclical,Residential Construction,USA,1.77B,24.21
9,1210,CVCY,Central Valley Community Bancorp,Financial,Banks - Regional,USA,147.93M,8.15
10,1211,CVE,Cenovus Energy Inc.,Energy,Oil & Gas Integrated,Canada,5.15B,-
11,1212,CVEO,Civeo Corporation,Industrials,Specialty Business Services,USA,137.11M,-
12,1213,CVET,"Covetrus, Inc.",Healthcare,Health Information Services,USA,2.34B,-
13,1214,CVGI,"Commercial Vehicle Group, Inc.",Consumer Cyclical,Auto Parts,USA,152.02M,-
14,1215,CVGW,"Calavo Growers, Inc.",Consumer Defensive,Packaged Foods,USA,1.17B,100.06
15,1216,CVI,"CVR Energy, Inc.",Energy,Oil & Gas Refining & Marketing,USA,1.40B,19.33
16,1217,CVLG,"Covenant Logistics Group, Inc.",Industrials,Trucking,USA,296.35M,-
17,1218,CVLT,"Commvault Systems, Inc.",Technology,Software - Application,USA,1.90B,550.97
18,1219,CVLY,"Codorus Valley Bancorp, Inc.",Financial,Banks - Regional,USA,124.02M,12.40
19,1220,CVM,CEL-SCI Corporation,Healthcare,Biotechnology,USA,530.36M,-
0,1221,CVNA,Carvana Co.,Consumer Cyclical,Internet Retail,USA,32.36B,-
1,1222,CVR,Chicago Rivet & Machine Co.,Industrials,Tools & Accessories,USA,20.14M,-
2,1223,CVS,CVS Health Corporation,Healthcare,Healthcare Plans,USA,76.17B,9.20
3,1224,CVU,"CPI Aerostructures, Inc.",Industrials,Aerospace & Defense,USA,28.31M,6.77
4,1225,CVV,CVD Equipment Corporation,Industrials,Specialty Industrial Machinery,USA,18.72M,-
5,1226,CVX,Chevron Corporation,Energy,Oil & Gas Integrated,USA,146.55B,-
6,1227,CW,Curtiss-Wright Corporation,Industrials,Specialty Industrial Machinery,USA,3.89B,15.68
7,1228,CWBC,Community West Bancshares,Financial,Banks - Regional,USA,67.05M,8.83
8,1229,CWBR,"CohBar, Inc.",Healthcare,Biotechnology,USA,56.26M,-
9,1230,CWCO,Consolidated Water Co. Ltd.,Utilities,Utilities - Regulated Water,Cayman Islands,170.40M,32.17
10,1231,CWEN,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,1.86B,49.72
11,1232,CWEN-A,"Clearway Energy, Inc.",Utilities,Utilities - Renewable,USA,4.57B,47.23
12,1233,CWH,"Camping World Holdings, Inc.",Consumer Cyclical,Recreational Vehicles,USA,3.16B,-
13,1234,CWK,Cushman & Wakefield plc,Real Estate,Real Estate Services,USA,2.47B,-
14,1235,CWST,"Casella Waste Systems, Inc.",Industrials,Waste Management,USA,2.67B,77.03
15,1236,CWT,California Water Service Group,Utilities,Utilities - Regulated Water,USA,2.19B,-
16,1237,CX,"CEMEX, S.A.B. de C.V.",Basic Materials,Building Materials,Mexico,5.28B,250.00
17,1238,CXDC,China XD Plastics Company Limited,Consumer Cyclical,Auto Parts,China,76.94M,-
18,1239,CXDO,"Crexendo, Inc.",Technology,Information Technology Services,USA,135.60M,118.40
19,1240,CXO,Concho Resources Inc.,Energy,Oil & Gas E&P,USA,8.75B,-
0,1241,CXP,"Columbia Property Trust, Inc.",Real Estate,REIT - Office,USA,1.28B,-
1,1242,CXW,"CoreCivic, Inc.",Real Estate,REIT - Specialty,USA,1.09B,7.44
2,1243,CYAD,Celyad Oncology SA,Healthcare,Biotechnology,Belgium,138.03M,-
3,1244,CYAN,Cyanotech Corporation,Consumer Defensive,Packaged Foods,USA,18.60M,28.36
4,1245,CYBE,CyberOptics Corporation,Technology,Scientific & Technical Instruments,USA,233.63M,99.22
5,1246,CYBR,CyberArk Software Ltd.,Technology,Software - Infrastructure,Israel,3.98B,112.98
6,1247,CYCC,"Cyclacel Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,17.07M,-
7,1248,CYCN,"Cyclerion Therapeutics, Inc.",Healthcare,Biotechnology,USA,229.53M,-
8,1249,CYD,China Yuchai International Limited,Industrials,Specialty Industrial Machinery,Singapore,685.60M,8.55
9,1250,CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,USA,589.34M,-
10,1251,CYRN,CYREN Ltd.,Technology,Software - Infrastructure,USA,68.62M,-
11,1252,CYRX,"Cryoport, Inc.",Industrials,Integrated Freight & Logistics,USA,2.19B,-
12,1253,CYTK,"Cytokinetics, Incorporated",Healthcare,Biotechnology,USA,1.65B,-
13,1254,CZNC,Citizens & Northern Corporation,Financial,Banks - Regional,USA,265.56M,11.38
14,1255,CZR,"Caesars Entertainment, Inc.",Consumer Cyclical,Resorts & Casinos,USA,7.80B,-
15,1256,CZWI,"Citizens Community Bancorp, Inc.",Financial,Banks - Regional,USA,74.86M,7.51
16,1257,CZZ,Cosan Limited,Energy,Oil & Gas Refining & Marketing,Brazil,3.94B,16.48
17,1258,D,"Dominion Energy, Inc.",Utilities,Utilities - Diversified,USA,66.63B,121.68
18,1259,DAC,Danaos Corporation,Industrials,Marine Shipping,Greece,120.07M,0.74
19,1260,DADA,Dada Nexus Limited,Consumer Cyclical,Internet Retail,China,5.27B,-
0,1261,DAIO,Data I/O Corporation,Technology,Electronic Components,USA,27.64M,-
1,1262,DAKT,"Daktronics, Inc.",Technology,Computer Hardware,USA,190.10M,193.18
2,1263,DAL,"Delta Air Lines, Inc.",Industrials,Airlines,USA,19.93B,-
3,1264,DAN,Dana Incorporated,Consumer Cyclical,Auto Parts,USA,2.01B,25.59
4,1265,DAO,"Youdao, Inc.",Communication Services,Internet Content & Information,China,2.61B,-
5,1266,DAR,Darling Ingredients Inc.,Consumer Defensive,Packaged Foods,USA,5.21B,13.59
6,1267,DARE,"Dare Bioscience, Inc.",Healthcare,Biotechnology,USA,28.48M,-
7,1268,DAVA,Endava plc,Technology,Software - Infrastructure,United Kingdom,3.02B,98.70
8,1269,DB,Deutsche Bank Aktiengesellschaft,Financial,Banks - Regional,Germany,18.56B,-
9,1270,DBD,"Diebold Nixdorf, Incorporated",Technology,Software - Application,USA,604.80M,-
10,1271,DBI,Designer Brands Inc.,Consumer Cyclical,Apparel Retail,USA,411.54M,-
11,1272,DBVT,DBV Technologies S.A.,Healthcare,Biotechnology,France,209.61M,-
12,1273,DBX,"Dropbox, Inc.",Technology,Software - Infrastructure,USA,8.51B,250.19
13,1274,DCI,"Donaldson Company, Inc.",Industrials,Specialty Industrial Machinery,USA,6.00B,23.83
14,1275,DCO,Ducommun Incorporated,Industrials,Aerospace & Defense,USA,412.66M,13.72
15,1276,DCOM,"Dime Community Bancshares, Inc.",Financial,Banks - Regional,USA,406.12M,13.66
16,1277,DCP,"DCP Midstream, LP",Energy,Oil & Gas Midstream,USA,2.31B,-
17,1278,DCPH,"Deciphera Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,2.42B,-
18,1279,DCT,"Duck Creek Technologies, Inc.",Technology,Software - Application,USA,5.05B,-
19,1280,DCTH,"Delcath Systems, Inc.",Healthcare,Medical Devices,USA,46.94M,-
0,1281,DD,"DuPont de Nemours, Inc.",Basic Materials,Chemicals,USA,41.87B,-
1,1282,DDD,3D Systems Corporation,Technology,Computer Hardware,USA,638.00M,-
2,1283,DDOG,"Datadog, Inc.",Technology,Software - Application,USA,24.63B,8067.00
3,1284,DDS,"Dillard's, Inc.",Consumer Cyclical,Department Stores,USA,742.43M,-
4,1285,DE,Deere & Company,Industrials,Farm & Heavy Construction Machinery,USA,67.24B,25.47
5,1286,DEA,"Easterly Government Properties, Inc.",Real Estate,REIT - Office,USA,1.92B,252.66
6,1287,DECK,Deckers Outdoor Corporation,Consumer Cyclical,Footwear & Accessories,USA,5.59B,19.41
7,1288,DEI,"Douglas Emmett, Inc.",Real Estate,REIT - Office,USA,4.76B,14.42
8,1289,DELL,Dell Technologies Inc.,Technology,Computer Hardware,USA,49.15B,23.60
9,1290,DENN,Denny's Corporation,Consumer Cyclical,Restaurants,USA,759.31M,12.97
10,1291,DEO,Diageo plc,Consumer Defensive,Beverages - Wineries & Distilleries,United Kingdom,79.46B,42.64
11,1292,DESP,"Despegar.com, Corp.",Consumer Cyclical,Travel Services,Argentina,558.96M,-
12,1293,DFFN,Diffusion Pharmaceuticals Inc.,Healthcare,Biotechnology,USA,53.51M,-
13,1294,DFIN,"Donnelley Financial Solutions, Inc.",Financial,Capital Markets,USA,379.69M,15.53
14,1295,DFPHU,DFP Healthcare Acquisitions Corp.,Financial,Shell Companies,USA,-,-
15,1296,DFS,Discover Financial Services,Financial,Credit Services,USA,16.08B,17.05
16,1297,DG,Dollar General Corporation,Consumer Defensive,Discount Stores,USA,49.36B,21.41
17,1298,DGICA,Donegal Group Inc.,Financial,Insurance - Property & Casualty,USA,417.67M,9.32
18,1299,DGII,Digi International Inc.,Technology,Communication Equipment,USA,413.97M,66.37
19,1300,DGLY,"Digital Ally, Inc.",Industrials,Security & Protection Services,USA,56.05M,-
0,1301,DGX,Quest Diagnostics Incorporated,Healthcare,Diagnostics & Research,USA,14.81B,20.09
1,1302,DHC,Diversified Healthcare Trust,Real Estate,REIT - Healthcare Facilities,USA,948.16M,-
2,1303,DHI,"D.R. Horton, Inc.",Consumer Cyclical,Residential Construction,USA,26.23B,12.63
3,1304,DHIL,"Diamond Hill Investment Group, Inc.",Financial,Asset Management,USA,390.62M,10.53
4,1305,DHR,Danaher Corporation,Healthcare,Diagnostics & Research,USA,147.25B,52.30
5,1306,DHT,"DHT Holdings, Inc.",Energy,Oil & Gas Midstream,Bermuda,908.50M,3.65
6,1307,DHX,"DHI Group, Inc.",Industrials,Staffing & Employment Services,USA,135.04M,43.73
7,1308,DHY,"Credit Suisse High Yield Bond Fund, Inc.",Financial,Asset Management,USA,221.50M,11.09
8,1309,DIN,"Dine Brands Global, Inc.",Consumer Cyclical,Restaurants,USA,1.02B,-
9,1310,DIOD,Diodes Incorporated,Technology,Semiconductors,USA,2.53B,19.85
10,1311,DIS,The Walt Disney Company,Communication Services,Entertainment,USA,243.02B,-
11,1312,DISCA,"Discovery, Inc.",Communication Services,Entertainment,USA,10.62B,11.86
12,1313,DISCK,"Discovery, Inc.",Communication Services,Entertainment,USA,-,12.35
13,1314,DISH,DISH Network Corporation,Communication Services,Entertainment,USA,16.99B,14.20
14,1315,DIT,AMCON Distributing Company,Consumer Defensive,Food Distribution,USA,36.98M,12.69
15,1316,DJCO,Daily Journal Corporation,Communication Services,Publishing,USA,337.68M,-
16,1317,DK,"Delek US Holdings, Inc.",Energy,Oil & Gas Refining & Marketing,USA,905.78M,-
17,1318,DKL,"Delek Logistics Partners, LP",Energy,Oil & Gas Midstream,USA,1.43B,9.39
18,1319,DKNG,DraftKings Inc.,Financial,Shell Companies,USA,15.64B,773.45
19,1320,DKS,"DICK'S Sporting Goods, Inc.",Consumer Cyclical,Specialty Retail,USA,4.97B,19.39
0,1321,DL,China Distance Education Holdings Limited,Consumer Defensive,Education & Training Services,China,300.19M,15.77
1,1322,DLA,"Delta Apparel, Inc.",Consumer Cyclical,Apparel Manufacturing,USA,104.68M,-
2,1323,DLB,"Dolby Laboratories, Inc.",Communication Services,Entertainment,USA,6.65B,19.01
3,1324,DLHC,DLH Holdings Corp.,Industrials,Specialty Business Services,USA,99.90M,13.99
4,1325,DLNG,Dynagas LNG Partners LP,Energy,Oil & Gas Midstream,Greece,146.05M,-
5,1326,DLPH,Delphi Technologies PLC,Consumer Cyclical,Auto Parts,United Kingdom,1.55B,-
6,1327,DLPN,"Dolphin Entertainment, Inc.",Communication Services,Entertainment,USA,25.59M,-
7,1328,DLR,"Digital Realty Trust, Inc.",Real Estate,REIT - Office,USA,39.98B,51.28
8,1329,DLTH,Duluth Holdings Inc.,Consumer Cyclical,Apparel Retail,USA,379.01M,36.99
9,1330,DLTR,"Dollar Tree, Inc.",Consumer Defensive,Discount Stores,USA,21.81B,24.17
10,1331,DLX,Deluxe Corporation,Communication Services,Advertising Agencies,USA,1.10B,-
11,1332,DMAC,DiaMedica Therapeutics Inc.,Healthcare,Biotechnology,USA,79.77M,-
12,1333,DMB,"BNY Mellon Municipal Bond Infrastructure Fund, Inc.",Financial,Asset Management,USA,247.50M,6.92
13,1334,DMF,"BNY Mellon Municipal Income, Inc.",Financial,Asset Management,USA,176.98M,88.85
14,1335,DMLP,"Dorchester Minerals, L.P.",Energy,Oil & Gas E&P,USA,362.72M,10.65
15,1336,DMO,Western Asset Mortgage Opportunity Fund Inc.,Financial,Asset Management,USA,141.54M,-
16,1337,DMRC,Digimarc Corporation,Technology,Information Technology Services,USA,234.51M,-
17,1338,DMS,"Digital Media Solutions, Inc.",Communication Services,Advertising Agencies,USA,288.01M,-
18,1339,DMTK,"DermTech, Inc.",Healthcare,Diagnostics & Research,USA,201.18M,-
19,1340,DMYT,"dMY Technology Group, Inc.",Financial,Shell Companies,USA,373.55M,-
0,1341,DNB,"Dun & Bradstreet Holdings, Inc.",Technology,Information Technology Services,USA,10.54B,-
1,1342,DNK,Phoenix Tree Holdings Limited,Real Estate,Real Estate Services,China,1.10B,-
2,1343,DNKN,"Dunkin' Brands Group, Inc.",Consumer Cyclical,Restaurants,USA,6.30B,28.98
3,1344,DNLI,Denali Therapeutics Inc.,Healthcare,Biotechnology,USA,3.40B,-
4,1345,DNN,Denison Mines Corp.,Energy,Uranium,Canada,303.31M,-
5,1346,DNOW,NOW Inc.,Energy,Oil & Gas Equipment & Services,USA,636.30M,-
6,1347,DOC,Physicians Realty Trust,Real Estate,REIT - Healthcare Facilities,USA,3.85B,40.82
7,1348,DOCU,"DocuSign, Inc.",Technology,Software - Application,USA,42.29B,-
8,1349,DOGZ,Dogness (International) Corporation,Consumer Defensive,Household & Personal Products,China,28.38M,19.82
9,1350,DOMO,"Domo, Inc.",Technology,Software - Application,USA,1.05B,-
10,1351,DOOO,BRP Inc.,Consumer Cyclical,Recreational Vehicles,Canada,2.16B,27.96
11,1352,DOOR,Masonite International Corporation,Industrials,Building Products & Equipment,USA,2.21B,28.27
12,1353,DORM,"Dorman Products, Inc.",Consumer Cyclical,Auto Parts,USA,2.76B,36.52
13,1354,DOV,Dover Corporation,Industrials,Specialty Industrial Machinery,USA,15.98B,24.02
14,1355,DOW,Dow Inc.,Basic Materials,Chemicals,USA,35.94B,-
15,1356,DOX,Amdocs Limited,Technology,Software - Infrastructure,USA,7.87B,15.86
16,1357,DOYU,DouYu International Holdings Limited,Communication Services,Internet Content & Information,China,4.78B,74.13
17,1358,DPHC,DiamondPeak Holdings Corp.,Industrials,Conglomerates,USA,751.16M,398.11
18,1359,DPW,"DPW Holdings, Inc.",Industrials,Electrical Equipment & Parts,USA,19.70M,-
19,1360,DPZ,"Domino's Pizza, Inc.",Consumer Cyclical,Restaurants,USA,15.93B,34.59
0,1361,DQ,Daqo New Energy Corp.,Technology,Semiconductor Equipment & Materials,China,1.36B,22.93
1,1362,DRAD,Digirad Corporation,Healthcare,Medical Devices,USA,12.83M,-
2,1363,DRD,DRDGOLD Limited,Basic Materials,Gold,South Africa,1.18B,35.98
3,1364,DRE,Duke Realty Corporation,Real Estate,REIT - Industrial,USA,14.12B,36.95
4,1365,DRH,DiamondRock Hospitality Company,Real Estate,REIT - Hotel & Motel,USA,993.51M,28.91
5,1366,DRI,"Darden Restaurants, Inc.",Consumer Cyclical,Restaurants,USA,11.68B,-
6,1367,DRIO,DarioHealth Corp.,Healthcare,Diagnostics & Research,Israel,117.04M,-
7,1368,DRNA,"Dicerna Pharmaceuticals, Inc.",Healthcare,Biotechnology,USA,1.35B,-
8,1369,DRQ,"Dril-Quip, Inc.",Energy,Oil & Gas Equipment & Services,USA,1.06B,-
9,1370,DRRX,DURECT Corporation,Healthcare,Drug Manufacturers - Specialty & Generic,USA,338.89M,-
10,1371,DRTT,DIRTT Environmental Solutions Ltd.,Industrials,Engineering & Construction,Canada,145.65M,-
11,1372,DS,Drive Shack Inc.,Consumer Cyclical,Leisure,USA,88.69M,-
12,1373,DSE,Duff & Phelps Select MLP and Midstream Energy Fund,Financial,Asset Management,USA,10.62M,-
13,1374,DSGX,The Descartes Systems Group Inc,Technology,Software - Application,Canada,4.71B,111.95
14,1375,DSKE,"Daseke, Inc.",Industrials,Trucking,USA,389.67M,-
15,1376,DSPG,"DSP Group, Inc.",Technology,Semiconductors,USA,319.71M,-
16,1377,DSS,"Document Security Systems, Inc.",Industrials,Specialty Business Services,USA,28.85M,-
17,1378,DSSI,Diamond S Shipping Inc.,Energy,Oil & Gas Midstream,USA,326.22M,3.64
18,1379,DSWL,"Deswell Industries, Inc.",Technology,Electronic Components,China,40.35M,-
19,1380,DSX,Diana Shipping Inc.,Industrials,Marine Shipping,Greece,123.25M,-
0,1381,DT,"Dynatrace, Inc.",Technology,Software - Application,USA,11.47B,-
1,1382,DTE,DTE Energy Company,Utilities,Utilities - Regulated Electric,USA,22.78B,18.62
2,1383,DTEA,DAVIDsTEA Inc.,Consumer Defensive,Packaged Foods,Canada,27.62M,-
3,1384,DTIL,"Precision BioSciences, Inc.",Healthcare,Biotechnology,USA,299.18M,-
4,1385,DTSS,Datasea Inc.,Technology,Software - Infrastructure,China,70.94M,-
5,1386,DUK,Duke Energy Corporation,Utilities,Utilities - Regulated Electric,USA,60.43B,28.86
6,1387,DUO,Fangdd Network Group Ltd.,Real Estate,Real Estate Services,China,539.01M,-
7,1388,DUOT,"Duos Technologies Group, Inc.",Technology,Software - Application,USA,14.29M,-
8,1389,DVA,DaVita Inc.,Healthcare,Medical Care Facilities,USA,11.09B,13.94
9,1390,DVAX,Dynavax Technologies Corporation,Healthcare,Biotechnology,USA,593.55M,-
