fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,4069000,-6726000,4069000,None,None,1704000,None,8271000,-49577000,-27576000,-33423000,None,1896000,0,None,-33000,-3376000,16556000,349000,None,None,None
2020-03-31,USD,-101319000,-1177000,-101319000,-101110000,None,1869000,-76000,-6112000,-42850000,-143546000,-44105000,None,1900000,0,1945000,-2382000,-177000,7593000,209000,None,None,None
2019-12-31,USD,-33703000,-4171000,-33703000,10024000,None,2389000,-10015000,-5552000,82406000,177537000,208734000,None,1880000,0,11574000,-176000,157000,132685000,178000,None,None,None
2019-09-30,USD,22083000,-7214000,22083000,43549000,None,-8239000,-10015000,7149000,-31498000,-20905000,-34732000,None,1905000,0,9185000,-355000,-1460000,-3500000,29000,None,None,None
2019-06-30,USD,-24752000,-5651000,-24752000,21437000,None,2821000,None,942000,-37323000,-50793000,-28769000,None,2156000,0,7409000,-4014000,1076000,14158000,358000,None,None,None
2019-03-31,USD,44800000,-10197000,44800000,45831000,None,-8904000,None,-27654000,27187000,114573000,78592000,None,207000,-13492000,4588000,-4014000,-5672000,93331000,1031000,None,None,None
2018-12-31,USD,38175000,2121000,37172000,71664000,None,1834000,None,-11414000,-70557000,-29752000,-68722000,None,2253000,-13492000,162831000,-4014000,-3961000,12823000,1003000,None,None,None
2018-09-30,USD,-39050000,-6766000,-39161000,0,None,1410000,None,-8842000,-63591000,-100634000,-62854000,None,800000,0,0,-4014000,2659000,12719000,111000,None,None,None
2018-06-30,USD,45998000,-15045000,45993000,0,None,157863000,None,14369000,-62046000,149317000,-54549000,None,67000,0,0,0,-3295000,12184000,5000,None,None,None
2018-03-31,USD,26541000,-13771000,26541000,0,None,1724000,None,14569000,-29627000,11540000,-16763000,None,57000,0,0,0,5413000,6533000,5000,None,None,None
2017-12-31,USD,-202599000,10070000,-202608000,0,106000000,289401000,-2037000,-36996000,-121559000,50510000,-36190000,None,228000,0,0,0,-5413000,53163000,9000,None,None,None
2017-09-30,USD,-132802000,3081000,-176200000,0,None,290381000,-26000,-32779000,-19809000,34921000,-3806000,None,0,0,0,0,0,2049000,9000,None,None,None
2017-06-30,USD,3326000,-47859000,6475000,0,15000000,104969000,-572000,1161000,-72296000,-2413000,6008000,None,0,0,0,0,0,38417000,0,None,None,None
2017-03-31,USD,-46715000,87653000,-46715000,None,91000000,90541000,-459000,-4929000,-60353000,70001000,26175000,None,83000,None,-459000,None,-500000,3721000,9000,None,None,None
2016-12-31,USD,34826000,2165000,34647000,None,106000000,-818000,-818000,17460000,-83217000,-21532000,-55361000,None,131000,None,-818000,None,-5413000,10319000,179000,None,None,None
2016-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2015-12-31,USD,-35015000,1567000,-35025000,None,106000000,108689000,8689000,10275000,-61422000,29389000,-44275000,None,119000,None,8689000,None,-5413000,6514000,10000,None,None,None
2015-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2015-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
