fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,335001000,475953000,145336000,189665000,-287082000,-279659000,322969000,None,-286290000,None,149455000,-794000,-286288000,3529000,-792000,-6631000,792000,792000,None,None,None,-6631000,-794000,None,-279659000,-279659000,None
2018-12-31,USD,207742000,378135000,7768000,199974000,-178080000,-143588000,291007000,None,-171926000,None,87061000,81000,-178161000,67000,-6154000,-28338000,6154000,6154000,None,None,None,-28338000,81000,None,-143588000,-143588000,None
2017-12-31,USD,177984000,257901000,230893000,177984000,-79713000,-76914000,230893000,None,-76914000,None,27008000,204000,-79917000,None,-2799000,None,2799000,2799000,None,None,None,0,204000,None,-76914000,-76914000,None
2016-12-31,USD,1535000,137995000,115785000,1535000,-135747000,-135747000,115785000,None,-135747000,None,22210000,713000,-136460000,None,-1400000,None,901000,901000,None,None,None,0,-188000,None,-135747000,-135747000,None
2015-12-31,USD,0,61513000,43016000,-43016000,-61226000,-60716000,43016000,None,-60716000,None,18497000,287000,-61513000,None,-510000,None,None,None,None,None,None,0,797000,None,-60716000,-60716000,None
