fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-49950000,-7629000,-49995000,None,None,142807000,None,16876000,-175751000,130032000,37220000,9815000,9619000,None,142807000,2483000,65757000,132926000,45000,65757000,None,130032000
2020-03-31,USD,245000,16261000,245000,245000,None,57348000,451000,-5616000,-60747000,-31996000,-89589000,13861000,9625000,None,57348000,-8163000,-66008000,5582000,0,-66008000,None,-31996000
2019-12-31,USD,22500000,-23241000,22280000,217831000,77668000,94418000,383000,5677000,-94483000,24563000,-92135000,19057000,9662000,None,16750000,-577000,-9210000,6657000,220000,-9210000,None,24563000
2019-09-30,USD,26919000,45016000,24390000,195331000,77668000,195000,383000,19981000,-54585000,35574000,10989000,18627000,9624000,None,195000,-11377000,-766000,4450000,2529000,-766000,None,35574000
2019-06-30,USD,56011000,-9508000,54033000,168412000,77668000,8804000,-426000,-20105000,-58170000,24471000,-38366000,-1558000,9479000,None,9230000,-1124000,19547000,2968000,1978000,19547000,None,24471000
2019-03-31,USD,112401000,-38246000,110473000,112401000,-15000000,-14447000,188000,-14915000,-72421000,-41903000,-137929000,10339000,9062000,None,553000,-16064000,-31769000,1170000,1928000,-31769000,None,-41903000
2018-12-31,USD,11400000,49496000,16717000,6147000,-6000,85000,482000,14118000,-60054000,-56897000,-73699000,-61410000,1249000,None,91000,26000,-144000,-2862000,830000,-144000,None,-56897000
2018-09-30,USD,11318000,13480000,11011000,0,-7000,354000,None,12140000,-26047000,-1096000,-12461000,-1431000,-160000,0,361000,26000,-556000,2253000,307000,-556000,None,-1096000
2018-06-30,USD,-3395000,2333000,-3568000,0,-5000,212000,None,28706000,-34069000,5640000,8996000,2558000,-39000,0,217000,26000,35720000,2493000,173000,35720000,None,5640000
2018-03-31,USD,12730000,3890000,12434000,0,-1000,95911000,None,862000,-23418000,88015000,-20330000,-1537000,139000,0,95912000,26000,-1636000,2232000,296000,-1636000,None,88015000
2017-12-31,USD,-7858000,6236000,-8308000,0,-1000,5243000,None,17104000,12280000,-19443000,-16378000,-3416000,264000,0,5244000,0,-393000,2193000,450000,-33935000,None,-19443000
2017-09-30,USD,-44362000,-40939000,-44959000,0,-1000,63785000,None,-23000,-23134000,-35791000,-54617000,7264000,321000,0,63786000,0,33542000,2152000,597000,-281000,None,-35791000
2017-06-30,USD,-31542000,51038000,-31690000,0,-1000,45466000,None,-13524000,-21517000,38140000,24364000,-7979000,316000,0,45467000,0,33823000,2506000,148000,None,None,38140000
2017-03-31,USD,-91876000,-3824000,-92303000,0,-2000,1746000,None,-739000,-44543000,-100085000,-9528000,-739000,326000,0,1748000,0,33823000,5429000,427000,33823000,None,-100085000
2016-12-31,USD,22354000,163505000,22306000,0,-1000,3529000,None,23540000,-37862000,121505000,95670000,1907000,219000,0,3530000,0,-33823000,1724000,48000,-33823000,None,121505000
2016-09-30,USD,46823000,5021000,45567000,0,-13000,2329000,None,904000,-36308000,19653000,-28243000,904000,206000,0,2342000,0,0,1934000,1256000,None,None,19653000
2016-06-30,USD,31036000,7445000,29787000,0,-3000,-94000,None,-220000,-35779000,2738000,-26955000,-32000,189000,0,-91000,0,0,1222000,1249000,None,None,2738000
2016-03-31,USD,-84846000,41747000,-84955000,0,-3000,61182000,None,None,-25798000,-6339000,17434000,58000,176000,0,61185000,0,0,1251000,109000,None,None,-6339000
2015-12-31,USD,1710000,-2333000,1638000,0,-2000,4340000,None,2710000,-19857000,-16934000,-22912000,-2167000,151000,0,4342000,0,-33823000,1328000,72000,None,None,-16934000
2015-09-30,USD,-14340000,8265000,-14455000,0,-2000,13950000,None,None,-19475000,-9536000,-9031000,800000,182000,0,13952000,0,34000,1163000,115000,60000,None,-9536000
2015-06-30,USD,-4249000,-2881000,-4276000,0,-2000,64754000,None,None,-10689000,48361000,-12117000,165000,167000,0,64756000,0,0,1095000,27000,None,None,48361000
