fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-3046000,3535000,-3046000,None,None,-8000,None,12514000,6532000,8016000,11070000,None,252000,None,-10000,None,None,-2467000,122000,None,None,None
2020-03-31,USD,-2204000,-12988000,5954000,8196000,None,3000,None,-8558000,-8087000,-4555000,-10512000,9513000,251000,None,3000,None,None,-2419000,38000,3218000,None,-4555000
2019-12-31,USD,-29713000,3783000,-28467000,1271000,None,-416000,-20000,1044000,1270000,-23120000,5763000,-20030000,17696000,-399000,3000,None,3208000,-164000,25000,3208000,None,-23120000
2019-09-30,USD,24929000,0,24929000,52037000,None,-15000,-23000,-3888000,-1392000,24563000,-351000,-2177000,251000,0,-23000,None,5476000,-798000,12000,5476000,None,24563000
2019-06-30,USD,3561000,18526000,3561000,53317000,None,-452000,-35000,18976000,-4426000,2836000,-273000,5002000,144000,-403000,-57000,None,-17329000,-2190000,6000,-17329000,None,2836000
2019-03-31,USD,-17470000,-2667000,2986000,20482000,None,-56000,-14000,-10379000,4162000,-4016000,-6946000,-12366000,193000,-403000,-42000,None,3936000,-204000,26000,3936000,None,-4016000
2018-12-31,USD,-13302000,0,-6462000,6869000,None,-525000,None,5880000,201000,2592000,9579000,-7727000,8829000,-399000,-126000,None,-2339000,4846000,29000,-2339000,None,2592000
2018-09-30,USD,-906000,-2655000,1394000,2328000,None,-120000,-223000,-2885000,934000,2551000,1277000,-4762000,2959000,-399000,103000,0,4809000,-8000,28000,4809000,None,2551000
2018-06-30,USD,-12918000,16209000,-648000,12476000,None,-783000,None,15964000,3185000,-951000,480000,-7923000,2818000,-407000,-376000,0,-14258000,449000,206000,-14258000,None,-951000
2018-03-31,USD,-22426000,-6084000,-9071000,13373000,None,-162000,None,-5986000,-5024000,-16109000,-6876000,329000,3992000,-407000,-162000,0,1567000,-1656000,18000,1567000,None,-16109000
2017-12-31,USD,-19397000,6152000,11833000,31232000,None,-536000,None,16603000,2542000,15074000,3777000,-2091000,2223000,-399000,-137000,0,-6185000,-7153000,2000,2104000,None,15074000
2017-09-30,USD,-22911000,-1370000,-7441000,15489000,None,-347000,None,-1624000,747000,-3171000,4617000,-3777000,2976000,-408000,-347000,0,0,-318000,19000,6359000,None,-3171000
2017-06-30,USD,-15425000,20344000,2065000,17489000,None,-487000,None,20152000,1460000,1966000,388000,-3513000,3083000,-408000,-79000,0,0,-1667000,1000,-19319000,None,1966000
2017-03-31,USD,-16028000,-8557000,3671000,19782000,None,-97000,None,102000,-221000,-2574000,-6148000,-4934000,3786000,0,-97000,0,4671000,-893000,83000,4671000,None,-2574000
2016-12-31,USD,-15251000,3372000,-1680000,13632000,None,-524000,None,1002000,1348000,1388000,3592000,-5033000,5465000,-399000,-125000,0,-407000,-1218000,61000,-342000,None,1388000
2016-09-30,USD,-32102000,-380000,-7748000,24416000,None,-93000,None,None,149000,-2104000,5737000,-7960000,2303000,-408000,-93000,0,0,4798000,62000,6827000,None,-2104000
2016-06-30,USD,-19344000,14475000,4922000,24313000,None,-682000,None,None,241000,3184000,-1056000,2322000,2538000,-408000,-274000,0,0,-5436000,47000,-15196000,None,3184000
2016-03-31,USD,2500000,-16484000,2274000,0,None,-155000,None,None,898000,-4838000,-6957000,-2303000,2783000,0,-155000,0,8304000,-155000,226000,8304000,None,-4838000
2015-12-31,USD,-86313000,-1581000,-1565000,84873000,None,-1026000,None,448000,114000,985000,3576000,-2569000,2746000,-399000,-627000,0,1329000,-34000,125000,4900000,None,985000
2015-09-30,USD,-18661000,-3497000,-18683000,0,None,-159000,None,None,238000,-18290000,552000,-3032000,2772000,-412000,-159000,0,0,771000,22000,3300000,None,-18290000
2015-06-30,USD,11511000,15344000,11403000,0,None,-493000,None,None,3345000,13232000,2322000,-3134000,2675000,-412000,-81000,0,0,-4347000,108000,-11561000,None,13232000
