fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-2000000,16600000,-2000000,None,85500000,79300000,-100000,1700000,5400000,35000000,-42300000,7900000,18200000,-6100000,0,-40200000,-53200000,3000000,2000000,-53200000,400000,35400000
2020-03-31,USD,-6300000,-123600000,-6300000,600000,124500000,99200000,-1700000,-85900000,8000000,67700000,-25200000,-13800000,17500000,-6200000,-17400000,-26200000,112000000,900000,6900000,112000000,-2100000,65600000
2019-12-31,USD,-10500000,83900000,-10500000,400000,-116000000,-129300000,100000,16300000,43500000,-11000000,128800000,2200000,18500000,-6300000,-7100000,36600000,-68800000,12900000,10900000,-68800000,1100000,-9900000
2019-09-30,USD,-49500000,-8400000,-49500000,-42300000,-174100000,-196000000,-100000,21600000,28000000,-54700000,190800000,6800000,18200000,-5900000,-16000000,61400000,83700000,1100000,7200000,83700000,-1700000,-56400000
2019-06-30,USD,-7100000,-5600000,-7100000,400000,87600000,54300000,-100000,-13800000,35900000,-7200000,-54400000,700000,18100000,-6000000,-27200000,30700000,-137800000,3600000,7500000,-137800000,800000,-6400000
2019-03-31,USD,-12500000,-122200000,-12500000,-5300000,128500000,107600000,-4200000,-51200000,-600000,33800000,-61300000,-10100000,18700000,-6200000,-10500000,-57300000,108100000,2100000,7200000,108100000,-300000,33500000
2018-12-31,USD,None,36600000,-8500000,-700000,-123300000,-129500000,-3300000,-8300000,35000000,-27900000,110100000,6100000,18700000,-6200000,-68200000,-11700000,-200000,25600000,7800000,-200000,-100000,-28000000
2018-09-30,USD,None,-800000,-46400000,-37100000,-57700000,-88200000,-100000,16400000,35600000,-43400000,91200000,7800000,17900000,-6200000,-24200000,-6500000,38400000,-1200000,9300000,38400000,-800000,-44200000
2018-06-30,USD,None,71400000,-9000000,-5400000,145600000,99100000,-600000,11600000,25700000,23200000,-66900000,-400000,17500000,-6300000,-40200000,-31200000,-154200000,4300000,9000000,-154200000,-6700000,16500000
2018-03-31,USD,None,-82600000,-8000000,0,10600000,-7000000,-7400000,-86700000,10400000,45400000,60400000,-8000000,18800000,-6400000,-3800000,-43500000,162000000,3300000,8000000,162000000,400000,45800000
2017-12-31,USD,None,32100000,-8100000,4100000,-106100000,-105500000,-100000,-3700000,74000000,-24400000,89200000,9200000,19000000,0,700000,50900000,10200000,-41600000,12200000,-54400000,None,-24400000
2017-09-30,USD,None,5800000,-5600000,200000,-75400000,-105400000,-100000,47200000,30600000,-3200000,107800000,8700000,18400000,0,-29900000,26600000,64600000,4300000,5800000,13400000,2300000,-900000
2017-06-30,USD,None,66100000,-7700000,100000,51300000,46700000,-100000,2000000,23500000,-18500000,-57500000,-12900000,18300000,0,-4600000,-43800000,51200000,5400000,7800000,-114100000,2400000,-16100000
2017-03-31,USD,None,-93200000,-297700000,-292500000,314200000,306400000,-9200000,-800000,3600000,74100000,65400000,-800000,19300000,0,1400000,-31200000,165300000,2400000,5200000,165300000,1300000,75400000
2016-12-31,USD,None,-6600000,-7300000,-88700000,-265500000,-103900000,-8900000,-25700000,6100000,-55300000,55900000,20200000,13700000,0,4900000,48000000,13400000,37500000,29600000,-54300000,-2800000,-58100000
2016-09-30,USD,None,6600000,-6900000,700000,-98200000,-97900000,-100000,8700000,22700000,4800000,110000000,None,14900000,0,300000,39400000,67700000,9800000,4200000,7100000,400000,4800000
2016-06-30,USD,None,12800000,-92200000,100000,187400000,126600000,-100000,500000,61900000,-8700000,-50800000,500000,14400000,0,1300000,-17700000,60600000,-31200000,3000000,-92400000,2500000,-6200000
2016-03-31,USD,None,-59700000,-3900000,0,None,-3800000,5000000,None,4800000,43900000,51600000,-9200000,13200000,0,300000,-53000000,153000000,2500000,3900000,153000000,3100000,47000000
2015-12-31,USD,None,17800000,-5900000,100000,-70900000,-110800000,-1700000,-18000000,31400000,-15200000,101500000,33300000,13400000,0,14000000,47100000,-3900000,3100000,6200000,-44600000,-300000,-15500000
2015-09-30,USD,None,-25500000,-3200000,2700000,None,-70300000,200000,None,32600000,-12700000,60800000,4400000,13500000,0,6000000,54400000,40700000,100000,5800000,-18700000,-3300000,-16000000
2015-06-30,USD,None,52200000,-6900000,100000,280200000,43300000,900000,None,27700000,-5000000,-41000000,-3900000,14000000,0,25400000,-38900000,59400000,5700000,6900000,-97800000,1100000,-3900000
