fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,0,23883000,None,None,-23186000,-25741000,20473000,None,-25741000,None,3410000,None,-23883000,None,None,None,413000,413000,None,None,None,None,-2271000,None,-25741000,-25741000,None
2018-12-31,USD,0,7420000,None,None,-7365000,-6013000,5644000,None,-6013000,None,1776000,None,-7420000,None,None,None,289000,289000,None,None,None,None,1118000,None,-6013000,-6013000,None
