fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,1811247000,26839000,1776608000,34639000,11139000,8207000,None,None,10503000,None,10198000,3339000,7800000,16641000,636000,2296000,2766000,2130000,None,None,None,2296000,573000,None,8207000,8207000,None
2018-12-31,USD,1750213000,19591000,1729214000,20999000,3563000,2945000,0,0,3454000,0,8937000,2155000,1408000,10654000,109000,509000,2155000,2046000,0,0,0,509000,3346000,0,2945000,2945000,0
2017-12-31,USD,1322060000,23309000,1297249000,24811000,-3400000,-482000,0,0,-3427000,0,9707000,-4902000,1502000,13599000,27000,-2945000,1103000,1076000,-2000000,3000,0,-2945000,-6008000,0,-482000,-482000,0
2016-12-31,USD,1099540000,29515000,1063971000,35569000,5206000,2513000,0,0,6634000,0,10410000,-848000,6054000,18792000,2000,2691000,582000,580000,0,313000,0,2691000,-313000,0,3943000,2513000,0
2015-12-31,USD,1944279000,33656000,1912982000,31297000,-2032000,-1275000,0,0,-2045000,0,9939000,327000,-2359000,23717000,13000,-770000,314000,None,0,0,0,-770000,314000,0,-1275000,-1275000,0
