fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,261897000,219260000,150831000,261897000,39896000,24053000,None,None,31767000,8205000,27353000,-2741000,42637000,190811000,7561000,-491000,23215000,-8129000,None,1096000,None,6668000,862000,None,25099000,21598000,2455000
2018-12-31,USD,193317000,163577000,112233000,81084000,82463000,17203000,0,None,23463000,4462000,11431000,-202000,29740000,113541000,19087000,-29000,10729000,-8358000,None,1971000,None,-29000,2081000,None,23492000,23492000,None
2017-12-31,USD,302771000,270296000,222540000,80231000,85410000,21047000,0,None,30650000,4462000,10435000,9295000,32475000,223911000,17439000,725000,7077000,-10362000,-200000,758000,None,725000,8537000,None,29925000,29925000,None
2016-12-31,USD,258385000,231706000,184908000,258385000,25803000,28074000,0,None,43098000,14681000,41085000,-876000,26679000,188703000,13238000,343000,3228000,-13238000,None,1918000,None,15024000,27739000,None,28074000,28074000,None
2015-12-31,USD,252440000,225856000,192330000,252440000,25962000,19642000,0,None,31149000,11541000,35383000,-622000,26584000,188497000,13207000,-34000,-13436000,None,None,1976000,None,-34000,4524000,None,31183000,19642000,None
