fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-258473000,198000,1532730000,1791203000,-1609589000,-1614608000,-388000,-251000,10234000,-75280000,6598000,-888000,1670000,-758000,-3873000,None,4522000,-9138000,0,4522000,None,-75280000
2020-03-31,USD,-299952000,-6076000,1614251000,1914203000,-1544771000,-1553891000,-22000,-2880000,-94170000,69740000,9380000,-86000,4587000,-9098000,-22000,None,4536000,100589000,0,4536000,None,69740000
2019-12-31,USD,-698076000,853000,115524000,813600000,-116669000,-125787000,-22000,5014000,27410000,7507000,17770000,4890000,5963000,-9098000,-20000,None,1021000,-22367000,0,1021000,None,7507000
2019-09-30,USD,-2163661000,651000,-189937000,1973724000,166367000,157291000,-22000,988000,-7737000,-22555000,10091000,-78000,7358000,-9056000,-20000,None,787000,9110000,0,787000,None,-22555000
2019-06-30,USD,-771504000,-1481000,433302000,1204806000,-432588000,-447197000,-22000,1236000,-23525000,-2863000,11032000,220000,7199000,-14680000,71000,None,1657000,26962000,0,1657000,None,-2863000
2019-03-31,USD,-861081000,-1623000,-305385000,555696000,242498000,308547000,None,-2805000,17594000,10834000,7672000,-493000,5943000,-11686000,77735000,None,-779000,-12970000,0,-779000,None,10834000
2018-12-31,USD,-330846000,510000,357803000,688649000,-370622000,-380881000,None,104000,-26305000,-5486000,17592000,37000,7216000,-11627000,1368000,None,None,34665000,0,1469000,None,-5486000
2018-09-30,USD,-805240000,2246000,-352043000,453197000,339669000,349206000,None,1355000,-5501000,13503000,16340000,102000,8381000,-10971000,20508000,0,0,12562000,0,-1450000,None,13503000
2018-06-30,USD,-945536000,1029000,-167598000,777938000,169224000,154645000,23000,935000,-3608000,3477000,16430000,144000,8274000,-15730000,1128000,0,0,11297000,0,-706000,None,3477000
2018-03-31,USD,-872849000,-4541000,79197000,952046000,-83823000,-98979000,-23000,-3793000,-56383000,-6395000,13387000,-399000,7925000,-15592000,459000,0,0,66901000,0,-116000,None,-6395000
2017-12-31,USD,-172786000,1296000,-147680000,25106000,18079000,26470000,None,326000,7241000,-33180000,88030000,None,0,-59930000,61213000,0,0,69873000,0,None,None,None
2017-09-30,USD,-627244000,1165000,134526000,761770000,-218861000,-203361000,None,1518000,22868000,-46940000,21895000,266000,8829000,-14471000,29971000,0,0,-11590000,0,357000,None,-46940000
2017-06-30,USD,-668003000,2360000,336646000,1004649000,-328156000,-306235000,-14913000,1895000,-17928000,57533000,27122000,526000,8527000,-14913000,36834000,0,0,32699000,0,938000,None,57533000
2017-03-31,USD,-855166000,-5227000,-632833000,222333000,592753000,577888000,-14913000,-380000,5254000,-39019000,15926000,-380000,7411000,-14877000,12000,0,0,10945000,0,-2077000,None,-39019000
2016-12-31,USD,603000,-531000,-49820000,-50423000,27423000,-20947000,-175000,1995000,-41347000,17807000,88574000,None,0,-57870000,9675000,0,290000,128167000,0,None,None,None
2016-09-30,USD,-749998000,-1747000,-42380000,707618000,847221000,45523000,-787143000,122000,18813000,23848000,20705000,122000,7976000,-14469000,0,0,1253000,-4208000,0,-251000,None,23848000
2016-06-30,USD,-960697000,4363000,-286433000,674264000,254196000,239768000,18000,73000,12894000,-24271000,22394000,73000,6343000,-14446000,18000,0,1504000,-655000,0,-624000,None,-24271000
2016-03-31,USD,-484489000,-6257000,558661000,1043150000,-559299000,-573679000,None,None,-31618000,6197000,21215000,2051000,5328000,-14448000,68000,0,2128000,49583000,0,2128000,None,6197000
2015-12-31,USD,-385926000,1456000,-509263000,-123337000,475968000,401480000,1192000,-143000,18811000,3155000,111544000,None,0,-75087000,0,0,0,180263000,0,None,None,None
2015-09-30,USD,-98370000,1216000,146885000,245255000,-169516000,-189799000,None,None,-52630000,-7311000,35603000,4481000,-1797000,-20195000,-88000,0,0,83518000,0,815000,None,-7311000
2015-06-30,USD,290982000,1809000,-259023000,-550005000,259957000,240557000,None,None,6601000,5525000,23991000,-3143000,-2327000,-20214000,814000,0,0,22665000,0,-1614000,None,5525000
