fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,13562000,3328000,None,None,6469000,10234000,None,None,10234000,None,3328000,9797000,-3328000,None,-3765000,None,6134000,3765000,None,None,None,None,None,None,10234000,9476000,758000
2020-03-31,USD,-90927000,3243000,15832000,-90927000,-103311000,-94170000,None,None,-94170000,None,3243000,-100068000,-3243000,None,-9141000,None,24973000,9141000,None,None,None,None,None,None,-94170000,-94944000,774000
2019-12-31,USD,82000,3017000,21218000,82000,20373000,27410000,None,None,27410000,None,3017000,23308000,-2935000,None,-7037000,0,28255000,7037000,None,None,None,None,-488000,None,27410000,26636000,774000
2019-09-30,USD,-3539000,4198000,23982000,-3539000,-12429000,-7737000,None,None,-7737000,None,4198000,-8231000,-4198000,None,-4692000,0,28674000,4692000,None,None,None,None,None,None,-7737000,-8511000,774000
2019-06-30,USD,-20101000,3424000,26135000,-20101000,-30107000,-23525000,None,None,-23525000,None,3424000,-26683000,-3424000,None,-6582000,0,32717000,6582000,None,None,None,None,None,None,-23525000,-24299000,774000
2019-03-31,USD,250000,4376000,25915000,250000,9677000,17594000,None,None,17594000,None,4376000,13803000,-4126000,None,-7917000,0,33832000,7917000,None,None,None,None,None,None,17594000,17316000,278000
2018-12-31,USD,58286000,1658000,26550000,-58286000,-70568000,-26305000,0,0,-59944000,0,1658000,-68910000,-1658000,0,-10624000,None,None,None,0,0,0,-33639000,0,0,-26305000,-26458000,153000
2018-09-30,USD,8081000,3954000,3954000,8081000,-6211000,-5501000,0,0,4127000,0,3954000,-2257000,-3954000,0,-10338000,None,None,None,0,0,0,9628000,0,0,-5501000,-5652000,151000
2018-06-30,USD,6346000,3461000,3461000,6346000,-7977000,-3608000,0,0,2885000,0,3461000,-4516000,-3461000,0,-10862000,None,None,None,0,0,0,6493000,0,0,-3608000,-3757000,149000
2018-03-31,USD,33835000,4297000,4297000,-33835000,-52436000,-56383000,0,0,-38132000,0,4297000,-48139000,-4297000,0,-14304000,None,None,None,0,0,0,18251000,0,0,-56383000,-56520000,137000
2017-12-31,USD,40847000,30642000,4947000,75608000,-236560000,7241000,0,0,20948000,0,18570000,None,35900000,0,14952000,None,None,None,0,0,0,13707000,0,0,-129685000,7108000,None
2017-09-30,USD,42203000,4544000,4544000,0,8824000,22868000,0,0,23691000,0,4544000,13368000,-4544000,0,-14867000,None,None,None,0,0,0,823000,0,0,22868000,22785000,83000
2017-06-30,USD,15491000,4154000,4154000,0,-20124000,-17928000,0,0,-1191000,0,4154000,-15970000,-4154000,0,-18933000,None,None,None,0,0,0,16737000,0,0,-17928000,-17963000,35000
2017-03-31,USD,28581000,4925000,4925000,0,-6687000,5254000,0,0,13590000,0,4925000,-1762000,-4925000,0,-20277000,None,None,None,0,0,0,8336000,0,0,5254000,5254000,None
2016-12-31,USD,39580000,16777000,4119000,6796000,6914000,-60160000,0,0,-48316000,0,16777000,None,-51727000,0,8436000,None,None,None,0,0,0,22255000,-3979000,0,4310000,-60160000,None
2016-09-30,USD,46376000,4630000,4630000,0,16092000,18813000,0,0,34356000,0,4630000,20722000,-4630000,0,-18264000,None,None,None,0,0,0,15543000,0,0,18813000,18813000,None
2016-06-30,USD,17404000,7672000,4091000,0,-16619000,12894000,0,0,3029000,0,7672000,-8947000,-7672000,0,-19648000,None,None,None,0,0,0,-9865000,0,0,12894000,12894000,None
2016-03-31,USD,0,4335000,3937000,0,-54225000,-31618000,0,0,-32164000,0,4335000,-49890000,-4335000,0,-22061000,None,None,None,0,0,0,-546000,0,0,-31618000,-31618000,None
2015-12-31,USD,32881000,14787000,3974000,-16055000,0,18811000,0,0,23486000,0,14787000,None,28907000,0,5421000,None,None,None,0,0,0,4675000,0,0,-69403000,18811000,None
2015-09-30,USD,20768000,3245000,3450000,0,-72543000,-52630000,0,0,-37133000,0,3245000,-69298000,-3245000,0,-35410000,None,None,None,0,0,0,15497000,0,0,-52630000,-52630000,None
2015-06-30,USD,20768000,3831000,3945000,0,-21867000,6601000,0,0,12248000,0,3831000,-18036000,-3831000,0,-34115000,None,None,None,0,0,0,5647000,0,0,6601000,6601000,None
