fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,339880000,94828000,209576000,130304000,33889000,29144000,35855000,None,33889000,-16000,48174000,-1587000,35476000,5009000,None,4610000,None,None,None,5790000,None,4610000,-7377000,-151000,29279000,29144000,None
2020-03-31,USD,315456000,86423000,203225000,112231000,22298000,18063000,34770000,None,22298000,15000,45991000,-3510000,25808000,5006000,None,3900000,None,None,-320000,656000,None,3900000,-4166000,-320000,18398000,18063000,None
2019-12-31,USD,338268000,90093000,225973000,112295000,17359000,10264000,33828000,None,17359000,5000,49528000,-4843000,22202000,5319000,-2489000,6880000,None,None,-210000,1418000,None,6880000,-6261000,-210000,10479000,10264000,None
2019-09-30,USD,175127000,64101000,101636000,73491000,10751000,7621000,24546000,None,10751000,10000,36401000,1361000,9390000,3002000,-808000,3495000,None,None,375000,152000,None,3495000,1209000,375000,7256000,7621000,None
2019-06-30,USD,134810000,53121000,70684000,64126000,26550000,31686000,21840000,None,26550000,11000,27612000,15545000,11005000,1874000,-58000,3177000,None,None,8324000,1795000,None,3177000,13750000,8324000,23373000,31686000,None
2019-03-31,USD,140743000,53949000,75003000,65740000,12534000,15370000,21289000,None,12534000,8000,29014000,743000,11791000,1973000,-58000,-2853000,None,None,-9000,1673000,None,-2853000,-930000,-9000,15387000,15370000,None
2018-12-31,USD,154161000,55618000,78973000,75188000,20451000,19406000,20725000,0,20451000,4000,29241000,881000,19570000,1816000,-58000,None,None,None,-1264000,3836000,0,1229000,-5446000,188000,19222000,19406000,None
2018-09-30,USD,173082000,45677000,87543000,85539000,40263000,34779000,18451000,0,40263000,7000,25386000,401000,39862000,1437000,71000,None,None,None,0,403000,0,5106000,-885000,-371000,35157000,34779000,None
2018-06-30,USD,196032000,45217000,94797000,101235000,55533000,46361000,19195000,0,55533000,44000,24758000,-485000,56018000,1264000,0,None,None,None,0,0,0,9133000,-740000,5000,46400000,46361000,None
2018-03-31,USD,195617000,47542000,91972000,103645000,56129000,46479000,17637000,0,56129000,31000,28648000,26000,56103000,1257000,100000,None,None,None,0,0,0,9759000,-324000,140000,46370000,46479000,None
2017-12-31,USD,179214000,40113000,81039000,98175000,58621000,-29590000,16257000,0,58621000,1436000,22682000,559000,58062000,1174000,0,None,None,None,0,0,0,87628000,-2829000,-583000,-29007000,-29590000,None
2017-09-30,USD,176575000,40561000,84341000,92234000,51826000,83864000,14629000,0,51826000,-1386000,24692000,153000,51673000,1240000,0,None,None,None,0,0,0,-31968000,0,70000,83794000,83864000,None
2017-06-30,USD,165872000,39374000,78731000,87141000,47684000,46052000,14610000,0,47684000,462000,23790000,-83000,47767000,974000,0,None,None,None,0,0,0,1811000,0,179000,45873000,46052000,None
2017-03-31,USD,149351000,35563000,70520000,78831000,40060000,37535000,12503000,0,40060000,0,22098000,-3208000,43268000,962000,0,None,None,None,0,0,0,4619000,0,2094000,35441000,37535000,None
2016-12-31,USD,135343000,32972000,63825000,71518000,38627000,44281000,11121000,0,38627000,512000,20864000,81000,38546000,987000,-100000,None,None,None,0,0,0,-1809000,1219000,3845000,40436000,44281000,None
2016-09-30,USD,126552000,31762000,60429000,66123000,34306000,30361000,11293000,0,34306000,0,19421000,-55000,34361000,1048000,0,None,None,None,0,0,0,5268000,0,1323000,29038000,30361000,None
2016-06-30,USD,118765000,31717000,56719000,62046000,31165000,30531000,11266000,0,31165000,0,19377000,836000,30329000,1074000,0,None,None,None,0,0,0,3911000,0,3277000,27254000,30531000,None
2016-03-31,USD,103044000,29839000,49584000,53460000,23978000,22281000,10765000,0,23978000,0,18016000,357000,23621000,1058000,0,None,None,None,0,0,0,3758000,0,2061000,20220000,22281000,None
2015-12-31,USD,86891000,307957000,44207000,163833000,106854000,36265000,9437000,0,14512000,512000,24575000,None,16056000,4368000,-900000,None,None,None,0,198000,0,3022000,-545000,-241968000,83482000,11490000,None
2015-09-30,USD,130800000,43377000,77763000,53037000,8793000,16432000,11696000,0,8793000,0,16484000,-867000,9660000,1267000,0,None,None,None,0,13930000,0,-7639000,-1022000,0,16432000,16432000,None
2015-06-30,USD,108654000,0,52105000,-19466000,0,-253735000,9984000,0,29080000,0,25479000,None,28779000,0,0,None,None,None,0,0,0,6056000,-911000,0,0,23024000,None
