fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,65222000,24844000,51486000,13736000,-10087000,-18600000,10803000,None,-11576000,None,14041000,1021000,-11108000,None,1489000,7024000,47000,-1442000,None,None,None,7024000,98000,None,-18600000,-18600000,None
2020-03-31,USD,40467000,24132000,34129000,6338000,-17391000,-16797000,10558000,None,-18846000,None,13574000,403000,-17794000,None,1455000,-2049000,147000,-1308000,None,None,None,-2049000,151000,None,-16797000,-16797000,None
2019-12-31,USD,48658000,23390000,37322000,11336000,-7757000,-35429000,10597000,None,-13162000,None,12793000,4297000,-12054000,None,5405000,22267000,196000,-1206000,None,None,None,22267000,-156000,None,-35429000,-35429000,None
2019-09-30,USD,46084000,22972000,34108000,11976000,-10720000,-8780000,10466000,None,-10720000,None,12506000,276000,-10996000,None,1517000,-1940000,347000,-1170000,None,None,None,-1940000,308000,None,-8780000,-8780000,None
2019-06-30,USD,43411000,24366000,32873000,10538000,-14557000,-11366000,11151000,None,-14557000,None,13215000,-729000,-13828000,None,1490000,-3191000,310000,-1180000,None,None,None,-3191000,377000,None,-11366000,-11366000,None
2019-03-31,USD,52719000,24220000,40368000,12351000,-12948000,-10474000,11185000,None,-12948000,None,13035000,-1079000,-11869000,None,996000,-2474000,-1157000,-924000,None,None,None,-2474000,-242000,None,-10474000,-10474000,None
2018-12-31,USD,58018000,22814000,47481000,10537000,-12206000,-8568000,11342000,0,-12206000,0,11472000,71000,-12277000,0,-482000,None,None,None,-1777000,0,0,-3638000,71000,0,-8568000,-8568000,None
2018-09-30,USD,56386000,27141000,38849000,17537000,-9026000,-3732000,14180000,0,-9026000,0,12961000,578000,-9604000,0,-274000,None,None,None,0,0,0,-5294000,578000,0,-3732000,-3732000,None
2018-06-30,USD,87822000,24920000,53959000,33863000,10330000,8034000,12645000,0,10330000,0,12275000,1387000,8943000,0,-279000,None,None,None,0,0,0,2296000,1387000,0,8034000,8034000,None
2018-03-31,USD,65239000,23666000,39403000,25836000,1124000,2120000,11736000,0,1124000,0,11930000,-1046000,2170000,0,-71000,None,None,None,0,0,0,-996000,-1046000,0,2120000,2120000,None
2017-12-31,USD,79855000,21834000,47701000,32154000,9419000,5716000,10670000,0,9419000,0,11164000,-901000,10320000,0,66000,None,None,None,0,0,0,3703000,-2425000,0,5716000,5716000,None
2017-09-30,USD,88879000,21321000,49507000,39372000,17510000,19375000,9190000,0,17510000,0,12131000,-541000,18051000,0,248000,None,None,None,0,0,0,-1865000,0,0,19375000,19375000,None
2017-06-30,USD,117371000,19017000,64089000,53282000,34154000,29071000,8073000,0,34154000,0,10944000,-111000,34265000,0,245000,None,None,None,0,0,0,5083000,0,0,29071000,29071000,None
2017-03-31,USD,96224000,17157000,54752000,41472000,23443000,19789000,7432000,0,23443000,0,9725000,-872000,24315000,0,299000,None,None,None,0,0,0,3654000,0,0,19789000,19789000,None
2016-12-31,USD,84900000,16394000,52662000,32238000,14153000,14225000,7208000,0,15466000,0,9186000,-1691000,15844000,0,404000,None,None,None,0,0,0,1241000,1334000,0,14225000,14225000,None
2016-09-30,USD,70137000,16401000,46976000,23161000,6866000,17736000,8362000,0,6404000,0,8039000,106000,6760000,0,462000,None,None,None,0,0,0,-11332000,-3686000,0,17736000,17736000,None
2016-06-30,USD,55254000,15330000,37952000,17302000,1105000,603000,7814000,0,655000,0,7516000,-867000,1972000,0,450000,None,None,None,0,0,0,52000,335000,0,603000,603000,None
2016-03-31,USD,50422000,15809000,36169000,14253000,-1121000,-1330000,8396000,0,-1522000,0,7413000,435000,-1556000,0,401000,None,None,None,0,0,0,-192000,0,0,-1330000,-1330000,None
2015-12-31,USD,52952000,12864000,37334000,15618000,1737000,2679000,5960000,0,2513000,0,6904000,-1017000,2754000,0,242000,None,None,None,0,0,0,-166000,-2281000,0,2679000,2679000,None
2015-09-30,USD,57085000,11931000,39032000,18053000,3457000,2700000,5386000,0,3106000,0,6545000,-2665000,6122000,0,351000,None,None,None,0,0,0,406000,0,0,2700000,2700000,None
2015-06-30,USD,49632000,10842000,32901000,16731000,6524000,6089000,4701000,0,6224000,0,6141000,635000,5889000,0,300000,None,None,None,0,0,0,135000,0,0,6089000,6089000,None
