fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,29807000,18973000,-11257000,18550000,-508000,-517000,8266000,None,-509000,None,18973000,-85000,-423000,None,1000,8000,21000,20000,None,None,None,8000,-1309000,None,-517000,-1653000,None
2020-03-31,USD,39659000,46597000,20002000,19657000,-26971000,-26992000,9336000,None,-26952000,None,57552000,-31000,-26940000,None,-19000,40000,93000,112000,None,None,None,40000,-24010000,None,-26992000,-26992000,None
2019-12-31,USD,41987000,23760000,20923000,21064000,-2462000,-2582000,11285000,None,-2487000,None,23760000,234000,-2696000,None,25000,95000,92000,67000,None,None,None,95000,131000,None,-2582000,-2582000,None
2019-09-30,USD,40722000,23098000,20505000,20217000,-2875000,-2918000,10778000,None,-2877000,None,23098000,6000,-2881000,None,2000,41000,114000,112000,None,None,None,41000,-179000,None,-2918000,-2918000,None
2019-06-30,USD,38389000,21558000,18375000,20014000,-1549000,-1575000,10064000,None,-1550000,None,10603000,-5000,-1544000,891000,1000,25000,80000,79000,None,None,None,25000,-316000,None,-1575000,-1575000,None
2019-03-31,USD,36618000,-150578500,17023000,19595000,-3553000,-3589000,10518000,None,-3554000,None,10408000,207000,-3760000,1234500,1000,35000,104000,102000,-226000,1183000,None,35000,-133000,None,-3589000,-3589000,None
2018-12-31,USD,36014000,22525000,17367000,18647000,-3863000,-4048000,10059000,None,-3866000,None,11140000,15000,-3878000,1326000,3000,182000,None,None,None,None,None,182000,-46000,None,-4048000,-4048000,None
2018-09-30,USD,34203000,21553000,16454000,17749000,-3735000,-3791000,10151000,None,-3738000,None,10017000,69000,-3804000,1350000,3000,None,None,None,None,35000,None,53000,-417000,None,-3791000,-3791000,None
2018-06-30,USD,34007000,19539500,16118000,17889000,-1782000,-1736000,7089000,None,-1785000,None,11199000,-143000,-1639000,1160500,3000,None,None,None,None,91000,None,-49000,-677000,None,-1736000,-1736000,None
2018-03-31,USD,32056000,-133998000,15307000,16749000,-2018000,-210000,7229000,0,-2021000,0,10013000,229000,-2247000,1197000,3000,None,None,None,0,557000,0,-1811000,-331000,0,-210000,-210000,None
2017-12-31,USD,31310000,19241000,15682000,15628000,-3554000,-1934000,7269000,0,-3557000,0,10392000,59000,-3613000,1052000,3000,None,None,None,0,528000,0,-1623000,-472000,0,-1934000,-1934000,None
2017-09-30,USD,30129000,18571000,14759000,15370000,-3141000,-3248000,6812000,0,-3143000,0,9768000,60000,-3201000,1165000,2000,None,None,None,0,826000,0,105000,0,0,-3248000,-3248000,None
2017-06-30,USD,33865000,19689000,17195000,16670000,-2878000,-2958000,6626000,0,-2880000,0,11930000,141000,-3019000,1096000,2000,None,None,None,0,37000,0,78000,0,0,-2958000,-2958000,None
2017-03-31,USD,30601000,20887000,15127000,15474000,-5300000,-5287000,8400000,0,-5304000,0,11260000,-57000,-5243000,979000,4000,None,None,None,0,248000,0,489000,-1462000,0,-5793000,-5287000,None
2016-12-31,USD,33448000,17870000,17207000,16241000,-1605000,-1737000,6847000,0,-1608000,0,8678000,24000,-1629000,951000,3000,None,None,None,0,1394000,0,-129000,0,0,-1479000,-1737000,None
2016-09-30,USD,32676000,18051000,16797000,15879000,-2314000,-2400000,6944000,0,-2318000,0,10253000,28000,-2342000,937000,4000,None,None,None,0,-85000,0,-82000,0,0,-2236000,-2400000,None
2016-06-30,USD,30953000,18385000,14762000,16191000,-2251000,-2297000,6855000,0,-2255000,0,10507000,-57000,-2194000,934000,4000,None,None,None,0,89000,0,-42000,0,0,-2213000,-2297000,None
2016-03-31,USD,31924000,19226000,14316000,17608000,-1424000,-1537000,6667000,0,-1432000,0,11268000,554000,-1978000,697000,8000,None,None,None,0,594000,0,-93000,-177000,0,-1339000,-1537000,None
2015-12-31,USD,31307000,18187000,14799000,16508000,-1721000,-1673000,6969000,0,-1729000,0,10135000,-42000,-1679000,890000,8000,None,None,None,0,193000,0,56000,0,0,-1785000,-1673000,None
2015-09-30,USD,29644000,17970000,12053000,17591000,-384000,-370000,6784000,0,-389000,0,10517000,-5000,-379000,859000,5000,None,None,None,0,-190000,0,19000,0,0,-408000,-370000,None
2015-06-30,USD,27491000,16676000,11092000,16399000,-201000,-185000,6268000,0,-209000,0,9638000,76000,-277000,816000,8000,None,None,None,0,-46000,0,24000,0,0,-233000,-185000,None
