fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,919948000,1235851000,None,919948000,-315903000,-247429000,None,None,-315903000,None,21832000,None,-315903000,1235851000,248701000,-68474000,None,-248701000,None,None,None,-68474000,None,None,-247429000,-253379000,5950000
2020-03-31,USD,-323703000,-593878000,None,-323703000,270175000,242947000,None,None,270175000,None,22155000,None,270175000,-593878000,408192000,27228000,-400219000,-408192000,None,None,None,27228000,None,None,242947000,236336000,6611000
2019-12-31,USD,1131247000,833008000,635900000,1131247000,298239000,220150000,None,None,280827000,None,21620000,None,298239000,833008000,409549000,60677000,-399514000,-409549000,None,None,None,60677000,-12036000,None,220150000,220150000,None
2019-09-30,USD,643497000,592391000,331209000,643497000,51106000,37360000,None,None,51005000,None,20170000,None,51106000,592391000,510635000,13645000,-500285000,-510635000,None,None,None,13645000,-10353000,None,37360000,37360000,None
2019-06-30,USD,707392000,683198000,307773000,707392000,24194000,18590000,None,None,23196000,None,20874000,None,24194000,683198000,261540000,4606000,-251103000,-261540000,None,None,None,4606000,-11125000,None,18590000,18590000,None
2019-03-31,USD,1000720000,1040183000,224414000,1000720000,-39463000,-30010000,None,None,-39463000,None,20219000,None,-39463000,1040183000,147141000,-9453000,-776790000,-147141000,None,None,None,-9453000,-10835000,None,-30010000,-30010000,None
2018-12-31,USD,-432005000,-517201000,242811000,-432005000,85196000,53823000,0,0,66216000,0,0,None,85196000,-517201000,-11206000,None,None,None,0,0,0,12393000,-11206000,0,53823000,53823000,None
2018-09-30,USD,1208111000,986065000,560107000,1208111000,222046000,169328000,0,0,207673000,0,0,None,222046000,986065000,-10060000,None,None,None,0,0,0,38345000,-10060000,0,169328000,169328000,None
2018-06-30,USD,686218000,571231000,630388000,686218000,114987000,93903000,0,0,114242000,0,0,None,114987000,571231000,-9892000,None,None,None,0,0,0,20339000,-9892000,0,93903000,93903000,None
2018-03-31,USD,119779000,-58739000,767251000,119779000,178518000,140962000,0,0,177611000,0,0,None,178518000,-58739000,-8962000,None,None,None,0,0,0,36649000,-8962000,0,140962000,140962000,None
2017-12-31,USD,1239270000,1131532000,1120142000,1239270000,107738000,36803000,0,0,107738000,0,0,None,107738000,1131532000,9554000,None,None,None,0,0,0,70935000,-63054000,0,36803000,36803000,None
2017-09-30,USD,905953000,819164000,807233000,905953000,86789000,56957000,0,0,86789000,0,0,None,86789000,819164000,11134000,None,None,None,0,0,0,29832000,0,0,56957000,56957000,None
2017-06-30,USD,819128000,778861000,765757000,819128000,40267000,26946000,0,0,40267000,0,0,None,40267000,778861000,12985000,None,None,None,0,0,0,13321000,0,0,26946000,26946000,None
2017-03-31,USD,927301000,845824000,833809000,927301000,81477000,53939000,0,0,81477000,0,0,None,81477000,845824000,11261000,None,None,None,0,0,0,27538000,0,0,53939000,53939000,None
2016-12-31,USD,622816000,435225000,423416000,622816000,187591000,120796000,0,0,187591000,0,0,None,187591000,435225000,7658000,None,None,None,0,0,0,66795000,-36588000,0,120796000,120796000,None
2016-09-30,USD,630060000,641038000,632472000,630060000,-10978000,-7420000,0,0,-10978000,0,0,None,-10978000,641038000,9613000,None,None,None,0,0,0,-3558000,0,0,-7420000,-7420000,None
2016-06-30,USD,551097000,527065000,516107000,549802000,22737000,14708000,0,0,22737000,0,0,None,22737000,527065000,11383000,None,None,None,0,0,0,8029000,0,0,14708000,14708000,None
2016-03-31,USD,420918000,486707000,475784000,417604000,-69103000,-44841000,0,0,-69103000,0,0,None,-69103000,486707000,13362000,None,None,None,0,0,0,-24262000,0,0,-44841000,-44841000,None
2015-12-31,USD,541883000,488925000,478074000,541883000,52958000,33776000,0,0,52958000,0,0,None,52958000,488925000,9114000,None,None,None,0,0,0,19182000,-43429000,0,33776000,33776000,None
2015-09-30,USD,126965000,-21753000,-302825000,126965000,148718000,97306000,0,0,148718000,0,0,None,148718000,-21753000,13539000,None,None,None,0,0,0,51412000,0,0,97306000,97306000,None
2015-06-30,USD,441094000,314477000,302825000,441094000,126617000,82845000,0,0,126617000,0,0,None,126617000,314477000,9342000,None,None,None,0,0,0,43772000,0,0,82845000,82845000,None
