fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,135215000,120858000,70007000,65208000,17002000,16081000,32575000,None,15948000,None,18276000,None,14357000,None,None,-133000,1625000,1625000,None,None,None,-133000,-34000,None,16081000,16081000,None
2020-03-31,USD,125626000,112810000,66344000,59282000,15486000,15644000,32095000,None,15066000,None,14371000,None,12816000,None,None,-578000,2293000,2293000,None,None,None,-578000,-43000,None,15644000,15644000,None
2019-12-31,USD,128673000,122559000,67999000,60674000,9399000,12782000,40122000,None,8623000,None,14438000,None,6114000,None,None,-4159000,2473000,2473000,None,None,None,-4159000,36000,None,12782000,12782000,None
2019-09-30,USD,119591000,109618000,60512000,59079000,12917000,15105000,28649000,None,12463000,None,20457000,None,9973000,None,None,-2642000,2592000,2592000,None,None,None,-2642000,-102000,None,15105000,15105000,None
2019-06-30,USD,111183000,118971000,60096000,51087000,-4701000,-2025000,28976000,None,-4941000,None,29899000,None,-7788000,None,None,-2916000,2902000,2902000,None,None,None,-2916000,-55000,None,-2025000,-2025000,None
2019-03-31,USD,105216000,102114000,55374000,49842000,6345000,6977000,30953000,None,5496000,None,15787000,None,3102000,None,None,-1481000,2446000,2446000,None,None,None,-1481000,-52000,None,6977000,6977000,None
2018-12-31,USD,107133000,95505000,54122000,53011000,11628000,9088000,28925000,0,13780000,0,12458000,None,11628000,0,0,None,None,None,0,0,0,4692000,2152000,0,9088000,9088000,None
2018-09-30,USD,94814000,86811000,49981000,44833000,8003000,8151000,24696000,0,10014000,0,12134000,None,8003000,0,0,None,None,None,0,0,0,1863000,2011000,0,8151000,8151000,None
2018-06-30,USD,65003000,77122000,39798000,25205000,-12119000,-3245000,24340000,0,-10819000,0,12984000,None,-12119000,0,0,None,None,None,0,0,0,-7574000,1300000,0,-3245000,-3245000,None
2018-03-31,USD,72941000,87603000,48870000,24071000,-14662000,-9078000,24445000,0,-13379000,0,14288000,None,-14662000,0,0,None,None,None,0,0,0,-4301000,1283000,0,-9078000,-9078000,None
2017-12-31,USD,86603000,338514000,43408000,121698000,-15217000,20009000,24430000,0,5991000,0,35073000,None,4943000,0,-11000,None,None,None,0,0,0,26355000,2328000,0,-6372000,20009000,None
2017-09-30,USD,104998000,93600000,55596000,20760000,118705000,18499000,27135000,0,9871000,0,37240000,None,8902000,0,0,None,None,None,0,0,0,1883000,143000,0,111634000,18499000,None
2017-06-30,USD,78898000,-168740000,50552000,-30918000,-96363000,4664000,22734000,0,-36135000,0,32102000,None,-36554000,0,0,None,None,None,0,0,0,-5090000,419000,0,-102463000,4664000,None
2017-03-31,USD,114667000,84786000,55490000,56300000,29881000,35709000,17728000,0,30288000,0,26419000,None,29881000,0,0,None,None,None,0,0,0,-5421000,407000,0,35709000,35709000,None
2016-12-31,USD,142427000,360797000,71466000,68329000,80605000,64494000,19528000,0,41620000,0,26960000,None,41369000,0,-11000,None,None,None,0,0,0,-19078000,251000,0,96689000,64494000,None
2016-09-30,USD,135304000,0,69288000,63300000,17194000,34888000,18915000,0,37010000,0,26456000,None,36844000,0,0,None,None,None,0,0,0,2122000,166000,0,17291000,34888000,None
2016-06-30,USD,116192000,0,60086000,89358000,19816000,17597000,21839000,0,19816000,0,30488000,None,23464000,0,0,None,None,None,0,0,0,2219000,-3411000,0,17597000,17597000,None
2016-03-31,USD,84489000,0,47417000,0,0,14598000,15414000,0,16175000,0,19468000,None,15938000,0,0,None,None,None,0,0,0,1577000,0,0,0,14598000,None
2015-12-31,USD,68547000,197119000,35648000,93706000,41937000,22637000,12318000,0,13789000,0,17382000,None,14105000,0,-135000,None,None,None,0,0,0,-4069000,-2132000,0,40520000,22637000,None
2015-09-30,USD,65419000,0,39001000,0,0,8839000,9604000,0,12193000,0,12609000,None,12601000,0,0,None,None,None,0,0,0,3354000,0,0,0,8839000,None
2015-06-30,USD,57846000,0,36397000,0,0,4707000,8820000,0,7423000,0,11752000,None,8653000,0,0,None,None,None,0,0,0,2716000,0,0,0,4707000,None
