fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-9360000,61284000,-9360000,53000,-49000,-20187000,-9136000,-2704000,-204616000,-106171000,-76624000,None,64937000,-10645000,None,None,9455000,-10414000,0,None,None,None
2020-03-31,USD,-15615000,1440000,-15615000,147000,-8287000,-27500000,-1239000,-13864000,-84201000,-31242000,11873000,None,66281000,-17974000,None,None,9738000,25759000,20365000,None,None,None
2019-12-31,USD,12067000,-33547000,-6017000,19390000,-10357000,-28330000,-413000,13593000,-35619000,-6922000,27425000,34050000,66408000,-17973000,0,None,12424000,-3867000,37474000,None,None,-6922000
2019-09-30,USD,-423000,5185000,30617000,71245000,-65257000,-83450000,-91000,139000,-39086000,4680000,57513000,19662000,67787000,-17977000,-125000,None,11670000,2852000,40205000,None,None,4680000
2019-06-30,USD,-35719000,278000,-35719000,7840000,1063000,-24036000,5000,-1516000,-21352000,5737000,65492000,8105000,67630000,-25301000,197000,None,-1419000,11944000,43559000,None,None,5737000
2019-03-31,USD,-499000,19645000,-242074000,-203593000,196234000,170195000,23000,-10670000,-46622000,-45100000,26779000,-16816000,67178000,-24959000,-1103000,None,-29314000,3394000,37982000,None,None,-45100000
2018-12-31,USD,51000,-20973000,-90208000,-47660000,26605000,18781000,16160000,7509000,-66048000,-27119000,44308000,59485000,65922000,-25112000,1128000,None,22077000,5922000,42599000,None,None,-27119000
2018-09-30,USD,-275000,11047000,-50722000,-3465000,-62508000,-73388000,-60000,-13523000,-34261000,-85847000,38263000,-7727000,65211000,-24496000,13676000,0,-1845000,3993000,46982000,None,None,-85847000
2018-06-30,USD,-30000,1548000,-135032000,-81264000,215257000,190439000,34000,10583000,-23351000,137735000,82328000,29488000,64134000,-24664000,-188000,0,-3290000,10509000,53738000,None,None,137735000
2018-03-31,USD,-742000,9712000,-53672000,11076000,4598000,-20018000,19000,-18564000,-32649000,-57029000,16661000,-20220000,63191000,-23173000,-1462000,0,-11389000,-3373000,64006000,None,None,-57029000
2017-12-31,USD,-984000,-5316000,-63881000,3217000,-50036000,-163902000,-14648000,-7912000,-67008000,-20401000,207382000,None,244958000,-101592000,0,0,2037000,26433000,0,None,None,None
2017-09-30,USD,-333000,-712000,-54174000,177000,-2012000,-17380000,-106000,-1527000,-28726000,-28283000,43271000,11183000,59859000,-26449000,11081000,0,0,1667000,54018000,None,None,-28283000
2017-06-30,USD,-150000,-4112000,38971000,92413000,-25429000,-51606000,6000,2857000,10428000,83005000,95640000,70929000,60344000,-24903000,-1280000,0,0,-41949000,53292000,None,None,83005000
2017-03-31,USD,-725000,23876000,8388000,65878000,-44344000,-68469000,88000,-7273000,-31937000,-20541000,39540000,-20432000,64584000,-24219000,6000,0,0,3449000,56765000,None,None,-20541000
2016-12-31,USD,-2321000,1670000,-21858000,1842000,-71537000,-34150000,-20289000,9185000,-46285000,123715000,175055000,None,241606000,-91465000,0,0,-880000,-60269000,0,None,None,None
2016-09-30,USD,-123000,26751000,42959000,238000,-35456000,-179226000,88000,-13544000,619000,-14727000,177958000,None,0,-69328000,0,0,0,14505000,0,None,None,None
2016-06-30,USD,63000,15553000,59264000,164000,-102263000,-119136000,5000,-17353000,30753000,26633000,106770000,None,0,-45432000,0,0,0,-24610000,0,None,None,None
2016-03-31,USD,None,17527000,-43347000,3000,None,10422000,None,None,-9989000,None,44724000,None,0,-22676000,0,0,0,None,0,None,None,None
2015-12-31,USD,-2321000,-1373000,-780316000,7317000,727483000,644604000,-50175000,12750000,270939000,67865000,208955000,None,208268000,-91282000,110870000,0,5325000,-315391000,0,None,None,None
2015-09-30,USD,-138000,2889000,-119728000,-77380000,45742000,-29376000,None,None,-19511000,-96092000,53012000,1648000,58692000,-23368000,-51750000,0,0,9294000,42210000,None,None,-96092000
2015-06-30,USD,-61000,4070000,-358584000,-314619000,258507000,234997000,2000,None,-14757000,-73654000,49933000,38799000,52548000,-23346000,-166000,0,0,-30727000,43904000,None,None,-73654000
