fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,23974000,None,None,None,None,1849000,None,None,2207000,None,9424000,None,None,1042000,2166000,358000,23797000,21631000,None,None,None,358000,None,None,1849000,1849000,None
2020-03-31,USD,23402000,None,None,None,None,2124000,None,None,2451000,None,9666000,None,None,933000,5043000,327000,26023000,20980000,None,None,None,327000,None,None,2124000,2124000,None
2019-12-31,USD,23246000,13382000,None,22459000,None,7140000,None,None,9077000,None,9737000,None,9077000,1461000,5965000,1937000,26532000,20567000,None,None,None,1937000,None,None,7140000,7140000,None
2019-09-30,USD,22753000,12870000,None,22340000,None,8186000,None,None,9663000,None,9173000,None,9470000,1176000,6536000,2094000,26520000,19984000,617000,None,None,2094000,193000,617000,7569000,8186000,None
2019-06-30,USD,22830000,13079000,None,22132000,None,29152000,None,None,8878000,None,9628000,None,9053000,1392000,6709000,1869000,26598000,19889000,22143000,None,None,1869000,-175000,22143000,7009000,29152000,None
2019-03-31,USD,22760000,13560000,None,21946000,None,5377000,None,None,8151000,None,10397000,None,8386000,1245000,5773000,1711000,26197000,20424000,-1063000,None,None,1711000,-235000,-1063000,6440000,5377000,None
2018-12-31,USD,20730000,12051000,6062000,20730000,0,8830000,0,0,8522000,0,10984000,None,8679000,1067000,2760000,None,None,None,482000,0,0,1039000,-157000,1347000,7483000,8830000,None
2018-09-30,USD,24784000,16079000,6801000,24784000,0,6513000,0,0,8189000,0,14510000,None,8705000,1569000,5956000,None,None,None,0,0,0,1676000,-516000,1347000,6513000,6513000,None
2018-06-30,USD,27518000,16843000,5159000,27518000,0,8151000,0,0,10157000,0,15251000,None,10675000,1592000,5332000,None,None,None,0,0,0,2006000,-518000,1347000,8151000,8151000,None
2018-03-31,USD,24728000,16520000,5237000,24728000,0,5038000,0,0,6336000,0,14219000,None,10509000,1278000,4465000,None,None,None,0,0,0,1298000,-1872000,1347000,5038000,5038000,None
2017-12-31,USD,71793000,33035000,4310000,71793000,4896000,-7778000,0,0,3801000,0,15326000,None,9069000,7919000,11069000,None,None,None,0,304000,0,19138000,-3001000,1030000,-5511000,-7778000,None
2017-09-30,USD,0,16798000,4382000,0,5258000,4052000,0,0,5942000,0,12314000,None,11132000,-1424000,227000,None,None,None,0,608000,0,1890000,0,0,6116000,4052000,None
2017-06-30,USD,0,0,5813000,0,-16047000,4329000,0,0,6173000,0,12673000,None,10821000,-2011000,625000,None,None,None,0,-912000,0,1844000,0,0,-8591000,4329000,None
2017-03-31,USD,0,0,3842000,0,5893000,3230000,0,0,4732000,0,13100000,None,9376000,1104000,3208000,None,None,None,0,304000,0,1502000,0,0,3230000,3230000,None
2016-12-31,USD,61884000,46320000,5237000,61884000,21723000,1609000,0,0,2725000,0,12958000,None,8542000,10435000,8568000,None,None,None,0,5793000,0,1116000,-3779000,5831000,19297000,1609000,None
2016-09-30,USD,0,0,3404000,0,-31158000,3708000,0,0,5597000,0,12156000,None,10737000,-4797000,34000,None,None,None,0,-4261000,0,1889000,0,0,-16880000,3708000,None
2016-06-30,USD,0,0,3684000,0,9435000,5147000,0,0,8369000,0,12418000,None,11009000,1445000,275000,None,None,None,0,1210000,0,3222000,0,0,5147000,5147000,None
2016-03-31,USD,0,0,3000000,0,0,2931000,0,0,4653000,0,12341000,None,10578000,0,2632000,None,None,None,0,0,0,1722000,0,0,0,2931000,None
2015-12-31,USD,45408000,35394000,9915000,45408000,0,-3545000,0,0,-4214000,0,11176000,None,609000,4092000,2292000,None,None,None,0,9154000,0,-669000,-10539000,5831000,-1319000,-3545000,None
2015-09-30,USD,0,0,703000,0,0,2226000,0,0,3689000,0,5521000,None,5839000,0,2631000,None,None,None,0,0,0,1463000,0,0,0,2226000,None
2015-06-30,USD,0,0,1096000,0,0,2902000,0,0,4592000,0,5484000,None,5817000,0,0,None,None,None,0,0,0,1690000,0,0,0,2902000,None
