fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-4000,-511000,-4000,None,2933000,2807000,-126000,118000,-2689000,565000,-2244000,None,368000,None,None,None,None,256000,4000,None,None,None
2020-03-31,USD,-4000,509000,-4000,None,185000,185000,-126000,-2000,-3187000,-1884000,-2064000,None,367000,None,None,None,None,230000,4000,None,None,None
2019-12-31,USD,-295000,-52000,-295000,280000,1287000,1287000,-126000,-231000,-2711000,-1416000,-2411000,None,294000,None,4500000,None,None,381000,295000,None,None,None
2019-09-30,USD,-157000,129000,-157000,3000,487000,487000,-126000,78000,-3221000,-2045000,-2372000,None,257000,None,4500000,None,-26000,394000,237000,None,None,None
2019-06-30,USD,94000,66000,94000,-77000,-9000,-9000,0,-104000,-3089000,-2673000,-2759000,0,251000,0,4500000,0,-2000,119000,106000,0,0,0
2019-03-31,USD,-3000,-8000,-3000,-77000,-9000,4500000,0,-56000,-3133000,1879000,-2618000,0,10000,0,4500000,0,-75000,505000,3000,0,0,0
2018-12-31,USD,277000,580000,3000,3000,-9000,4500000,0,-338000,-3186000,-2049000,-2046000,0,150000,0,6000000,0,60000,688000,3000,0,0,0
2018-09-30,USD,277000,73000,-1078000,1000,-9000,263000,263000,36000,-2151000,-2599000,-1783000,0,146000,0,0,0,-67000,180000,7000,0,0,0
2018-06-30,USD,0,-7137.13,-392.87,-65.48,0,163695.59,8610.39,-7169.87,-63186.50,92815.40,-70749.23,0,3830.48,0,0,0,-2291.74,5205.52,327.39,0,0,0
2018-03-31,USD,110318.09,12009.75,82832.93,102.94,0,25289.09,25289.09,-995.09,-8063.69,39289.02,-68798.68,None,4186.25,0,0,0,1818.62,-77754.52,137.25,None,None,None
2017-12-31,USD,3215000,267000,5000,6000,1304000,13275000,3275000,271000,-6580000,7116000,-6285000,None,682000,None,None,None,322000,-1180000,1000,None,None,None
2017-09-30,USD,3215000,78000,-3000,-3000,None,4788000,-5100000,1014000,-1954000,4208000,-578000,None,106000,None,None,None,29000,145000,4000,None,None,None
2017-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2017-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-12-31,USD,3215000,1240000,-28000,-5000,4807000,7254000,7254000,-8000,-15492000,-1237000,-8427000,None,845000,None,None,None,-57000,4888000,23000,None,None,None
2016-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
