fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,26692000,857000,22459000,None,-86000,252103000,250451000,6869000,-90478000,206765000,-67797000,68000,2779000,None,1652000,-1453000,1686000,20430000,4233000,None,None,206765000
2020-03-31,USD,112590000,-16976000,108135000,112590000,-80000,5385000,-80000,-23970000,-40256000,8162000,-105358000,-67969000,2600000,None,5465000,-2447000,-4404000,19690000,4455000,None,None,8162000
2019-12-31,USD,-177949000,3698000,-184773000,103611000,-113000,277606000,-113000,-4230000,-102350000,-778000,-93611000,-12733000,1540000,None,277719000,-1482000,-2906000,17716000,6824000,None,None,-778000
2019-09-30,USD,82419000,2054000,80381000,281560000,-113000,3337000,250537000,-4045000,-106173000,-1871000,-85589000,-663000,1329000,None,3337000,-1190000,2180000,19054000,2038000,None,None,-1871000
2019-06-30,USD,65751000,15233000,64480000,199141000,-113000,3808000,None,10304000,-109871000,-19863000,-88151000,-10878000,1149000,None,3808000,-2331000,-4079000,18547000,1271000,None,None,-19863000
2019-03-31,USD,133390000,-10036000,131352000,133390000,-113000,4860000,None,-9399000,-93078000,32941000,-103271000,-17680000,874000,None,4860000,-1459000,-72000,18108000,2038000,None,None,32941000
2018-12-31,USD,-11752000,17502000,-12805000,-266839000,None,1016000,-391000,16459000,-91794000,-85976000,-74187000,-18730000,614000,None,1016000,-6000,-2113000,18227000,1053000,None,None,-85976000
2018-09-30,USD,5911000,10316000,2771000,None,None,7223000,None,-1326000,-94664000,-53845000,-63839000,-3369000,548000,None,7223000,-863000,13010000,24193000,3140000,None,None,-53845000
2018-06-30,USD,-94898000,71000,-96259000,None,None,9508000,-203000,9703000,-68745000,-154146000,-67395000,-16010000,854000,None,9508000,-863000,-16410000,16435000,1361000,None,None,-154146000
2018-03-31,USD,-166100000,-24754000,-167532000,0,None,528277000,-188000,-15147000,-90825000,261745000,-99000000,738000,1319000,0,528277000,-863000,-1259000,14522000,1432000,None,None,261745000
2017-12-31,USD,43128000,922000,41848000,0,None,2589000,638000,-4807000,-88285000,-30017000,-74454000,-1762000,1618000,0,2589000,-869000,4146000,12681000,1280000,372000,None,-30017000
2017-09-30,USD,68436000,-11995000,66417000,0,None,5322000,-193000,-1823000,-77137000,-5976000,-77715000,-2211000,1545000,0,5322000,0,3240000,12207000,2019000,-124000,None,-5976000
2017-06-30,USD,-274690000,1161000,-275725000,0,None,273153000,104000,7315000,-83082000,-61561000,-58989000,156000,1504000,0,273153000,0,2682000,12187000,1035000,9085000,None,-61561000
2017-03-31,USD,109845000,-9807000,109552000,0,None,4046000,-100000,-4226000,-66166000,39524000,-74074000,-4226000,1754000,0,4046000,0,0,10774000,293000,-6403000,None,39524000
2016-12-31,USD,-76296000,-8787000,-77518000,0,None,3993000,-230000,15780000,-56486000,-124748000,-51223000,-1051000,1961000,0,3993000,-869000,3614000,9840000,1222000,3300000,None,-124748000
2016-09-30,USD,-59318000,1421000,-62744000,0,None,163228000,None,18000,-62834000,51454000,-49030000,18000,1640000,0,163228000,0,314000,12143000,3426000,-1418000,None,51454000
2016-06-30,USD,38474000,202654000,35740000,0,None,1449000,None,1101000,-55953000,195013000,157824000,1101000,1508000,0,1449000,0,1732000,10996000,2734000,-2482000,None,195013000
2016-03-31,USD,-12295000,-9087000,-14828000,0,None,1108000,None,-1417000,-23198000,-32729000,-19009000,-1417000,1372000,0,1108000,0,4214000,9107000,2533000,4214000,None,-32729000
2015-12-31,USD,23144000,178000,20958000,0,None,1287000,-207000,12630000,-40622000,-8284000,-30529000,-1195000,1253000,0,1080000,-869000,-1733000,9386000,2186000,471000,None,-8284000
2015-09-30,USD,33456000,1805000,30157000,0,None,2173000,None,None,-40256000,7515000,-24815000,-582000,1159000,0,2173000,0,0,9373000,3299000,3686000,None,7515000
2015-06-30,USD,43088000,22302000,32206000,0,None,1091000,-207000,None,-31897000,37277000,3980000,6304000,927000,0,1298000,0,0,8177000,10882000,-1833000,None,37277000
