fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,35415000,21134000,18659000,16756000,-3047000,-3414000,None,None,-3047000,None,16997000,1331000,-4378000,4137000,None,367000,None,None,None,None,None,367000,1331000,None,-3414000,-3414000,None
2020-03-31,USD,40343000,24111000,20992000,19351000,-3408000,-1621000,None,None,-3408000,None,19016000,1352000,-4760000,5095000,None,-1787000,None,None,None,None,None,-1787000,1357000,None,-1621000,-1621000,None
2019-12-31,USD,46802000,25743000,23473000,23329000,-1368000,-1096000,None,None,-1368000,None,19678000,1046000,-2414000,5949000,None,-272000,None,None,None,116000,None,-272000,924000,None,-1096000,-1096000,None
2019-09-30,USD,43057000,28860000,21171000,21886000,-5813000,-4005000,None,None,-5813000,None,19504000,1161000,-6974000,7763000,None,-1808000,None,None,None,1593000,None,-1808000,-1794000,None,-4005000,-4005000,None
2019-06-30,USD,47115000,415000,23845000,23270000,23988000,16528000,None,None,23988000,None,19828000,1133000,22855000,-19413000,None,7095000,None,None,None,None,None,7460000,27069000,None,16528000,16528000,None
2019-03-31,USD,46589000,28333000,22184000,24405000,-3099000,-2135000,None,None,-3099000,None,21124000,829000,-3928000,7209000,None,-143000,None,None,None,None,None,-964000,897000,None,-2135000,-2135000,None
2018-12-31,USD,52613000,63478000,7081000,45532000,-16696000,-19637000,0,0,-16696000,0,21929000,1250000,-17946000,24606000,0,16000,None,None,-80000,16943000,0,2941000,320000,0,-19637000,-19637000,None
2018-09-30,USD,49052000,23887000,26467000,22585000,-440000,-1036000,0,0,-440000,0,21174000,862000,-1302000,2713000,0,None,None,None,0,0,0,596000,-68000,0,-1036000,-1036000,None
2018-06-30,USD,51169000,24242000,28294000,22875000,-476000,-534000,0,0,-476000,0,21529000,891000,-1367000,2735000,0,None,None,None,0,-22000,0,58000,913000,0,-534000,-534000,None
2018-03-31,USD,49453000,27345000,28325000,21128000,-5329000,-4014000,0,0,-5329000,0,24672000,888000,-6217000,2673000,0,None,None,None,0,0,0,-1315000,888000,0,-4014000,-4014000,None
2017-12-31,USD,64077000,29436000,35091000,28986000,6295000,12816000,0,0,6295000,0,23545000,6745000,-450000,2775000,0,None,None,None,0,3116000,0,-6521000,10610000,0,12816000,12816000,None
2017-09-30,USD,60559000,32500000,33108000,27451000,2590000,2580000,0,0,2590000,0,29693000,7639000,-5049000,2807000,0,None,None,None,0,-10184000,0,10000,0,0,2580000,2580000,None
2017-06-30,USD,63089000,27779000,35729000,27360000,-512000,-805000,0,0,-512000,0,24853000,-93000,-419000,2926000,0,None,None,None,0,1976000,0,293000,0,0,-805000,-805000,None
2017-03-31,USD,60901000,30809000,34227000,26674000,-4472000,-4430000,0,0,-4472000,0,27875000,-337000,-4135000,2706000,0,None,None,None,0,228000,0,-42000,0,0,-4430000,-4430000,None
2016-12-31,USD,66095000,52488000,37742000,28353000,-22442000,-18874000,0,0,-22442000,65000,26592000,1693000,-24135000,3214000,0,None,None,None,0,22682000,0,-3633000,-20502000,0,-18809000,-18874000,None
2016-09-30,USD,64780000,28339000,36930000,27850000,-375000,-497000,0,0,-375000,45000,25626000,114000,-489000,2713000,0,None,None,None,0,-90728000,0,77000,-294000,0,-452000,-497000,None
2016-06-30,USD,66626000,27608000,36359000,30267000,3067000,693000,0,0,3067000,-19000,24774000,408000,2659000,2834000,0,None,None,None,0,22682000,0,2393000,329000,0,674000,693000,None
2016-03-31,USD,62483000,29875000,34389000,28094000,-1702000,-632000,0,0,-1702000,39000,27017000,79000,-1781000,2858000,0,None,None,None,0,0,0,-1109000,79000,0,-593000,-632000,None
2015-12-31,USD,73088000,42231000,40409000,32679000,-9821000,-13657000,0,0,-9821000,-196000,39169000,-269000,-9552000,3062000,0,None,None,None,0,22682000,0,4031000,-416000,-1000,-13852000,-13657000,None
2015-09-30,USD,66908000,32182000,37828000,29080000,-4155000,-3956000,0,0,-4155000,-63000,29041000,-1053000,-3102000,3141000,0,None,None,None,0,0,0,-188000,-1211000,-52000,-3967000,-3956000,None
2015-06-30,USD,66676000,28353000,38858000,27818000,-377000,-592000,0,0,-377000,-100000,25105000,158000,-535000,3248000,0,None,None,None,0,0,0,317000,463000,2000,-694000,-592000,None
