fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-726000,3467000,-726000,None,5398000,4756000,-168973,3150000,3199000,884000,-3146000,None,887000,-400000,-73000,-7702000,-6882000,-6345000,726000,None,83000,967000
2020-03-31,USD,-2671000,-1506000,-2671000,-2074000,612000,-526000,-524027,-1719000,1277000,-2404000,793000,None,897000,-400000,-214000,3027000,-1716000,-484000,597000,None,-146000,-2550000
2019-12-31,USD,-557479,-351060,-557479,None,-4684708,-5781113,-700449,681208,976608,1095639,7434231,None,855722,-395956,-1687780,-163139,4755438,6457623,557479,None,28201,1123840
2019-09-30,USD,-364000,-2807000,-364000,None,-1330000,-2209000,-475000,1829000,1059000,3811000,6384000,None,855000,-404000,-1254000,478000,4718000,5325000,364000,None,-37000,3774000
2019-06-30,USD,-321000,4177000,-321000,None,-2018000,-3121000,-699000,2928000,2671000,-1875000,1567000,None,615000,-404000,-779000,1005000,-10126000,-1104000,321000,None,1000,-1874000
2019-03-31,USD,-438000,-2544000,-438000,None,990000,505000,-80000,-903000,807000,-616000,-683000,None,1107000,-405000,-80000,770000,-132000,-1490000,438000,None,5000,-611000
2018-12-31,USD,None,1337894,-978914,-379921,-6811900,-7561953,-14075,103700,591350,430402,8971269,None,826200,-370829,-365149,-223151,5710988,8379919,598993,None,-42629,387773
2018-09-30,USD,None,-6272000,-433000,0,2643000,1760000,-512000,188000,807000,2078000,751000,None,843000,-371000,649000,1246000,3605000,-56000,433000,None,49000,2127000
2018-06-30,USD,None,5513000,-922000,0,3152000,2583000,-197000,1299000,2436000,989000,-672000,None,779000,-372000,628000,-829000,-10009000,-3108000,922000,None,-160000,829000
2018-03-31,USD,None,-3645000,-897000,269000,-2417000,-2833000,-45000,-2370000,764000,-8305000,-4575000,None,781000,-371000,186000,-1774000,1501000,-5339000,897000,None,32000,-8273000
2017-12-31,USD,None,3513000,-4745308,-4000114,1459195,1024468,-63530,-138260,-654521,2286036,6006876,None,2894860,-371428,231,-1846765,-5230159,6661397,745194,None,31463,2317499
2017-09-30,USD,None,1049000,-801000,0,-977000,-1355000,-28000,259000,1201000,1307000,3463000,None,0,-371000,21000,1382000,0,2262000,801000,None,40000,1347000
2017-06-30,USD,None,1732000,-1096000,0,2574000,2181000,-501000,2401000,2847000,-522000,-1607000,None,0,-334000,442000,2347000,0,-4454000,1096000,None,21000,-501000
2017-03-31,USD,None,-3862000,-7737000,-7233000,11436000,11059000,-231000,-566000,659000,270000,-3052000,None,0,-332000,186000,502000,0,-3711000,504000,None,-6000,264000
2016-12-31,USD,None,712000,-490104,-281,-6769795,-7105173,-7065,416751,545998,-323066,7272211,None,2421746,-332757,4444,-1483785,500000,6726214,489823,None,-38056,-361120
2016-09-30,USD,None,1244000,-568000,420000,-1115000,-2466000,-1019000,None,1473000,4173000,7207000,None,0,-332000,1139000,1392000,0,5734000,568000,None,12000,4185000
2016-06-30,USD,None,5849000,-322000,-19000,5125000,4219000,-551000,None,3267000,630000,-3267000,None,0,-333000,-22000,3010000,0,-6534000,303000,None,-17000,613000
2016-03-31,USD,None,None,-7430000,-6981000,9783000,8823000,-130000,None,565000,-962000,-2355000,None,0,-335000,-495000,0,1748000,-2920000,449000,None,10000,-952000
2015-12-31,USD,None,-1065428,-514629,-109897,-2638189,-3349951,-1707065,-2396968,440525,-2095842,1768738,None,2052853,-303848,-407914,-2599728,-16948,1328214,404732,None,-98929,-2194769
2015-09-30,USD,None,None,-529000,-44000,-1629000,-1627000,None,None,1207000,2738000,4894000,None,0,-300000,302000,0,0,3687000,485000,None,-58000,2680000
2015-06-30,USD,None,1159000,-296000,-3000,2629000,2684000,None,None,2710000,86000,-2302000,None,0,-299000,354000,0,0,-5012000,293000,None,58000,143000
