fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,7787594,24911419,13495629,7787594,-17110785,-20178091,1656420,None,-20178091,None,23076161,13040,-17123825,178838,3067306,None,19411,-3047895,None,None,None,None,-6371,None,-20178091,-20178091,None
2020-03-31,USD,10199744,26969530,16829226,10199744,-16528139,-19245230,1528738,None,-19245230,None,25261954,241647,-16769786,178838,2717091,None,248068,-2469023,None,None,None,None,-6421,None,-19245230,-19245230,None
2019-12-31,USD,12037049,19863858,11691603,12037049,-7830141,-10561031,464823,None,-10561031,None,19187801,-3332,-7826809,211234,2730890,None,181682,-2549208,None,None,None,None,-185014,None,-10561031,-10561031,None
2019-09-30,USD,7222503,16272931,7916220,7222503,-8789055,-11438459,491404,None,-11438459,None,15570292,261373,-9050428,211235,2649404,None,281896,-2367508,None,None,None,None,-20523,None,-11438459,-11438459,None
2019-06-30,USD,6560942,17899616,10491236,6560942,-11139294,-13211872,516986,None,-13211872,None,17171396,199380,-11338674,211234,2072578,None,209808,-1862770,None,None,None,None,-10428,None,-13211872,-13211872,None
2019-03-31,USD,3528589,16737005,9405180,3528589,-11527448,-13067955,870635,None,-13067955,None,15655135,1680968,-13208416,211235,1540507,None,-1413110,-1413108,None,None,None,None,1553569,None,-13067955,-13067955,None
2018-12-31,USD,4056424,20604084,11142116,4056424,-16600019,-18037987,-144920,0,-18037987,0,32780518,-52359,-16547660,-12031514,1437968,None,None,None,0,0,0,0,-1490327,0,-18037987,-18037987,None
2018-09-30,USD,4230310,18021710,9164109,4230310,-13733010,-15135485,1317234,0,-15135485,0,16493241,58390,-13791400,211235,1402475,None,None,None,0,0,0,0,-1344085,0,-15135485,-15135485,None
2018-06-30,USD,4656550,18073931,9645662,4656550,-13388643,-14747831,1472100,0,-14747831,0,16390597,28738,-13417381,211234,1359188,None,None,None,0,0,0,0,-1330450,0,-14747831,-14747831,None
2018-03-31,USD,4042006,20574509,12242748,4042006,-16498990,-17822142,1281706,0,-17822142,0,6838820,33513,-16532503,12453983,1323152,None,None,None,0,0,0,0,-1289639,0,-17822142,-17822142,None
2017-12-31,USD,12002877,22546242,11350000,12002877,-11740937,-12982802,1864382,0,-12982802,0,7025747,-1197572,-10543365,12810724,1241865,None,None,None,0,845389,0,0,-2721486,0,-12982802,-12982802,None
2017-09-30,USD,4729411,19157171,10729000,4729411,-14419746,-15202715,1814069,0,-15202715,0,5778158,8014,-14427760,11564944,782969,None,None,None,0,30434004,0,0,-5330,0,-15202715,-15202715,None
2017-06-30,USD,3399401,11801269,4130000,3399401,-8394010,-9036495,1358409,0,-9036495,0,6035820,7858,-8401868,4407040,642485,None,None,None,0,-7608501,0,0,386381,0,-9036495,-9036495,None
2017-03-31,USD,2628871,8565874,1498000,2628871,-5918435,-6536963,1192727,0,-6536963,0,5756860,18568,-5937003,1616287,618528,None,None,None,0,845389,0,0,-453933,0,-6536963,-6536963,None
2016-12-31,USD,3327544,7271681,1897000,3327544,-3930950,-4559108,583374,0,-4559108,0,4673979,13187,-3944137,2014328,628158,None,None,None,0,845389,0,0,-2753102,0,-4559108,-4559108,None
2016-09-30,USD,2937863,6674735,1618000,2937863,-3725267,-4331239,1677263,0,-4331239,0,3261701,11605,-3736872,1735771,605972,None,None,None,0,0,0,0,1731059,0,-4331239,-4331239,None
2016-06-30,USD,2271744,7762594,1228000,2271744,-5474337,-6012335,3399889,0,-6012335,0,3018464,16513,-5490850,1344241,537998,None,None,None,0,0,0,0,-1162713,0,-6012335,-6012335,None
2016-03-31,USD,2123886,6282422,1148000,2123886,-4145028,-4612469,2027712,0,-4612469,0,2988289,13508,-4158536,1266421,467441,None,None,None,0,0,0,0,0,0,-4612469,-4612469,None
2015-12-31,USD,2512181,6642848,1385000,2512181,-4118716,-4582653,1996809,0,-4582653,0,3143304,11951,-4130667,1502735,463937,None,None,None,0,845389,0,0,-2456123,0,-4582653,-4582653,None
2015-09-30,USD,1852413,6516611,995000,1852413,-4653096,-5102424,2111505,0,-5102424,0,3292324,11102,-4664198,1112782,449328,None,None,None,0,0,0,0,0,0,-5102424,-5102424,None
2015-06-30,USD,1309933,4826538,668000,1309933,-4225907,-4679318,1505909,0,-4679318,0,2534314,-709302,-3516605,786315,453411,None,None,None,0,0,0,0,0,0,-4679318,-4679318,None
