fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-05-31,USD,176000000,-97000000,80000000,222000000,None,-901000000,2000000,-66000000,1100000000,363000000,1184000000,-85000000,188000000,None,-903000000,None,10000000,68000000,96000000,10000000,-7000000,356000000
2020-02-29,USD,46000000,81000000,-48000000,46000000,-6000000,-1233000000,2000000,-295000000,955000000,44000000,1325000000,-176000000,188000000,None,-1229000000,None,145000000,132000000,94000000,145000000,-6000000,38000000
2019-11-30,USD,-73427000,429231000,-168409000,-887000,-6000000,-765660000,11008000,-122466000,851861000,442330000,1376399000,-241097000,295612000,None,-777294000,None,-173776000,214568000,94095000,-173776000,-1156000,441174000
2019-08-31,USD,-75706000,24740000,-165330000,13209000,2593000,-624371000,-626000,-211357000,792763000,132937000,922638000,-147437000,150549000,None,-626964000,None,-99733000,201756000,89624000,-99733000,-6800000,126137000
2019-05-31,USD,155565000,130330000,10073000,88915000,-288000,-772101000,-376706000,101400000,632593000,347300000,1109328000,-35097000,145610000,None,-771813000,None,21139000,214753000,145492000,21139000,-3236000,344064000
2019-02-28,USD,33167000,111644000,-131918000,-99817000,-2931000,-783912000,-352575000,-126926000,674241000,97618000,1013448000,-107423000,144898000,None,-780981000,None,64544000,125544000,65268000,64544000,-1547000,96071000
2018-11-30,USD,1605026000,386364000,-3138878000,-4681341000,2247767000,1924731000,-626000,52336000,678240000,-106154000,1107993000,12598000,106720000,None,-323036000,None,-200985000,125056000,62563000,-200985000,1785000,-104369000
2018-08-31,USD,161651000,-19681000,-1520334000,-1618427000,-317000,-671661000,None,-31739000,666291000,-1236691000,955304000,16789000,86890000,0,-671344000,0,58321000,146694000,63558000,58321000,-4151000,-1240842000
2018-05-31,USD,127609000,114915000,67679000,-14614000,-511000,-717365000,-17152000,76438000,663167000,326720000,976406000,-41659000,76360000,0,-716854000,0,-13717000,177340000,45316000,-13717000,-5715000,321005000
2018-02-28,USD,1380000,541036000,-93762000,0,-304000,-541273000,-305353000,-130423000,583076000,354566000,989601000,-64953000,76522000,0,-540969000,0,154398000,-300478000,95142000,154398000,6343000,360909000
2017-11-30,USD,58050000,344291000,20366000,0,-632000,-319509000,-240126000,179144000,501549000,534077000,833220000,-3784000,81234000,0,-318877000,0,-187173000,123564000,37684000,-213634000,-2555000,531522000
2017-08-31,USD,17424000,178195000,-36814000,0,-416000,-218299000,-22735000,85955000,419569000,449323000,704436000,17059000,82319000,0,-217883000,0,26461000,113108000,54238000,-105814000,8277000,457600000
2017-05-31,USD,-32250000,107458000,-87547000,0,-644000,-314432000,-14831000,25523000,374390000,242848000,644827000,25523000,81635000,0,-313788000,0,132275000,107796000,55297000,-51975000,5206000,248054000
2017-02-28,USD,151647000,-80096000,-338882000,-459626000,-268000,-331495000,-183014000,-10758000,398446000,59993000,730370000,-10758000,80809000,0,-331227000,0,184250000,157719000,30903000,184250000,-2412000,57581000
2016-11-30,USD,-94465000,233219000,-143098000,0,-22000,-300469000,5836000,-5428000,399613000,252034000,695601000,21165000,81860000,0,-306283000,0,-160416000,63127000,48633000,-103383000,-8391000,243643000
2016-08-31,USD,-251375000,134950000,-306588000,0,-65000,-324957000,3980000,16694000,270788000,-113660000,517885000,20674000,84014000,0,-328872000,0,0,73114000,55213000,-65655000,-5047000,-118707000
2016-05-31,USD,-149319000,160642000,-251505000,-48427000,-21000,-180888000,50430000,-18212000,244074000,56322000,488715000,32219000,84461000,0,-231297000,0,8622000,32971000,53759000,-65652000,-639000,55683000
2016-02-29,USD,-212642000,22739000,-258842000,0,None,-284392000,14859000,None,254307000,-45707000,497527000,-69977000,81200000,0,-299251000,0,74274000,134984000,46200000,74274000,-157000,-45864000
2015-11-30,USD,-279090000,170084000,-285987000,57779000,-989280000,-115150000,999088000,-30265000,222705000,53378000,454515000,26559000,86359000,0,-124958000,0,-79502000,28206000,64676000,-79398000,-6110000,47268000
2015-08-31,USD,-396082000,120976000,-465091000,-20025000,-957000,-18710000,13606000,None,174465000,-123313000,360488000,61180000,87550000,0,-31359000,0,0,7688000,48984000,-91371000,-3542000,-126855000
2015-05-31,USD,2458000,157646000,-38909000,-5637000,-153000,-186102000,11140000,None,147493000,246473000,471484000,-3395000,85929000,0,-197089000,0,91267000,54602000,35730000,29209000,-3210000,243263000
