fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2019-12-31,USD,-3843977000,139337000,-3843977000,110886000,2253809000,2466568000,-4272000,-21965000,587121000,15063000,1392472000,-104287000,739501000,-69984000,287015000,None,None,30800000,3954863000,None,None,15063000
2018-12-31,USD,-3384820000,65880000,-3384820000,391372000,2189720000,2145435000,-7548000,-23048000,510835000,14716000,1254101000,-49644000,614691000,-41563000,4826000,None,None,112339000,3776192000,None,None,14716000
2017-12-31,USD,-2143951000,56268000,-2143951000,779489000,1130235000,1101640000,-6926000,-57791000,756152000,17402000,1059713000,-108622000,537806000,-30933000,9264000,0,0,-181891000,2923440000,None,None,17402000
2016-12-31,USD,-2005516000,53883000,-2005516000,988040000,1129990000,1103565000,-5890000,-9764000,374925000,118127000,1020078000,321811000,483624000,-20555000,20000,0,0,160760000,2993556000,None,None,118127000
2015-12-31,USD,None,32243000,-2152801000,-1555631000,1208509000,1186862000,-5302000,27971000,253391000,-126144000,839795000,257553000,428267000,-16405000,60000,0,0,121732000,597170000,None,None,-126144000
