fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-230236000,31602000,-230236000,-154900000,203112000,184526000,-198000,-145762000,147625000,188609000,234319000,-169436000,204253000,-20889000,2501000,None,None,20275000,75336000,None,None,188609000
2020-03-31,USD,-672327000,-47858000,-672327000,-109519000,880859000,853624000,-8413000,-136269000,137151000,415320000,234023000,-86870000,199423000,-20847000,2025000,None,None,32177000,562808000,None,None,415320000
2019-12-31,USD,-283772000,88181000,-283772000,412486000,-129890000,-135506000,-183000,76619000,164935000,1638000,420916000,6154000,198223000,-18486000,13053000,None,None,-36577000,696258000,None,None,1638000
2019-09-30,USD,-1223179000,-34062000,-1223179000,-551364000,954459000,956192000,-502000,-56360000,155787000,48321000,315308000,-2466000,192866000,-18361000,20596000,None,None,3183000,671815000,None,None,48321000
2019-06-30,USD,-1442544000,64429000,-1442544000,2500000,1045436000,1037405000,59703000,30775000,128305000,-10140000,394999000,-18498000,180401000,-18716000,10685000,None,None,40362000,1445044000,None,None,-10140000
2019-03-31,USD,-894482000,20789000,-894482000,247264000,383804000,608477000,-3587000,-72999000,138094000,-24756000,261249000,-89477000,168011000,-14421000,242681000,None,None,23832000,1141746000,None,None,-24756000
2018-12-31,USD,None,65770000,-997119000,152305000,697378000,687201000,-407000,39370000,138399000,74079000,383997000,-10164000,162023000,-10408000,638000,None,None,27969000,1149424000,None,None,74079000
2018-09-30,USD,None,-23627000,-484012000,238817000,180098000,169760000,52378000,-38842000,146574000,-32139000,282113000,-14108000,157902000,-10398000,60000,0,0,15372000,722829000,None,None,-32139000
2018-06-30,USD,None,48650000,-1422449000,250000,1099457000,1090559000,29819000,26942000,115211000,9434000,341324000,-8810000,150610000,-10398000,1500000,0,0,35663000,1422699000,None,None,9434000
2018-03-31,USD,None,-24913000,-481240000,68943000,212787000,197915000,-7141000,-50518000,110651000,-36658000,246667000,-16562000,144156000,-10359000,2628000,0,0,33335000,481240000,None,None,-36658000
2017-12-31,USD,None,5436000,-2143951000,5508000,961325000,1101640000,161984000,-57790000,471102000,17402000,1059713000,None,581985000,-30933000,9264000,0,0,-181891000,2149459000,None,None,None
2017-09-30,USD,None,-39894000,-228988000,162512000,-31185000,-38376000,123898000,-30805000,99188000,-13691000,253673000,105391000,134512000,-7741000,550000,0,0,53664000,391500000,None,None,-13691000
2017-06-30,USD,None,64485000,-427158000,336444000,240095000,232811000,-348000,-875000,100925000,83952000,278299000,38261000,132927000,-7736000,800000,0,0,42626000,763602000,None,None,83952000
2017-03-31,USD,None,-27302000,-752427000,96840000,425821000,413719000,-5252000,-24048000,84937000,-119044000,219664000,60889000,132901000,-7714000,864000,0,0,53176000,849267000,None,None,-119044000
2016-12-31,USD,None,7900000,-2005516000,119949000,974056000,1103565000,150044000,-9745000,96988000,118127000,1020078000,None,581985000,-20555000,20000,0,0,163374000,2125465000,None,None,None
2016-09-30,USD,None,22848000,-408803000,1397270000,211324000,206182000,95223000,-26672000,93276000,54088000,256709000,66604000,121332000,-5142000,0,0,0,45925000,1806073000,None,None,54088000
2016-06-30,USD,None,34541000,-665417000,-428604000,403468000,398313000,-13000,-7079000,91803000,9920000,277024000,84724000,119524000,-5142000,0,0,0,38235000,236813000,None,None,9920000
2016-03-31,USD,None,-23687000,-520364000,-319456000,309763000,298757000,-5877000,9446000,92858000,6139000,227746000,102304000,115736000,-5129000,0,0,0,33393000,200908000,None,None,6139000
2015-12-31,USD,None,15608000,-2152801000,155577000,1055136000,1186862000,148071000,27971000,80899000,-126144000,839795000,None,581985000,-16405000,60000,0,0,114558000,2308378000,None,None,None
2015-09-30,USD,None,-5373000,-518535000,-398315000,294867000,290763000,92534000,None,77042000,-43267000,184505000,74302000,109465000,-4104000,40000,0,0,6111000,120220000,None,None,-43267000
2015-06-30,USD,None,14557000,-546454000,-346536000,310799000,306735000,68993000,None,76118000,-47167000,192552000,77237000,106083000,-4104000,40000,0,0,-5325000,199918000,None,None,-47167000
