fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-17901000,-14521000,-17901000,1029000,18984000,9681000,-9303000,-9631000,-12064000,10814000,19034000,None,44442000,0,0,-43963000,None,36416000,34768000,None,None,None
2020-03-31,USD,-63226000,-3462000,-63226000,4735000,12174000,-9399000,-20150000,14299000,-55154000,-23146000,49479000,None,34649000,0,-1423000,-20755000,None,63827000,67257000,None,None,None
2019-12-31,USD,-50713000,18619000,-50713000,3029000,49219000,40267000,-6430000,-1576000,9635000,142970000,153416000,None,54477000,0,-2522000,84509000,2417000,43131000,54637000,None,None,None
2019-09-30,USD,-21979000,17227000,-21979000,1529000,-26946000,-47523000,-18836000,2446000,-30245000,20464000,89966000,None,63940000,0,-1741000,-5084000,-3496000,60299000,22754000,None,None,None
2019-06-30,USD,-57731000,-11869000,-57731000,1452000,999000,-8738000,-9737000,6037000,22991000,-20135000,46334000,None,64473000,0,0,-66875000,-8596000,12820000,57874000,None,None,None
2019-03-31,USD,-118287000,-10875000,-118287000,8978000,214000,-21869000,-22083000,-906000,-2235000,-116746000,32394000,None,36389000,0,0,-2552000,-7989000,2625000,127265000,None,None,None
2018-12-31,USD,None,7940000,-55044000,2135000,33822000,25936000,-7886000,-1882000,-4770000,92807000,117089000,None,40997000,None,-15725000,-6751000,46796000,34359000,56732000,None,None,None
2018-09-30,USD,None,32358000,-11862000,1538000,7315000,-11396000,-18711000,26645000,4478000,36120000,69690000,None,42595000,None,None,18102000,-58520000,3767000,39981000,None,None,None
2018-06-30,USD,None,4549000,-46649000,1779000,-10527000,-17537000,-4777000,13873000,-31231000,-39067000,36499000,None,45256000,None,None,-41455000,-21819000,67078000,52180000,None,None,None
2018-03-31,USD,None,-13699000,-61367000,2463000,18055000,-17857000,-22420000,16054000,6901000,-85420000,-4765000,None,24238000,None,None,-8469000,-32399000,2354000,63882000,None,None,None
2017-12-31,USD,11230000,6555000,-188335000,7395000,167354000,70194000,-58832000,43720000,4288000,110627000,237105000,None,150112000,-1664000,39000,-22102000,-9476000,57429000,198550000,None,None,None
2017-09-30,USD,None,13048000,-32924000,6049000,299797000,405295000,-10843000,6102000,-3010000,303241000,98614000,None,52980000,None,39000,-28279000,-19475000,26109000,142223000,None,None,None
2017-06-30,USD,None,-4468000,-44399000,3864000,6292000,118963000,-20056000,29504000,5114000,-11387000,50899000,None,38304000,None,39000,-8945000,-8191000,9248000,106053000,None,None,None
2017-03-31,USD,None,-28522000,-56992000,1321000,154817000,140178000,-13409000,12020000,4991000,72753000,-8469000,None,17469000,None,39000,4892000,-20864000,1365000,58535000,None,None,None
2016-12-31,USD,11094000,39054000,-122014000,9876000,-125166000,-181682000,-52124000,-13582000,11831000,-40326000,255401000,None,126839000,-1664000,380000,-45978000,-30996000,177364000,134105000,None,None,None
2016-09-30,USD,None,None,-26788000,9129000,None,-27433000,1889000,-3664000,6593000,-31105000,35091000,None,40306000,None,None,-38461000,-33424000,None,92930000,None,None,None
2016-06-30,USD,None,None,-28000000,3817000,None,4313000,2000000,-15000000,-18000000,-56000000,9762000,None,28000000,None,None,-25000000,-15000000,None,60034000,None,None,None
2016-03-31,USD,None,None,-28000000,2129000,None,43339000,2000000,-2000000,1600000,25000000,6387000,None,13000000,None,None,2670000,-29000000,None,29919000,None,None,None
2015-12-31,USD,4009000,-9871000,-125051000,119000,136624000,92413000,-45150000,30026000,-5593000,85099000,153914000,None,104401000,-1664000,1259000,-29429000,1590000,57952000,97752000,None,None,None
2015-09-30,USD,None,None,None,None,None,194307000,None,None,16049000,None,55932000,None,None,None,None,None,None,None,77440000,None,None,None
2015-06-30,USD,None,None,None,None,None,116556000,None,None,None,None,47489000,None,None,None,None,None,7426000,None,69899000,None,None,None
