fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,794715000,-467233000,276804000,-276804000,197835000,161915000,64090000,None,181079000,None,253178000,7406000,190429000,-784334000,17249000,18671000,9502000,-7747000,None,-167000,None,18671000,-1773000,None,162408000,161915000,None
2020-03-31,USD,764302000,-420912000,268582000,-268582000,154643000,123146000,71224000,None,138060000,None,251147000,2313000,152330000,-753868000,17205000,14292000,7043000,-10162000,None,10585000,None,14292000,-14769000,None,123768000,123146000,None
2019-12-31,USD,772123000,-393072000,257750000,-257750000,146407000,119100000,68898000,None,129440000,None,290169000,11085000,135322000,-762413000,16675000,10632000,11402000,-5273000,None,10274000,None,10632000,-21609000,None,118808000,119100000,None
2019-09-30,USD,709912000,-390227000,246938000,-246938000,149057000,137890000,64887000,None,138318000,None,245474000,5768000,143289000,-700288000,12127000,-960000,7908000,-4219000,None,-300000,None,-960000,-671000,None,139278000,137890000,None
2019-06-30,USD,705074000,-377975000,242193000,-242193000,141614000,113915000,61439000,None,133168000,None,255222000,5832000,135782000,-695426000,8446000,19253000,6410000,-2036000,None,790000,None,19253000,-1892000,None,113915000,113915000,None
2019-03-31,USD,706508000,-375268000,240743000,-240743000,143671000,107130000,66141000,None,131555000,None,249111000,9146000,134525000,-696909000,12116000,24425000,8635000,-3481000,None,6389000,None,24425000,-6329000,None,107130000,107130000,None
2018-12-31,USD,713363000,-1032939000,243927000,-912651000,127655000,94015000,60342000,0,113073000,0,267362000,7367000,120288000,-1373795000,14582000,None,None,None,-3100000,13152000,0,19058000,6459000,0,94015000,94015000,None
2018-09-30,USD,669628000,-355783000,239246000,-239246000,125336000,107583000,61049000,0,110770000,0,245234000,8799000,116537000,-661334000,14566000,None,None,None,0,-732000,0,3187000,-7916000,0,107583000,107583000,None
2018-06-30,USD,662759000,-292604000,235487000,-235487000,60757000,43061000,59709000,0,51553000,0,301886000,3640000,57117000,-654465000,9204000,None,None,None,0,266000,0,8492000,-56330000,0,43061000,43061000,None
2018-03-31,USD,668724000,365342000,234825000,433899000,72543000,53714000,65065000,0,67693000,0,276938000,3986000,68557000,8431000,4850000,None,None,None,0,14908000,0,13979000,-31815000,0,53714000,53714000,None
2017-12-31,USD,663452000,405612000,229937000,433515000,32863000,19107000,59673000,0,28013000,0,286529000,4960000,27903000,7829000,4850000,None,None,None,0,51581000,0,8906000,-60354000,0,19107000,19107000,None
2017-09-30,USD,621399000,310054000,225468000,395931000,90875000,60512000,57226000,0,86129000,0,244743000,4998000,85877000,7753000,4746000,None,None,None,0,332000,0,25617000,0,0,60512000,60512000,None
2017-06-30,USD,608908000,307047000,214650000,394258000,92055000,57772000,53373000,0,87409000,0,242950000,4844000,87211000,7753000,4646000,None,None,None,0,2971000,0,29637000,0,0,57772000,57772000,None
2017-03-31,USD,609237000,288306000,205703000,403534000,119168000,80930000,52162000,0,114571000,0,228575000,3940000,115228000,7569000,4597000,None,None,None,0,2971000,0,33641000,0,0,80930000,80930000,None
2016-12-31,USD,616124000,289119000,203475000,412649000,130494000,91639000,46755000,0,125814000,0,235682000,6964000,123530000,6617000,4680000,None,None,None,0,65000,0,34175000,-2477000,0,91639000,91639000,None
2016-09-30,USD,584065000,267833000,204467000,379598000,116352000,76000000,42341000,0,111686000,0,215946000,4587000,115431000,6598000,4666000,None,None,None,0,2948000,0,35686000,0,0,76000000,76000000,None
2016-06-30,USD,572135000,255632000,206323000,365812000,113988000,73635000,37690000,0,109349000,0,210761000,3808000,110180000,6711000,4639000,None,None,None,0,470000,0,35714000,0,0,73635000,73635000,None
2016-03-31,USD,567725000,258870000,194736000,372989000,117250000,74858000,40842000,0,112597000,0,204494000,3131000,114119000,6716000,4653000,None,None,None,0,6818000,0,37739000,0,0,74858000,74858000,None
2015-12-31,USD,579159000,263267000,193212000,385947000,125116000,88420000,37674000,0,120475000,0,218560000,2436000,122680000,6783000,4641000,None,None,None,0,250000,0,32055000,-12049000,0,88420000,88420000,None
2015-09-30,USD,551030000,252137000,183204000,367826000,118616000,88040000,38396000,0,113986000,0,206969000,2927000,115689000,6752000,4630000,None,None,None,0,20000,0,25946000,0,0,88040000,88040000,None
2015-06-30,USD,540723000,254553000,179910000,360813000,107196000,67200000,36693000,0,102518000,0,210653000,936000,106260000,6752000,4678000,None,None,None,0,455000,0,35318000,0,0,67200000,67200000,None
