fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,117849000,0,-1212974000,-1325128000,-127364000,1609518000,1747314000,-11921000,32236000,69303000,-327241000,108977000,9608000,-10415000,-17000,None,None,-478062000,5695000,None,None,69303000
2020-03-31,USD,61542000,0,-204832000,-262802000,134286000,-65850000,-182455000,-43232000,19322000,30307000,300989000,81281000,9547000,-10426000,-7255000,None,None,190839000,3572000,None,None,30307000
2019-12-31,USD,92943000,0,92943000,-104297000,50381000,402125000,367479000,42153000,61248000,142160000,-352908000,None,12903000,-10438000,-6849000,None,None,-450223000,5657000,None,None,None
2019-09-30,USD,146527000,0,98001000,-47212000,627004000,659712000,33901000,-277000,21384000,141534000,-616179000,5257000,9504000,-4726000,3533000,None,None,-652324000,1314000,None,None,141534000
2019-06-30,USD,-34267000,0,-666423000,-629096000,412207000,178379000,-218505000,108000,38904000,-518845000,-30801000,1978000,5790000,-4760000,-10563000,None,None,-77473000,3060000,None,None,-518845000
2019-03-31,USD,-38631000,0,-11608000,28573000,-16463000,129404000,151562000,6310000,39905000,177473000,59677000,928000,5755000,-4751000,-944000,None,None,13089000,1550000,None,None,177473000
2018-12-31,USD,77628000,6443000,106080000,31126000,-499028000,-40543000,463235000,4743000,43536000,50270000,-15267000,812000,6305000,-4750000,-1148000,None,None,-61398000,2674000,-10965000,None,50270000
2018-09-30,USD,-11905000,0,31317000,47491000,-202269000,211302000,418745000,-13441000,41444000,204548000,-38071000,-2150000,5489000,-4097000,-1077000,0,0,-82854000,4269000,None,None,204548000
2018-06-30,USD,35099000,0,-32404000,-65570000,79205000,226200000,150852000,7937000,9387000,89834000,-103962000,215000,4524000,-3832000,-25000,0,0,-118088000,1933000,None,None,89834000
2018-03-31,USD,-65019000,0,-158307000,-92155000,297580000,114027000,-178867000,-4252000,26660000,4217000,48497000,1685000,3208000,-3726000,-960000,23406000,0,16944000,1133000,None,None,4217000
2017-12-31,USD,136004000,1284000,-132184000,-267444000,-541569000,185806000,731098000,14069000,9150000,86743000,33121000,1317000,3220000,-3723000,88656000,0,0,21878000,744000,-3728000,None,86743000
2017-09-30,USD,-5237000,0,-229193000,-223313000,124705000,223152000,102169000,-6125000,20158000,-33396000,-27355000,324000,3210000,-3722000,88656000,0,0,-51047000,643000,None,None,-33396000
2017-06-30,USD,8272000,0,-281099000,-288217000,131820000,280782000,152559000,-9110000,23087000,-81898000,-81581000,252000,3321000,-3713000,116000,0,0,-108241000,1154000,None,None,-81898000
2017-03-31,USD,-10668000,1284000,-24431000,-12544000,20315000,172002000,67525000,28606000,21153000,160824000,13253000,798000,3377000,-3492000,87654000,0,0,-12075000,1219000,None,None,160824000
2016-12-31,USD,44986000,-7882000,-403484000,-445743000,129737000,395315000,269066000,5382000,18177000,-15686000,-7517000,1403000,3522000,-3488000,0,0,0,-21733000,2727000,-1004000,None,-15686000
2016-09-30,USD,-22154000,-7882000,-168539000,-145013000,118802000,244291000,127115000,-2541000,21557000,29543000,-46209000,9331000,3403000,-1612000,-14000,0,0,-74623000,1372000,None,None,29543000
2016-06-30,USD,39768000,-7882000,-129996000,-166580000,143091000,89808000,-50918000,11616000,20049000,-69708000,-29520000,-585000,3227000,-1742000,-623000,0,0,-52211000,3184000,None,None,-69708000
2016-03-31,USD,-54983000,None,-100846000,-42169000,3156000,-48960000,-49786000,None,12317000,-136327000,13479000,-1245000,3743000,-1742000,-588000,9601000,0,-1336000,3694000,None,None,-136327000
2015-12-31,USD,-265113000,8706000,-168833000,97799000,53667000,359911000,307854000,14762000,14148000,183844000,-7234000,-4940000,2714000,-1610000,0,0,0,-23611000,1519000,-4251000,None,183844000
2015-09-30,USD,-484446000,None,6384000,454966000,-23560000,-6676000,20223000,None,15627000,-1017000,-725000,-22512000,3875000,-1609000,-1730000,0,0,-20993000,17652000,None,None,-1017000
2015-06-30,USD,7459000,None,114389000,44000,-26893000,-49566000,-21984000,None,1308000,35271000,-29552000,5189000,2642000,-1610000,921000,0,0,-30567000,3596000,None,None,35271000
