fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,699197000,373153000,None,673917000,None,161441000,None,None,211584000,None,272323000,None,300764000,51545000,131228000,50143000,636394000,505166000,None,None,None,50143000,-89180000,None,161441000,161441000,None
2018-12-31,USD,445137000,-293647000,86601000,445137000,738784000,121027000,0,None,151490000,None,-293647000,None,738784000,38590000,69934000,30463000,413326000,343392000,None,None,None,30463000,-28919000,None,121027000,121027000,None
2017-12-31,USD,356218000,-231936000,42586000,356218000,588154000,73548000,0,None,124282000,None,-231936000,None,588154000,30540000,34222000,50734000,294347000,260125000,-13625000,16270000,None,-50734000,-7925000,None,175016000,73548000,None
2016-12-31,USD,321081000,215835000,23785000,321081000,105246000,72100000,0,None,105246000,None,215835000,None,105246000,30488000,19694000,33146000,239065000,219371000,None,16261000,None,33146000,-14464000,None,72100000,72100000,None
2015-12-31,USD,255859000,199115000,20120000,255859000,56744000,40847000,0,None,56744000,None,199115000,None,56744000,41928000,14856000,15897000,190393000,175537000,None,11428000,None,15897000,-15196000,None,40847000,40847000,None
