fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-06-30,USD,None,None,None,None,None,None,None,None,46578543,-155611155,None,None,None,None,None,None,None,-617622,None,None,None,3312418,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2020-03-31,USD,9968991,27566,None,288710,8153364,1815627,None,4556448,40085648,-147294500,None,None,None,7822180,8153364,None,None,-571585,2096,9939329,None,1788061,None,None,None,None,966059,None,None,None,None,None,None,None,None,None,29662,None,None,None,0,None,None,None,109596060,None,7822180,None,25000000
2019-12-31,USD,6801798,30163,None,321960,8574256,-1772458,None,3116880,31987016,-143909438,None,None,None,5731691,8574256,None,None,-348860,5013,6766622,None,-1802621,None,0,None,None,1228772,None,None,None,None,None,None,None,35176,None,35176,None,None,None,0,None,None,None,110498820,None,5731690,None,18000000
2019-09-30,USD,10669758,29147,None,402040,7419301,3250457,None,3068834,30123701,-136031368,None,None,None,6268667,7419301,None,None,-402093,8388,10632223,None,3221310,None,2902987,None,None,1315411,None,None,None,None,None,None,None,37535,None,37535,None,None,None,0,None,None,None,109560220,None,6268670,None,20000000
2019-06-30,USD,5151021,31065,None,606510,6523436,-1372415,None,2370507,24538137,-133466014,None,None,17364,2736663,6523436,None,None,-405374,12056,5090536,None,-1403480,None,None,None,None,1481536,None,None,None,None,None,None,None,17364,None,60485,None,None,None,0,None,None,None,107960840,None,2736660,None,16000000
2019-03-31,USD,8809770,32870,None,579810,7589610,1220160,None,4201196,23716880,-129348930,None,None,147920,6145555,7589610,None,None,-245260,15830,8613150,None,1187297,None,None,None,None,1763182,None,None,None,None,None,None,None,147924,None,196625,None,None,None,0,None,None,None,107097480,None,6145560,None,16000000
2018-12-31,USD,8029554,32978,None,585000,4918267,3111287,None,1842424,23651277,-126803647,None,None,521829,5446138,4918267,None,None,-352426,20425,7454322,None,3078309,None,None,None,None,1586285,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,106616080,None,5446140,None,15000000
2018-09-30,USD,12627231,34839,None,585000,6324243,6302988,None,3033999,23651277,-123290893,175055,None,521620,10073345,6149188,None,None,-296483,29955,12040817,None,6268149,None,None,None,None,1404496,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,106239090,None,10073350,None,15000000
2018-06-30,USD,17119546,36167,None,1453000,8492796,8626750,None,4988361,22927534,-119697638,213204,None,521408,15069942,8279592,None,None,-230635,38698,16523273,None,8590583,None,None,None,None,2001802,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15000000
2018-03-31,USD,25495541,39638,None,1485000,9171388,16324153,None,4835804,22927534,-111675442,94325,None,142253,23781441,9077063,None,None,-203447,47345,25266305,None,16284515,None,None,None,None,2384424,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,15000000
2017-12-31,USD,29050000,39000,None,706000,11896000,17154000,None,9877000,22928000,-110336867,48000,None,181000,28107000,11848000,None,None,-236246,56000,28813086,None,17114847,None,None,None,None,1971000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2017-09-30,USD,22427000,26000,None,1220000,9385000,13042000,None,7389000,18341000,-98218712,53000,None,168000,20974000,9332000,None,None,-288399,65000,22194398,None,13015954,None,None,None,None,1943000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2017-06-30,USD,32053000,32000,None,1686000,9201000,22852000,None,6301000,18341000,-87842137,58000,None,174000,30119000,9143000,None,None,-373827,74000,31805099,None,22820127,None,None,None,None,2842000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2017-03-31,USD,36517000,39000,None,1341000,14121000,22396000,None,13140000,18341000,-87522122,57000,None,181000,24919000,14064000,None,None,-325250,54000,36281918,None,22357090,10022000,None,None,None,924000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2016-12-31,USD,45874000,39000,None,1513000,11771000,34103000,None,9501000,18341000,-74937610,56000,None,182000,34099000,11715000,None,None,-280097,58000,45633781,None,34063185,10022000,None,None,None,2214000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2016-09-30,USD,52070000,43000,None,1187000,11030000,41040000,None,9667000,18341000,-67000000,55000,None,185000,5525000,10975000,None,None,None,61000,52000000,None,None,45101000,None,None,None,1308000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2016-06-30,USD,57633000,46000,None,1581000,17049000,40584000,None,15076000,18341000,-66000000,55000,None,188000,9662000,16994000,None,None,None,71000,57000000,None,None,46120000,None,None,None,1918000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2016-03-31,USD,62959000,49000,None,1253000,16601000,46358000,0,15924000,18341000,0,52000,0,191000,61429000,16549000,None,None,-36464,75000,0,None,46358002,0,10717,0,0,625000,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,12000000
2015-12-31,USD,69894000,53000,None,728000,21174000,48720000,0,16804000,18341000,-56796613,49000,0,195000,68920000,21125000,None,None,156480,41000,69658487,None,48667042,0,10366,0,0,4321000,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,9000000
2015-09-30,USD,0,0,None,166141,0,0,0,27165905,0,0,46038,0,0,0,0,None,None,197091,0,0,None,41331446,0,10366,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,8000000
2015-06-30,USD,0,0,None,166141,0,0,0,27165905,0,0,1027000,0,0,0,0,None,None,197091,0,0,None,973000,0,60000,0,0,0,0,0,0,0,0,0,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,7000000
