fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-07-31,USD,-33497000,0,-33497000,70000,None,-219160000,436000,-40950000,362665000,305327000,557200000,None,201463000,-228798000,-17651000,None,None,34022000,20804000,None,None,None
2020-04-30,USD,-61552000,0,-61552000,-1391000,95646000,-235710000,-3956000,-57928000,267696000,131779000,429041000,None,203312000,-228600000,-98800000,None,None,161345000,60161000,None,None,131779000
2020-01-31,USD,-54732000,0,-54732000,107000,95646000,-289572000,-495000,-124009000,203874000,5344000,349648000,None,203932000,-199160000,-89917000,None,None,145774000,54839000,None,None,5344000
2019-10-31,USD,-63757000,-6371000,-63757000,-1512000,-200000000,-557110000,5087000,119850000,277694000,36158000,657904000,None,205164000,-200196000,-172389000,-42771000,5890000,25777000,51075000,None,None,None
2019-07-31,USD,-58642000,0,-58642000,-547000,-300000000,-594615000,-1774000,-24723000,362374000,-100710000,552547000,None,204127000,-200068000,-92773000,-42771000,5890000,190173000,58095000,None,None,-100710000
2019-04-30,USD,-74572000,0,-74572000,637000,-250000000,-488920000,-5575000,87100000,367937000,107390000,670882000,None,201375000,-199501000,-33844000,-42771000,5890000,302945000,75209000,None,None,107520000
2019-01-31,USD,-96215000,0,-96215000,-5222000,-100000000,-486149000,-569000,-246929000,355006000,-210597000,371767000,None,58293000,-177716000,-207864000,-42771000,5890000,16761000,90993000,None,-130000,-210727000
2018-10-31,USD,None,-5069000,-89019000,-3015000,-225000000,-580746000,-2883000,16680000,432965000,44676000,714441000,None,201190000,-179416000,-173447000,-34636000,45979000,281476000,86004000,None,-660000,44016000
2018-07-31,USD,None,0,-54489000,-2739000,-430000000,-599125000,-1083000,-30758000,414464000,-32876000,620738000,None,199865000,-178890000,10848000,-34636000,45979000,206274000,51750000,None,-1066000,-33942000
2018-04-30,USD,None,0,-105990000,-52090000,-456222000,-630145000,-1408000,139582000,379831000,-17641000,718494000,None,232243000,-178282000,5767000,-34636000,45979000,338663000,53900000,None,-3392000,-21033000
2018-01-31,USD,None,0,-64500000,-1278000,-420000000,-548026000,8811000,568883000,268172000,-223838000,388688000,568883000,198465000,-166719000,29882000,-34636000,45979000,120516000,63222000,None,3550000,-220288000
2017-10-31,USD,1000,192249000,-13036000,52178000,-350000000,-490140000,5353000,15352000,347650000,137743000,640919000,None,584059000,-166857000,21364000,-47354000,-65669000,258803000,65215000,None,1526000,139269000
2017-07-31,USD,490680000,0,426071000,-992000,-4700000000,-4852958000,4291000,-915509000,68916000,-4791170000,-364283000,-336725000,394368000,-166265000,9016000,0,0,-398733000,63617000,None,1996000,-4789174000
2017-04-30,USD,938740000,329094000,-8800803000,-9692614000,9083858000,8989125000,15614000,233512000,93564000,709786000,521464000,None,0,-139314000,28967000,0,0,427900000,46929000,None,694000,710480000
2017-01-31,USD,1805073000,329094000,1769754000,-6982000,2066681000,1982551000,14227000,28594000,217129000,4066797000,314492000,None,0,-129683000,31326000,0,0,97363000,28337000,None,-666000,4066131000
2016-10-31,USD,-434266000,85502000,-556929000,-81439000,29055000,-111367000,-31521000,523000,296157000,-181312000,486984000,None,209790000,-129643000,20742000,38221000,-9392000,190827000,41224000,None,-1226000,-182538000
2016-07-31,USD,-65645000,101593000,-111764000,-8591000,-22208000,-156662000,889000,-56089000,230430000,-15992000,254003000,None,0,-128954000,-6389000,0,0,23573000,37528000,None,-1569000,-15992000
2016-04-30,USD,-314746000,101593000,-345212000,-4949000,2072306000,-326669000,426000,83921000,170573000,-350780000,320203000,None,0,-129925000,-197170000,0,0,149630000,25517000,None,898000,-350780000
2016-01-31,USD,-174526000,None,-204365000,-6711000,823745000,571781000,-1558000,None,164504000,587121000,219705000,None,0,-124658000,-125748000,0,0,55201000,23128000,None,-1032000,586089000
2015-10-31,USD,397289000,56614000,352584000,1102000,857175000,-222905000,6619000,10581000,96305000,315120000,197975000,None,222240000,-125582000,-103942000,-35557000,-71198000,101670000,45807000,None,-798000,326856000
2015-07-31,USD,-104128000,None,-147419000,-8127000,None,-127930000,8933000,None,216478000,-78210000,197139000,None,0,-125511000,-11352000,0,0,-19339000,35164000,None,-509000,-78719000
