fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2019-12-31,USD,-503000,-2382000,-1763000,-503000,None,743000,213000,339000,-82372000,-66528000,-65508000,-11889000,3193000,None,743000,None,11695000,16247000,1260000,11695000,None,-66528000
2018-12-31,USD,41731000,-389000,39407000,41000,None,-1495000,-3481000,-6538000,-95357000,-30847000,-68759000,12167000,3886000,None,1986000,None,-11048000,21982000,2365000,-11048000,None,-30847000
2017-12-31,USD,94095000,-12101000,88941000,94095000,None,82054000,-3481000,6508000,-91863000,82139000,-88856000,-15036000,4606000,0,82054000,0,149000,25389000,5154000,149000,543000,82682000
2016-12-31,USD,-8178000,-8938000,-32533000,-468000,None,43085000,4444000,11723000,-91148000,-75524000,-86076000,2742000,4383000,0,38641000,0,3708000,3177000,23887000,3708000,None,-75524000
2015-12-31,USD,-281493000,158601000,-297988000,-295814000,None,174178000,572000,1156000,-39209000,31000000,154810000,-482000,634000,0,173606000,0,-1693000,35232000,2174000,-1693000,None,31000000
