fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,USD,0,34319810,None,None,-34185931,-32943583,20384049,None,-32943583,None,13935761,None,-34319810,None,None,None,1522138,1522138,None,None,None,None,-145911,None,-32943583,-32943583,None
2018-12-31,USD,86000,40483830,0,86000,-40298258,-39911175,27245043,None,-39911175,None,13238787,None,-40397830,None,0,0,961323,961323,None,None,None,0,-474668,None,-39911175,-39911175,None
2017-12-31,USD,0,32823009,32729000,0,-32728798,-32012304,22806107,None,-32012304,None,10016902,None,-32823009,None,0,0,519554,519554,None,None,None,0,291151,None,-32012304,-32012304,None
2016-12-31,USD,7250,23214878,23140000,7250,-23132327,-23388507,16784626,None,-23416050,None,6430252,None,-23207628,None,0,-27543,80222,80222,None,None,None,-27543,-288644,None,-23388507,-23388507,None
2015-12-31,USD,278900,12810059,12284000,278900,-12531159,-12551350,7445669,None,-12523810,None,5364390,None,-12531160,None,0,27540,7350,None,None,None,None,27543,7352,None,-12551350,-12551350,None
