fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-3000,60000,-3000,None,-135000,5412000,-514000,40000,-1302000,4367000,-1042000,195000,1000,None,5547000,None,None,4000,3000,None,None,4367000
2020-03-31,USD,-3000,-332000,-3000,None,-135000,0,-514000,-114000,-1320000,-1689000,-1686000,-53000,3000,None,None,None,None,16000,3000,None,None,-1689000
2019-12-31,USD,-2000,-125000,-2000,None,-118000,-122000,-4000,-266000,-1226000,-1282000,-1158000,164000,2000,None,-4000,None,None,27000,2000,None,None,-1282000
2019-09-30,USD,-2000,120000,-2000,None,-115000,568000,-81000,300000,-1156000,-321000,-887000,115000,5000,None,683000,None,None,29000,2000,None,None,-321000
2019-06-30,USD,0,23000,-2000,None,-116000,3150000,-170000,190000,-1436000,1960000,-1190000,172000,6000,None,3266000,None,None,45000,2000,None,None,1960000
2019-03-31,USD,0,22000,-2000,None,-116000,2964000,-117000,29000,-1664000,1398000,-1566000,21000,5000,None,2964000,None,None,50000,2000,None,None,1398000
2018-12-31,USD,3050000,-84000,-2000,3050000,-105000,-105000,-117000,70000,-1489000,-1448000,-1343000,167000,5000,None,3532000,None,None,58000,2000,None,None,-1448000
2018-09-30,USD,None,-86000,-3000,0,-105000,-105000,-117000,141000,-1593000,-1579000,-1576000,39000,6000,0,3532000,0,0,58000,3000,None,None,-1579000
2018-06-30,USD,None,-399000,-3000,0,-206000,-207000,-1000,141000,-2116000,-2461000,-2254000,196000,5000,0,-1000,0,0,60000,3000,None,None,-2461000
2018-03-31,USD,3050000,-728000,3049000,0,-206000,3416000,-116000,-427000,-2735000,3394000,-3071000,287000,8000,0,3416000,0,0,97000,1000,None,None,3394000
2017-12-31,USD,4750000,-445000,4749000,0,-256000,7000,-448000,668000,-4197000,560000,-4196000,251000,76000,0,7000,0,0,119000,1000,None,None,560000
2017-09-30,USD,-932000,141000,-932000,0,-86000,3947000,-198000,55000,-4433000,-959000,-3974000,84000,115000,0,4033000,0,0,119000,2000,None,None,-959000
2017-06-30,USD,6103000,137000,6101000,0,-170000,1788000,-116000,220000,-5522000,2931000,-4958000,176000,132000,0,1958000,0,0,119000,2000,None,None,2931000
2017-03-31,USD,3008000,-185000,3008000,0,-170000,105000,-105000,-74000,-4338000,-1231000,-4344000,-74000,152000,0,105000,0,0,101000,0,None,None,-1231000
2016-12-31,USD,3152000,352000,3148000,0,-256000,5847000,-448000,-441000,-4244000,-694000,-3842000,-78000,157000,0,0,0,0,-29000,4000,None,None,-694000
2016-09-30,USD,-2542000,331000,-2548000,0,None,0,None,None,-4659000,-6284000,-3736000,165000,160000,0,0,0,0,267000,6000,None,None,-6284000
2016-06-30,USD,-11811000,365000,-11812000,0,None,0,None,None,-3894000,-15338000,-3526000,-282000,102000,0,0,0,0,183000,1000,None,None,-15338000
2016-03-31,USD,-5201000,-169000,-5202000,0,None,0,None,None,-3647000,-9085000,-3883000,-284000,62000,0,0,0,0,155000,1000,None,None,-9085000
2015-12-31,USD,-16402000,258000,-2000,0,-193000,-58000,-2814000,535000,-3168000,-2680000,-2620000,84000,61000,0,-58000,0,0,145000,2000,None,None,-2680000
2015-09-30,USD,None,145000,-2000,0,-55000,-200000,None,None,-2814000,-2604000,-2402000,58000,60000,0,-145000,0,0,149000,2000,None,None,-2604000
2015-06-30,USD,None,92000,-5000,0,-83000,34306000,None,None,-2719000,31902000,-2399000,1000,52000,0,34389000,0,0,175000,5000,None,None,31902000
