fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,0,1310000,None,None,-1308000,-1302000,372000,None,-1311000,None,938000,2000,-1310000,None,3000,-9000,2000,-1000,None,None,None,-9000,None,None,-1302000,-1302000,None
2020-03-31,USD,0,1340000,None,None,-1316000,-1320000,365000,None,-1320000,None,975000,24000,-1340000,None,4000,0,24000,20000,None,None,None,None,None,None,-1320000,-1320000,None
2019-12-31,USD,0,1278000,None,None,-1242000,-1226000,384000,None,-1242000,None,894000,36000,-1278000,None,0,-16000,36000,36000,None,None,None,-16000,36000,None,-1226000,-1226000,None
2019-09-30,USD,0,1247000,None,None,-1197000,-1156000,347000,None,-1198000,None,900000,50000,-1247000,None,1000,-42000,50000,49000,None,None,None,-42000,49000,None,-1156000,-1156000,None
2019-06-30,USD,0,1508000,None,None,-1460000,-1436000,440000,None,-1463000,None,1068000,48000,-1508000,None,3000,-27000,48000,45000,None,None,None,-27000,45000,None,-1436000,-1436000,None
2019-03-31,USD,0,1781000,None,None,-1743000,-1664000,662000,None,-1746000,None,1119000,38000,-1781000,None,3000,-82000,35000,35000,None,None,None,-82000,35000,None,-1664000,-1664000,None
2018-12-31,USD,0,1527000,0,0,-1489000,-1489000,625000,0,-1489000,0,902000,38000,-1527000,0,-3000,None,None,None,0,0,0,0,200000,0,-1489000,-1489000,None
2018-09-30,USD,0,1662000,0,0,-1622000,-1593000,740000,0,-1624000,0,922000,40000,-1662000,0,2000,None,None,None,0,0,0,-31000,38000,0,-1593000,-1593000,None
2018-06-30,USD,0,2156000,0,0,-2113000,-2116000,1154000,0,-2116000,0,1002000,43000,-2156000,0,3000,None,None,None,0,0,0,0,40000,0,-2116000,-2116000,None
2018-03-31,USD,0,2773000,0,0,-2732000,-2735000,1720000,0,-2735000,0,1053000,41000,-2773000,0,3000,None,None,None,0,0,0,0,38000,0,-2735000,-2735000,None
2017-12-31,USD,0,4297000,0,0,-4258000,-4197000,2834000,0,-4258000,0,1463000,39000,-4297000,0,-8000,None,None,None,0,0,0,-61000,161000,0,-4197000,-4197000,None
2017-09-30,USD,0,4475000,0,0,-4431000,-4433000,3488000,0,-4433000,0,987000,44000,-4475000,0,2000,None,None,None,0,0,0,0,0,0,-4433000,-4433000,None
2017-06-30,USD,0,5559000,0,0,-5520000,-5522000,4508000,0,-5522000,0,1051000,39000,-5559000,0,2000,None,None,None,0,0,0,0,0,0,-5522000,-5522000,None
2017-03-31,USD,0,4381000,0,0,-4336000,-4338000,3246000,0,-4338000,0,1135000,45000,-4381000,0,2000,None,None,None,0,0,0,0,0,0,-4338000,-4338000,None
2016-12-31,USD,0,4292000,0,0,-4244000,-4244000,3121000,0,-4244000,0,1171000,48000,-4292000,0,-6000,None,None,None,0,0,0,0,169000,0,-4244000,-4244000,None
2016-09-30,USD,0,4712000,0,0,-4659000,-4659000,3720000,0,-4659000,0,992000,53000,-4712000,0,0,None,None,None,0,0,0,0,0,0,-4659000,-4659000,None
2016-06-30,USD,0,3941000,0,0,-3894000,-3894000,2913000,0,-3894000,0,1028000,47000,-3941000,0,0,None,None,None,0,0,0,0,0,0,-3894000,-3894000,None
2016-03-31,USD,0,3668000,0,0,-3647000,-3647000,2594000,0,-3647000,0,1074000,21000,-3668000,0,0,None,None,None,0,0,0,0,0,0,-3647000,-3647000,None
2015-12-31,USD,0,3175000,0,0,-3168000,-3168000,1893000,0,-3168000,0,1282000,7000,-3175000,0,-5000,None,None,None,0,0,0,0,10000,0,-3168000,-3168000,None
2015-09-30,USD,0,2817000,0,0,-2813000,-2814000,1716000,0,-2814000,0,1101000,4000,-2817000,0,1000,None,None,None,0,0,0,0,0,0,-2814000,-2814000,None
2015-06-30,USD,0,2719000,0,0,-2717000,-2719000,1747000,0,-2719000,0,972000,2000,-2719000,0,2000,None,None,None,0,0,0,0,0,0,-2719000,-2719000,None
