fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2019-12-31,EUR,21391000,54017000,1547000,19844000,-30972000,-32365000,43791000,None,-32361000,None,10265000,None,-32626000,None,483000,4000,602000,190000,None,None,None,4000,76000,None,-32365000,-32365000,None
2018-12-31,EUR,23735000,43271000,1140000,22595000,-18226000,-19477000,35148000,0,-19476000,0,9638000,0,-19536000,0,847000,1000,5000,-591000,0,0,0,1000,651000,0,-19477000,-19477000,0
2017-12-31,EUR,2010000,29270000,994000,1016000,-29202000,-30223000,21489000,0,-30243000,0,7986000,0,-27260000,0,690000,-20000,77000,-605000,0,0,0,-20000,-2378000,0,-30223000,-30223000,0
2016-12-31,EUR,6314000,38358000,1028000,5286000,-31102000,-32216000,30180000,0,-32274000,0,8323000,0,-32044000,0,803000,-58000,122000,-921000,0,0,0,-58000,691000,0,-32216000,-32216000,0
2015-12-31,EUR,7562000,62109475.59,902000,6660000,-44850539.21,-20239000,45686903.11,0,-20239000,0,8450000,0,-21343000,0,-1477296.03,None,1105000,None,0,0,0,0,2319964.18,0,-42530575.04,-20239000,0
