fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,4378500,5006700,None,None,-8339300,-13517700,None,None,-14801200,None,2890500,None,-628200,25600,4459500,-1283500,None,-4459500,None,None,None,-1283500,-9713500,None,-13517700,-13517700,None
2020-03-31,USD,4777200,17668000,None,4777200,-12890800,-10178400,None,None,-12890800,None,1579700,None,-12890800,2250500,6012900,-2712400,None,-6012900,None,13837800,None,-2712400,-7872300,None,-10178400,-10178400,None
2019-12-31,USD,4883200,13790700,477700,4883200,-8907500,-7041300,None,None,-8907500,None,2233500,None,-8907500,2924300,3557900,-1866400,None,-3557900,None,8632900,None,-1866200,-5068500,None,-7041300,-7041300,None
2019-09-30,USD,23987300,34476000,255900,23987300,-10488700,-8231400,None,None,-10488700,None,1629900,None,-10488700,3225900,2347600,-2257300,None,-2347600,None,29620200,None,-2257300,-27228200,None,-8231400,-8231400,None
2019-06-30,USD,7161700,7267200,10000,7161700,-105500,-77600,None,None,-105500,None,1642200,None,-105500,2980000,2485000,-27900,None,-2485000,None,2645000,None,-27900,-53800,None,-77600,-77600,None
2019-03-31,USD,7566900,9231500,107400,7566900,-1664600,-1308200,None,None,-1664600,None,1602600,None,-1664600,3308100,2912400,-356400,None,-2912400,None,4320800,None,-356400,-1225900,None,-1308200,-1308200,None
2018-12-31,USD,6396000,10127000,230600,6396000,-3731000,-3833700,0,0,-3731000,0,1687100,None,-3731000,10694000,-2419400,102400,None,None,0,-2254100,0,102700,-6124300,0,-3833700,-3833700,None
2018-09-30,USD,5051800,10767600,245300,5051800,-5715800,-4483700,0,0,-5715800,0,2053600,None,-5715800,6040700,-2467200,None,None,None,0,2673300,0,-1232100,-7602000,0,-4483700,-4483700,None
2018-06-30,USD,7783500,7862100,68900,7783500,-78600,-81100,0,0,-78600,0,1957000,None,-78600,5606900,-2365100,None,None,None,0,298200,0,2500,-2709500,0,-81100,-81100,None
2018-03-31,USD,7885100,7413700,91200,7885100,471400,317300,0,0,471400,0,2195100,None,471400,2964500,-2254100,None,None,None,0,2254100,0,154100,-2462300,0,317300,317300,None
2017-12-31,USD,11179700,10022800,3966000,11179700,1156900,6017500,0,0,1156900,0,4254000,None,1156900,3033100,2257000,None,None,None,0,2735700,0,-4860600,-8285800,0,6017500,6017500,None
2017-09-30,USD,8339200,7645200,2113000,8339200,694000,384500,0,0,694000,0,2274400,None,694000,3158600,2143000,None,None,None,0,2212200,0,309500,311500,0,384500,384500,None
2017-06-30,USD,8081100,7541900,2379000,8081100,539200,355700,0,0,539200,0,2379300,None,539200,2965500,1743000,None,None,None,0,2197100,0,183500,-623000,0,355700,355700,None
2017-03-31,USD,7953800,6911200,2262000,7953800,1042600,641500,0,0,1042600,0,2342200,None,1042600,2958700,1610000,None,None,None,0,1610300,0,401100,311500,0,641500,641500,None
2016-12-31,USD,7725400,7716900,2380000,7725400,8500,-40300,0,0,8500,0,2658000,None,8500,2579900,1574000,None,None,None,0,2479000,0,48800,-3200200,0,-40300,-40300,None
2016-09-30,USD,7443800,6629700,2960000,7443800,814100,529700,0,0,814100,0,2385700,None,814100,2332600,1338000,None,None,None,0,1911400,0,284400,0,0,529700,529700,None
2016-06-30,USD,7311000,6846300,3590000,7311000,464700,298600,0,0,464700,0,3327300,None,464700,1871100,1139000,None,None,None,0,1647900,0,166100,0,0,298600,298600,None
2016-03-31,USD,6236100,5551400,2108000,6236100,684700,433700,0,0,684700,0,2107900,None,684700,2079500,1289000,None,None,None,0,1364000,0,251000,0,0,433700,433700,None
2015-12-31,USD,12747000,7876600,3276000,12747000,4870400,3075100,0,0,4870400,0,3275000,None,4870400,2130700,1336000,None,None,None,0,2470900,0,1795300,4546200,0,3075100,3075100,None
2015-09-30,USD,7791400,5878200,2139000,7791400,1913200,1255000,0,0,1913200,0,2137800,None,1913200,2281500,1459000,None,None,None,0,1458900,0,658200,0,0,1255000,1255000,None
2015-06-30,USD,9367900,7282400,3344000,9367900,2085500,1355300,0,0,2085500,0,3344700,None,2085500,2322100,1468000,None,None,None,0,1615600,0,730200,0,0,1355300,1355300,None
