fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2019-12-31,USD,121000,-203900,16930400,16809400,-13929200,-23215500,-9286300,-12553900,-16658500,1884600,8169700,-13080200,14963800,None,None,None,-5962800,28847900,0,-5699400,None,1884600
2018-12-31,USD,-9085800,959500,-9085800,13758500,-15970700,-15970700,-70000,2795700,-8081200,-7115300,17941200,6471600,14314300,None,None,None,-537400,4947500,22844300,-670500,None,-7115300
2017-12-31,USD,-26743100,-286800,-26743100,12934200,18635800,18635800,-1152500,-2849400,7399200,6463400,14570700,-1983400,13037900,0,0,0,1000700,-4086200,39677300,490000,None,6463400
2016-12-31,USD,-29129700,715900,-29129700,25227900,17258600,17258600,-65000,765400,1221700,-526600,11344500,-47200,10018700,0,0,0,400100,-296500,54357600,-268100,None,-526600
2015-12-31,USD,11100600,-1260200,13383300,14717000,-23059600,-23059600,-59600,3200200,6437600,880500,10556800,-743400,9062100,0,0,0,-2363100,-531500,1333700,-2407800,None,880500
