fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,62700,0,62700,None,-394300,-2021000,-1626700,None,-13517700,-2438400,-480100,None,None,None,None,None,None,11035100,0,None,None,None
2020-03-31,USD,3104800,0,3104800,3104800,-1909300,-1909300,-80300,None,-10178400,571000,-624500,None,None,None,None,None,None,7383600,0,None,None,571000
2019-12-31,USD,121000,-203900,9872500,9601500,-8452000,-8527200,-75200,-12553900,-16658500,1368600,23300,-13080200,14963800,None,None,None,None,28847900,0,-5699400,None,1368600
2019-09-30,USD,3165800,0,3165800,3315800,-6190500,-6190500,-11100,-12553900,-8231400,-1298200,1726500,None,2970000,None,None,None,None,6987800,150000,None,None,-1298200
2019-06-30,USD,1101600,0,1101600,1101600,-8252800,-8252800,100,-12553900,-77600,-4688500,2462700,None,2970000,None,None,None,None,-429700,100,None,None,-4688500
2019-03-31,USD,2790500,0,2790500,2790500,8966100,-245000,-9211100,-12553900,-1308200,6502700,3957200,None,3200700,None,None,None,None,2064700,1710600,None,None,6502700
2018-12-31,USD,None,959500,868900,1010300,-9493500,-9493500,-5063200,2795700,-8081200,-5227000,3397600,6471600,14314300,None,None,None,-537400,4947500,141400,-670500,None,-5227000
2018-09-30,USD,None,0,6819600,6916500,-7780200,-7780200,-5063200,2795700,-4483700,2391500,3352100,None,3328200,0,0,0,-537400,4507700,96900,None,None,2391500
2018-06-30,USD,None,0,-20416800,953200,13362200,13362200,-70000,2795700,-81100,-415100,6639500,None,3150400,None,None,None,-537400,3570200,21370000,None,None,-415100
2018-03-31,USD,3195000,0,3642500,4878500,-12059200,-12059200,-70000,2795700,317300,-3864700,4552000,None,2941900,0,0,0,-537400,1292800,1236000,None,None,-3864700
2017-12-31,USD,12741200,-286800,9794100,9794100,-8873200,-8873200,-1152500,-2849400,7399200,2128600,1207700,-1983400,13037900,0,0,0,490000,-4086200,39677000,490000,None,2128600
2017-09-30,USD,1582700,0,-8697000,1630200,6407900,6407900,-460000,-2849400,385000,2367400,4656500,None,0,0,0,0,0,1113400,10327200,None,None,2367400
2017-06-30,USD,827200,0,-21009600,923600,17914400,17914400,-65000,-2849400,355000,1353200,4448400,None,0,0,0,0,0,1149700,21933200,None,None,1353200
2017-03-31,USD,-6784000,0,-6830600,586300,3186700,3186700,-65000,-2849400,642000,614200,4258100,None,2936100,None,None,None,1000700,680500,7416900,None,None,614200
2016-12-31,USD,2918400,715900,-915100,333400,-999900,-999900,-65000,765400,1221700,-1386700,528300,-47200,10018700,0,0,0,400100,-296500,1248500,-268100,None,-1386700
2016-09-30,USD,None,None,-51252700,885300,49923500,49923500,None,None,530000,1361200,2690400,None,0,0,0,0,0,None,52138000,None,None,1361200
2016-06-30,USD,None,None,19796600,20767700,-23065000,-23065000,None,None,298000,-671600,2596800,None,0,0,0,0,0,None,971100,None,None,-671600
2016-03-31,USD,None,None,3241500,3241500,-8600000,-8600000,None,None,434000,170500,5529000,None,0,0,0,0,0,None,0,None,None,170500
2015-12-31,USD,11100600,-1260200,11186500,11186500,-12000000,-12000000,-59600,3200200,6437600,294800,1108300,-743400,9062100,0,0,0,-2363100,-531500,1334000,-2407800,None,294800
2015-09-30,USD,None,None,314200,314200,-5000000,-5000000,None,None,1255000,-814800,3871000,None,0,0,0,0,0,None,1334000,None,None,-814800
2015-06-30,USD,None,None,805400,829300,-2059600,-2059600,None,None,1356000,1360300,2614500,None,0,0,0,0,0,None,23900,None,None,1360300
