fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-06-30,USD,15038947,None,None,None,7106176,7932771,None,None,2303569,2696440,6953559,None,14993648,9289,3085379,None,2828800,None,None,45299,None,5000009,None,None,None,None,156574,None,None,None,None,None,None,None,14993648,None,14993648,None,None,None,4020797,None,None,None,None,None,None,None,None
2020-03-31,USD,120788298,None,None,None,6854640,113933658,None,None,2181800,2818209,112954446,None,120728495,11178,2833843,2728800,2728800,None,None,59803,None,5000009,None,None,None,None,105043,None,None,None,None,None,None,None,120728495,None,120728495,None,None,None,4020797,None,None,None,None,None,11180,None,4000000
2019-12-31,USD,119530814,None,None,None,5983296,113547518,None,None,2567939,2432069,112568307,None,119045327,477154,1962499,1948800,1948800,None,None,485487,None,5000008,None,None,None,None,13699,None,None,None,None,None,None,None,119045327,None,119045327,None,None,None,4020797,None,None,None,None,None,477150,None,4000000
2019-09-30,USD,118561240,None,None,None,5475272,113085968,None,None,3029489,1970519,112106757,None,117324145,1237095,1454475,1448800,1448800,None,None,1237095,None,5000008,None,None,None,None,5675,None,None,None,None,None,None,None,117324145,None,117324145,None,None,None,4020797,None,None,None,None,None,1237100,None,4000000
2019-06-30,USD,116874453,0,None,0,4325069,112549384,0,0,3566068,1433935,111570178,0,116706912,165890,304272,300000,300000,0,0,167541,0,5000003,0,0,0,0,4272,0,0,0,0,0,0,0,116706912,0,116706912,0,0,0,4020797,0,0,0,0,0,165890,0,4000000
2019-03-31,USD,116317040,0,None,0,4324870,111992170,0,0,111115450,876720,111012965,0,116012861,296759,304070,300000,300000,0,0,304170,0,5000001,0,0,0,0,4069,0,0,0,0,0,0,0,116012861,0,116012861,0,0,0,4020797,0,0,0,0,0,296760,0,4000000
2018-12-31,USD,115790422,0,None,0,110790418,5000004,0,2379,4658296,341708,110477950,0,115324251,452409,312468,0,0,0,0,466171,0,5000004,0,0,0,0,10089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,452410,0,0
2018-09-30,USD,295172,0,None,32015,300254,-5082,231277,0,19550,-24632,0,0,231277,31880,300254,0,0,0,0,63895,0,-5082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000000
2018-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
2018-03-31,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None
