fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,None,1734000,-317000,None,31140500,None,None,606000,-126557000,None,-36344000,None,None,None,None,None,None,45892500,0,None,None,None
2020-03-31,USD,None,1734000,-317000,None,31140500,None,None,606000,None,None,-36344000,None,None,None,None,None,None,45892500,0,None,None,None
2019-12-31,USD,None,1077000,-170500,-50000,-227000,None,None,-1469500,None,None,-32946500,None,None,None,None,None,None,328500,0,None,None,None
2019-09-30,USD,None,1077000,-170500,-50000,-227000,None,None,-1469500,None,None,-32946500,None,None,None,None,None,None,328500,0,None,None,None
2019-06-30,USD,None,-3959500,-953500,-50000,-274000,100931000,-548000,314500,-49858000,43349000,-27844000,None,282000,None,101479000,None,91000,241500,1907000,None,None,None
2019-03-31,USD,None,-3959500,-953500,-50000,-274000,50465500,None,314500,-24929000,21674500,-27844000,None,397500,None,None,None,91000,241500,75000,None,None,None
2018-12-31,USD,None,None,-2506000,-36000,None,-24000,None,None,-123096000,-123945000,-121362000,None,740000,None,-24000,None,None,None,2470000,None,None,None
2018-06-30,USD,None,-1128500,-531000,-3000,-274000,-13000,-6500,490500,-61828000,-62048000,-61494000,None,463000,None,-13000,None,519000,168000,528000,None,None,None
2018-03-31,USD,None,-1128500,-265500,-1500,-274000,-6500,-6500,490500,-30914000,-31024000,-30747000,None,112000,None,None,None,519000,168000,247000,None,None,None
2010-09-30,USD,None,49500000,None,28700000,None,None,None,None,10600000,None,136600000,None,None,None,None,13800000,None,None,29400000,None,None,None
2010-06-30,USD,None,6600000,None,28200000,None,None,None,None,75800000,None,102200000,None,None,None,None,None,None,None,21800000,None,None,None
2010-03-31,USD,None,4400000,None,26000000,None,None,None,None,None,None,16900000,None,None,None,None,None,None,None,14100000,None,None,None
2009-12-31,USD,None,None,10100000,15000000,None,None,None,None,None,None,14300000,None,None,None,None,None,13300000,None,6700000,None,None,None
2009-07-31,USD,None,None,None,None,None,None,None,None,None,None,52700000,None,None,None,None,13200000,45800000,None,25600000,None,None,None
2009-04-30,USD,None,None,None,None,None,None,None,None,None,None,5200000,None,None,None,None,8200000,39000000,None,18400000,None,None,None
2009-01-31,USD,None,None,None,500000,None,None,None,None,None,None,None,None,None,None,None,None,47300000,None,7700000,None,None,None
2008-10-31,USD,None,None,None,None,None,163800000,None,None,None,None,175600000,None,None,None,None,None,2800000,None,42400000,None,None,None
2008-07-31,USD,None,None,None,None,None,220800000,None,None,15100000,None,110500000,None,None,None,None,None,6900000,None,30800000,None,None,None
2008-04-30,USD,None,None,None,900000,None,421600000,None,None,16300000,None,54500000,None,None,None,None,None,None,None,20000000,None,None,None
2008-01-31,USD,None,None,None,None,None,439600000,None,None,None,None,5100000,None,None,None,None,None,28800000,None,7400000,None,None,None
2007-10-31,USD,None,10600000,221900000,1800000,None,4800000,None,None,None,None,141800000,None,None,None,None,None,None,None,32500000,None,None,None
