fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-62066000,-24042000,13756000,85866000,None,-20157000,-9857000,-19099000,44588000,25358000,31759000,1204000,5574000,None,-10300000,-211000,3014000,1632000,10044000,3014000,-2872000,22486000
2020-03-31,USD,-119767000,6223000,9961000,140274000,None,-21765000,-80000,3400000,31798000,74789000,86593000,-1053000,5950000,None,-21685000,24000,15884000,27767000,10546000,15884000,-418000,74371000
2019-12-31,USD,-223028000,12521000,-97405000,134476000,None,-24945000,-401000,12288000,69217000,-32910000,89440000,-399000,4973000,None,-24544000,-1057000,-6505000,10690000,8853000,-6505000,601000,-32309000
2019-09-30,USD,-144418000,7619000,7926000,164701000,None,-31729000,-670000,4715000,13071000,50456000,74259000,2556000,3717000,None,-31059000,-4965000,-8629000,60890000,12357000,-8629000,-1225000,49231000
2019-06-30,USD,-124067000,-8106000,-45937000,90380000,None,-39276000,-40536000,-10060000,88923000,-20585000,64628000,-3650000,3059000,None,1260000,-7239000,4801000,-13160000,12250000,4801000,612000,-19973000
2019-03-31,USD,-346806000,9564000,-35754000,319587000,None,3019000,-563000,3292000,73960000,37656000,70391000,-1861000,3085000,None,3582000,-10659000,-2755000,-943000,8535000,-2755000,-816000,36840000
2018-12-31,USD,-38684000,10231000,-65818000,-19010000,None,-1116000,-1547000,8748000,44863000,7681000,74615000,3755000,2793000,None,431000,-9772000,-14137000,36882000,8124000,-14137000,118000,7799000
2018-09-30,USD,-26026000,5479000,-49650000,-11426000,None,4122000,-2068000,None,50127000,15032000,60560000,2070000,2903000,0,6190000,-8956000,5131000,15998000,12198000,-7061000,62000,15094000
2018-06-30,USD,49914000,-3892000,34767000,0,None,-61800000,-67598000,-8707000,90066000,19598000,46631000,-4983000,2596000,0,5798000,-7794000,1930000,-31292000,15147000,1930000,-1285000,18313000
2018-03-31,USD,-56760000,8825000,-68455000,0,-517000,2551000,-457000,3256000,36847000,-9505000,56399000,-3433000,2905000,0,3008000,-3712000,15289000,19914000,11695000,-4947000,1978000,-7527000
2017-12-31,USD,-25221000,10546000,-51714000,0,-140000,1606000,-623000,6884000,13446000,6588000,56696000,-164000,2780000,0,2369000,-6611000,10342000,44217000,26493000,-7518000,-622000,5966000
2017-09-30,USD,-35514000,4823000,-43385000,0,-193000,1140000,-1432000,-692000,24503000,912000,43157000,46000,2857000,0,2765000,-4061000,2824000,18608000,7871000,-3619000,-346000,566000
2017-06-30,USD,-7404000,-7680000,-17208000,0,-184000,-14434000,-17805000,-3351000,37374000,4652000,36294000,-915000,2463000,0,3555000,-1302000,795000,5559000,9804000,795000,278000,4930000
2017-03-31,USD,-42848000,16686000,-69224000,0,-182000,10400000,7236000,19857000,14899000,-21569000,37255000,1557000,1714000,0,3346000,-3669000,11550000,10063000,26376000,-3995000,-460000,-22029000
2016-12-31,USD,-15520000,9454000,-29106000,0,-181000,2994000,674000,-1894000,15432000,8013000,34125000,-1894000,1530000,0,2501000,-2331000,7555000,15682000,13586000,-3748000,-1653000,6360000
2016-09-30,USD,2678000,6669000,-2676000,0,-83000,1695000,-1985000,-2036000,8875000,16375000,17356000,-2036000,1552000,0,3763000,-2891000,3807000,10511000,5354000,-5324000,60000,16435000
2016-06-30,USD,-20228000,-1276000,-25327000,0,-181000,-11222000,-13992000,7000,12910000,-10169000,26380000,7000,1406000,0,2770000,-3393000,1517000,15209000,5099000,1517000,212000,-9957000
2016-03-31,USD,-21936000,10326000,-29627000,0,-446000,1892000,-326000,7730000,10998000,-5178000,22557000,-2633000,1063000,0,2218000,-1381000,10930000,10030000,7691000,-5846000,183000,-4995000
2015-12-31,USD,-21851000,3497000,-26365000,0,None,273000,7000,None,10555000,-710000,25382000,-113000,862000,0,266000,-3237000,5084000,13688000,4514000,130000,-485000,-1195000
2015-09-30,USD,-5901000,-1728000,-7457000,0,None,3785000,-43000,None,7735000,14270000,17942000,-7000,689000,0,3828000,-2306000,5214000,16317000,1556000,-2758000,-280000,13990000
2015-06-30,USD,7602000,-3002000,5739000,0,None,1210000,-3384000,None,8859000,17863000,10914000,463000,663000,0,4594000,-4549000,2456000,10936000,1863000,-2456000,167000,18030000
