fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-06-30,USD,1639924000,None,None,None,1141054000,472987000,None,None,230000,45084000,None,None,None,163612000,629246000,609812000,None,-3936000,1354000,179072000,1415362000,357843000,None,15460000,111773000,None,19434000,None,None,230000,115144000,45084000,-564000,None,44136000,None,1460852000,None,111773000,400035000,511808000,None,None,None,317029000,1639924000,163612000,None,22924982
2020-03-31,USD,1537847000,None,None,None,1180573000,332060000,None,None,230000,42749000,None,None,None,31198000,638062000,630938000,None,-27167000,1345000,48520000,1421609000,332060000,None,17322000,111420000,None,7124000,None,None,230000,None,42749000,-514000,None,66373000,None,1489327000,None,111420000,431091000,542511000,None,None,None,316762000,1537847000,31198000,None,22921935
2019-12-31,USD,1576841000,None,None,22179000,1192757000,359882000,None,None,222000,49446000,None,None,None,64363000,659859000,652747000,28931000,1277000,1534000,64363000,1454645000,359882000,None,17013000,118784000,None,7112000,None,None,222000,None,49446000,-458000,None,56299000,None,1512478000,None,118784000,414114000,532898000,None,None,None,309395000,1576841000,64363000,None,22142143
2019-09-30,USD,1553686000,None,None,28601000,1195722000,334069000,None,None,204000,49649000,None,None,None,57926000,7642000,438388000,None,1544000,38292000,75332000,1417922000,334069000,None,17406000,749692000,None,7642000,None,None,204000,None,49649000,-397000,None,22140000,None,1478354000,None,749692000,438388000,1188080000,None,None,None,283069000,1553686000,57926000,None,20347509
2019-06-30,USD,1531230000,None,None,30817000,1185644000,322116000,None,None,197000,48301000,None,None,None,55750000,6633000,554122000,None,532000,20883000,74436000,1417469000,322116000,None,18686000,624889000,None,6633000,None,None,197000,None,48301000,-352000,None,18442000,None,1456794000,None,624889000,554122000,1179011000,None,None,None,273438000,1531230000,55750000,None,19654330
2019-03-31,USD,1616182000,None,None,31060000,1279507000,302601000,None,None,190000,41372000,None,None,None,41565000,8144000,560404000,192065000,-178000,19242000,60311000,1515172000,302601000,None,18746000,710959000,None,8144000,None,None,190000,None,41372000,-310000,None,21480000,None,1555894000,None,710959000,560404000,1271363000,None,None,None,261527000,1616182000,41565000,None,18967223
2018-12-31,USD,1602871000,None,None,27065000,1268592000,300834000,None,None,189000,41063000,None,None,None,55170000,6779000,195644000,195644000,-575000,17635000,955325000,1499172000,300834000,None,900155000,727724000,None,6779000,None,None,189000,None,41063000,-270000,None,30894000,None,1800000,None,727724000,534089000,1261813000,None,None,None,260427000,1602871000,55170000,None,18909874
2018-09-30,USD,1492476000,0,None,78382000,1160311000,299126000,0,None,189000,40518000,5481000,0,101441000,105285000,5481000,199079000,199079000,-203000,8080000,170142000,1293063000,299126000,51751000,13106000,734369000,0,5481000,332165000,258854000,189000,0,40518000,-232000,None,21147000,None,1322290000,None,734369000,420461000,1154830000,None,None,None,258854000,1492476000,157036000,None,18856601
2018-06-30,USD,1359356000,0,None,29688000,1036680000,297097000,0,None,188000,39620000,4928000,0,76953000,34735000,4928000,1031752000,1031752000,-396000,5540000,51208000,1254007000,297097000,25000,16473000,736097000,0,4928000,322676000,257836000,188000,0,39620000,-151000,None,48606000,None,1308153000,None,736097000,295655000,1031752000,None,None,None,257836000,1359356000,34735000,None,18770071
2018-03-31,USD,1362585000,0,None,29113000,1042942000,293971000,0,None,187000,37615000,4485000,0,49260000,47485000,4485000,1038457000,1038457000,-343000,5228000,47485000,1270982000,293971000,26000,1265840000,765258000,0,4485000,319643000,256512000,187000,0,37615000,0,None,38890000,None,1315100000,None,765258000,273199000,1038457000,None,None,None,256512000,1362585000,47485000,None,18686420
