fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2019-12-31,USD,-83756000,830000,100167000,211447000,361211000,-75547000,-444372000,-3956000,37089000,9193000,-15427000,-41627000,-6866000,-27111000,34725000,None,None,-4853000,27524000,None,None,9193000
2018-12-31,USD,-10095000,1171000,-190397000,-164461000,222226000,164608000,-31531000,495000,31337000,-25592000,197000,-41198000,5750000,-26286000,199000,None,None,3137000,15841000,None,None,-25592000
2017-12-31,USD,-357035000,1233000,-372610000,-15575000,836455000,398419000,-420706000,-6397000,30154000,17114000,-8695000,-48469000,6351000,-21368000,4038000,0,0,2036000,15385000,None,None,17114000
2016-12-31,USD,-306901000,2116000,-300630000,6271000,521695000,310568000,-225695000,-4585000,28874000,6074000,-3864000,-43612000,6853000,-17144000,31712000,0,0,1905000,15385000,None,None,6074000
2015-12-31,USD,-320704000,903000,-321047000,2597000,431450000,314516000,-156265000,-7879000,25792000,-22265000,-15734000,-43917000,1849000,-12077000,51408000,0,0,-361000,2940000,None,None,-22265000
