fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,41485000,1255000,45968000,4500000,50954000,66269000,-103889000,25652000,8818000,132414000,20177000,17159000,-2525000,-5814000,125018000,None,None,-4530000,17000,None,None,132414000
2020-03-31,USD,-16661000,12000,11015000,27676000,49784000,-13771000,-63616000,-29144000,1496000,-33165000,-30409000,-37280000,-1470000,-84000,145000,None,None,6833000,0,None,None,-33165000
2019-12-31,USD,-218955000,-32000,-7783000,216421000,144688000,18486000,-145496000,-1156000,7119000,6437000,-4266000,-9734000,-6587000,-6934000,26228000,None,None,746000,5249000,None,None,6437000
2019-09-30,USD,7861000,1009000,-4578000,5236000,174398000,7782000,-168513000,804000,8223000,2176000,-1028000,-8733000,2391000,-6464000,8361000,None,None,304000,17675000,None,None,2176000
2019-06-30,USD,118216000,-1513000,118121000,2282000,-7501000,-98847000,-84880000,-12000,13626000,14185000,-5089000,-7879000,-2902000,-6530000,64000,None,None,-6421000,2377000,None,None,14185000
2019-03-31,USD,9122000,1366000,-5593000,-12492000,49626000,-2968000,-45483000,-3592000,8121000,-13605000,-5044000,-15281000,232000,-7183000,72000,None,None,518000,2223000,None,None,-13605000
2018-12-31,USD,29320000,994000,-153262000,-172901000,106835000,100350000,-257000,3880000,7307000,-50115000,2797000,-7334000,843000,-6287000,59000,None,None,987000,9681000,None,None,-50115000
2018-09-30,USD,-48214000,484000,-77710000,-27161000,135816000,122012000,-7944000,-1037000,7495000,43810000,-492000,-12050000,2046000,-5915000,55000,0,3683000,1533000,2335000,None,None,43810000
2018-06-30,USD,-2663000,512000,1011000,4036000,-1226000,-14433000,-6829000,783000,8213000,-12750000,672000,-10378000,1534000,-6411000,33000,0,251000,791000,362000,None,None,-12750000
2018-03-31,USD,11462000,-819000,39564000,31565000,-19199000,-43321000,-16501000,-3131000,8322000,-6537000,-2780000,-11436000,1327000,-7673000,52000,0,0,-174000,3463000,None,None,-6537000
2017-12-31,USD,-2060000,0,-345920000,0,406784000,398419000,8199000,-6397000,6184000,43804000,-8695000,None,80000,-20602000,0,0,0,-37771000,15385000,None,None,None
2017-09-30,USD,-5929000,1585000,-2401000,3528000,-9857000,-176000,15293000,4495000,7716000,2092000,4669000,-7299000,1497000,-5662000,50000,0,0,1170000,0,None,None,2092000
2017-06-30,USD,-184777000,-415000,-177791000,6986000,159796000,195255000,40682000,-4809000,7102000,11515000,-5949000,-14639000,1490000,-5263000,40000,0,0,513000,0,None,None,11515000
2017-03-31,USD,15734000,-566000,19973000,4239000,-15421000,-24758000,-4677000,-344000,8698000,-6354000,-1569000,-11038000,1137000,-4693000,33000,0,0,200000,0,None,None,-6354000
2016-12-31,USD,-7069000,0,-299223000,-232000,302080000,310568000,-6698000,-4585000,5958000,6124000,-5221000,None,20000,-16526000,0,0,0,-35325000,15385000,None,None,None
2016-09-30,USD,-111858000,-1232000,-114457000,-2599000,221863000,82986000,-134253000,-2978000,7886000,-45041000,-13570000,-23091000,1740000,-4641000,17000,0,0,1127000,0,None,None,-45041000
2016-06-30,USD,-39548000,194000,-36878000,2670000,125414000,81505000,-71883000,1037000,6861000,44466000,-161000,-8566000,1736000,-3990000,31964000,0,0,-386000,0,None,None,44466000
2016-03-31,USD,-27296000,1499000,-25129000,2167000,27682000,22360000,-1496000,-1817000,7963000,-6902000,-4133000,-14259000,1164000,-3826000,0,0,0,-500000,0,None,None,-6902000
2015-12-31,USD,162000,0,-321047000,-232000,275185000,314516000,-5559000,-7879000,8064000,-22265000,-10675000,None,3000,-11577000,0,0,0,-29399000,15385000,None,None,None
2015-09-30,USD,-57573000,620000,-56990000,677000,130642000,54981000,-72161000,None,7925000,-7733000,-5724000,-14685000,556000,-3500000,0,0,0,-140000,94000,None,None,-7733000
2015-06-30,USD,-228635000,61000,-154388000,74379000,187228000,169281000,-15089000,None,5659000,9136000,-5757000,-11853000,369000,-2858000,0,0,0,7000,132000,None,None,9136000
