fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-4961,3609,-4961,-70,-301851,-301851,7233,798255,-1980485,-322397,-33057,None,959684,None,None,-10647,-94912,291379,4891,None,None,None
2020-03-31,USD,-80280,-51320,-80280,3,-92459,-11470,2428487,831874,-3858051,-339014,556416,None,1484851,None,90000,509290,-62233,1712447,80283,None,None,None
2019-12-31,USD,-28441,0,-80280,3,-92459,-559325,2428487,831874,-5327167,-1355626,-939676,None,-1420,None,780249,732575,-378893,1712447,30263,None,None,None
2019-09-30,USD,-159618,-281455,-159618,3,-890012,-289916,600000,-1259082,1090254,-2899458,-2302596,None,91384,None,-870249,263659,-657209,-1541022,159618,None,None,None
2019-06-30,USD,-695077,448927,-695077,3,-201211,4940913,600000,-900798,-578360,417615,-3761808,0,82000,0,0,-1068512,-1949620,107962,695077,0,0,0
2019-03-31,USD,-83362,0,-532630,-32200,-465480,701210,2792300,-1380402,-4542530,-6121060,-6256230,0,22850,0,0,-1491928,-208646,1234453,500430,0,0,0
2018-12-31,USD,0,0,-379520,-32200,273254,486898,213644,-150707,-771333,-774355,-880373,0,64258,0,0,-1491928,-25632,3041,970,0,0,0
2018-09-30,USD,0,0,-35874,-32200,-30439,569561,600000,32396,-790005,-185613,-663065,0,89806,0,0,-1491928,4738,3041,15353,0,0,0
2018-06-30,USD,0,0,-33869,-32200,105056,105056,600000,-31502,-930364,-889879,-918654,0,88179,0,0,-1491928,-44967,3041,11918,0,0,0
2018-03-31,USD,0,0,-3171.36,0,479929.88,14076893.84,738098.17,122466.48,-10761264.61,13601136.67,-487310.86,None,211973.18,0,478196.78,0,-55316.77,9939514.09,3171.36,None,None,None
2017-12-31,USD,None,0,-2578,None,120782,335000,335000,19944,-301217,8339,-115077,None,166196,None,11052972,None,-44967,8079831,2578,None,None,None
2017-09-30,USD,None,0,-2578,None,112289,112289,None,49565,-425213,3520,-111413,None,164685,None,11052972,None,-44967,99550,2578,None,None,None
2017-06-30,USD,None,0,-412,None,102021,102021,None,33611,-384710,-87949,-191155,None,159944,None,11052972,None,None,99550,412,None,None,None
2017-03-31,USD,None,0,-1246018,8855000,341736,342000,342000,1509340,-587882,161127,1324000,None,325671,None,11052972,None,None,77320,2000,None,None,None
2016-12-31,USD,None,0,-93955,None,102021,102021,None,19807,-173852,550,9125,None,162112,None,None,None,None,1058,412,None,None,None
2016-09-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-06-30,USD,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
