fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-06-30,USD,1146916,2986858,847418,299498,-1297926,-1980485,None,None,-2278258,-1718726,2139440,None,-1839942,None,20648,6272,None,-20648,None,None,None,6272,-417668,-85654,-2284530,-1980485,None
2020-03-31,USD,2012146,4102273,2020744,-8598,-3714277,-3858051,None,None,-5216159,-1331340,2081529,None,-2090127,None,17031,234,-103120,-17031,6600,None,None,234,-3109001,6600,-5216393,-3858051,None
2019-12-31,USD,2745579,3240643,1901405,844174,-1018100,-5327167,None,None,-1035348,35811,1339238,None,-495064,None,17248,-72648,-502650,-17248,-4399240,None,None,-72648,-523036,-4399236,-962700,-5327167,None
2019-09-30,USD,5921166,6458933,4709184,1211982,1262506,1090254,None,None,1145816,5796,1738335,None,-537767,None,25306,4457,1932460,-25306,-1194390,None,None,4457,1708889,-4399236,1141359,1090254,None
2019-06-30,USD,5094440,5490538,4022312,1072128,-285252,-578360,0,0,-404291,51996,1453074,0,-396098,0,37039,101141,-40440,-37039,0,0,0,101141,28846,-4399236,-505432,-578360,0
2019-03-31,USD,2432370,3230248,1812190,620180,-1915669,-2058170,0,0,-228840,7344,753450,0,-133270,0,27639,21910,-27640,-27639,-1803120,0,0,21905,-1288744,-4399236,-2053864,-2058170,0
2018-12-31,USD,209857,986846,0,209857,-776989,-771333,0,0,-768292,3041,926358,0,-776989,0,-6239,None,None,None,-361660,0,0,0,8697,0,-768292,-771333,0
2018-09-30,USD,71508,869242,2129240.18,71508,-797734,-790005,0,0,-790005,3041,782451,0,-797734,0,-6239,None,None,None,0,0,0,0,7729,0,-790005,-790005,0
2018-06-30,USD,125026,1942409.83,104581.31,125026,-933540,-930364,0,0,-930364,3041,972269,0,-933540,0,-6239,None,None,None,0,0,0,0,3176,0,-930364,-930364,0
2018-03-31,USD,196086.85,896546.93,24098.09,196086.85,-700460.08,-10761264.61,0,0,-10761264.61,3740.93,685760.86,None,-700460.08,0,-258.33,None,None,None,0,0,0,0,-10060804.53,0,-10761264.61,-10761264.61,None
2017-12-31,USD,153000,813815,288000,166954,-646861,-645424,0,0,-645424,0,493848,None,-646861,0,-420,None,None,None,0,0,0,0,1437,0,-645424,-645424,None
2017-09-30,USD,116000,-811563,377000,-80208,731355,728917,0,0,728917,0,-497547,None,731355,0,420,None,None,None,0,0,0,0,-2438,0,728917,728917,None
2017-06-30,USD,66000,451574,292000,65792,-385782,-384710,0,0,-384710,0,292319,None,-385782,0,-210,None,None,None,0,0,0,0,1072,0,-384710,-384710,None
2017-03-31,USD,43000,373686,197000,43458,-330228,-414030,0,0,-335917,0,210622,None,-330228,0,0,None,None,None,0,0,0,0,-5689,-86876,-335917,-414030,None
2016-12-31,USD,30000,203633,42000,29779,-173854,-173852,0,0,-173852,0,41987,None,-173854,0,0,None,None,None,0,0,0,0,2,0,-173852,-173852,None
2016-09-30,USD,0,0,12000,0,0,0,0,0,0,0,0,None,0,0,0,None,None,None,0,0,0,0,0,0,0,0,None
2016-06-30,USD,0,0,0,0,0,0,0,0,0,0,0,None,0,0,0,None,None,None,0,0,0,0,0,0,0,0,None
