fiscalDateEnding,reportedCurrency,totalAssets,intangibleAssets,earningAssets,otherCurrentAssets,totalLiabilities,totalShareholderEquity,deferredLongTermLiabilities,otherCurrentLiabilities,commonStock,retainedEarnings,otherLiabilities,goodwill,otherAssets,cash,totalCurrentLiabilities,shortTermDebt,currentLongTermDebt,otherShareholderEquity,propertyPlantEquipment,totalCurrentAssets,longTermInvestments,netTangibleAssets,shortTermInvestments,netReceivables,longTermDebt,inventory,accountsPayable,totalPermanentEquity,additionalPaidInCapital,commonStockTotalEquity,preferredStockTotalEquity,retainedEarningsTotalEquity,treasuryStock,accumulatedAmortization,otherNonCurrrentAssets,deferredLongTermAssetCharges,totalNonCurrentAssets,capitalLeaseObligations,totalLongTermDebt,otherNonCurrentLiabilities,totalNonCurrentLiabilities,negativeGoodwill,warrants,preferredStockRedeemable,capitalSurplus,liabilitiesAndShareholderEquity,cashAndShortTermInvestments,accumulatedDepreciation,commonStockSharesOutstanding
2020-06-30,USD,54728000,None,None,373000,43009000,11719000,200000,1924000,30000,-67783000,655000,163000,1618000,2068000,33618000,16141000,22133000,None,10491000,42456000,None,11556000,None,6156000,4456000,33859000,15553000,None,None,30000,None,-67783000,None,None,None,1618000,12272000,4952000,4456000,4735000,9391000,None,None,None,79472000,54728000,2068000,None,30579075
2020-03-31,USD,54051000,None,None,453000,40868000,13183000,209000,1964000,30000,-66199000,547000,163000,1463000,1494000,19546000,2255000,8178000,None,10631000,41794000,None,13020000,None,10039000,16732000,29808000,15327000,None,None,30000,None,-66199000,None,None,12257000,1463000,12257000,4765000,16732000,4381000,21322000,None,None,None,79352000,54051000,1494000,None,30531949
2019-12-31,USD,51090000,None,None,447000,40884000,10206000,219000,1946000,29000,-67257000,621000,163000,1481000,1294000,32622000,15682000,22544000,None,11201000,38245000,None,10043000,None,7858000,3406000,28646000,14994000,None,None,29000,None,-67257000,None,None,12845000,1481000,12845000,4932000,3406000,4637000,8262000,None,None,None,77434000,51090000,1294000,None,29478338
2019-09-30,USD,50751000,None,None,574000,40190000,10561000,228000,1805000,28000,-65994000,690000,163000,1029000,333000,32996000,17899000,21880000,None,11873000,37686000,None,10398000,None,6427000,267000,30352000,13292000,None,None,28000,None,-65994000,None,None,13065000,1029000,13065000,5092000,267000,6699000,7194000,None,None,None,76527000,50751000,333000,None,28951194
2019-06-30,USD,53319000,None,None,550000,43025000,10294000,238000,1784000,29000,-66181000,759000,163000,1024000,1357000,35168000,20200000,23857000,None,12257000,39875000,None,10131000,None,7805000,423000,30163000,13184000,None,None,29000,None,-66181000,None,None,13444000,1024000,13444000,5243000,423000,7196000,7857000,None,None,None,76446000,53319000,1357000,None,28890983
2019-03-31,USD,51296000,None,None,537000,40492000,10804000,247000,1758000,28000,-65446000,768000,163000,1031000,442000,32204000,19341000,21893000,None,12195000,37907000,None,10641000,None,8241000,318000,28687000,11105000,None,None,28000,None,-65446000,None,None,3969000,1031000,13389000,None,318000,7723000,8288000,None,None,None,76222000,51296000,442000,None,28685582
2018-12-31,USD,47756000,None,None,463000,36150000,11606000,1422000,919000,28000,-64523000,1422000,163000,768000,2012000,29007000,16793000,18149000,None,8777000,38048000,None,11443000,None,6522000,3438000,29051000,11295000,None,None,28000,None,-64523000,None,None,None,768000,9708000,None,3438000,2283000,7143000,None,None,None,76101000,47756000,2012000,None,28392070
2018-09-30,USD,63012000,2095000,None,12580000,45773000,17239000,1439000,4230000,26000,-56381000,1439000,272000,2943000,917000,38367000,23575000,22834000,None,8638000,51159000,None,14872000,None,6713000,3579000,30949000,10562000,None,None,26000,None,-56381000,None,None,None,848000,11853000,None,3579000,2388000,7406000,None,None,None,73594000,63012000,917000,None,26768914
2018-06-30,USD,63402000,2193000,None,463000,45140000,18262000,1601000,967000,26000,-54814000,1601000,272000,3358000,405000,40519000,25432000,25430000,None,9996000,49776000,None,15797000,None,9863000,1237000,39045000,14120000,None,None,26000,None,-54814000,None,None,None,1165000,13626000,None,1237000,1783000,4621000,None,None,None,73050000,63402000,405000,None,26427594
2018-03-31,USD,62606000,2207000,None,10810000,45047000,17559000,1474000,3773000,26000,-55001000,1474000,272000,2944000,1415000,40424000,24339000,24607000,None,9529000,49861000,None,15080000,None,6749000,1533000,30887000,12312000,None,None,26000,None,-55001000,None,None,None,737000,12745000,None,1533000,1616000,4623000,None,None,None,72534000,62606000,1415000,None,26205341
