fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-47880000,3730000,-47880000,None,None,166000,None,-900000,-10826000,-54479000,-6765000,None,46000,None,None,None,None,1185000,58000,None,None,None
2020-03-31,USD,-164000,-891000,-164000,None,-1059000,67494000,-1059000,124000,-7883000,59446000,-7884000,124000,44000,None,48553000,None,None,722000,164000,None,None,59446000
2019-12-31,USD,-68000,1858000,-68000,None,20000000,19447000,-1059000,436000,-6021000,16109000,-3270000,436000,42000,None,19447000,None,None,415000,68000,None,None,16109000
2019-09-30,USD,-30000,109000,-30000,None,20000000,12894000,-1059000,-1175000,-4432000,7784000,-5080000,-1175000,40000,None,12894000,None,None,378000,30000,None,None,7784000
2019-06-30,USD,0,425000,-30000,None,20000000,1404000,-1059000,164000,-3484000,-974000,-2378000,164000,38000,None,1404000,None,None,479000,30000,None,None,-974000
2019-03-31,USD,0,-1015000,-30000,None,None,8670000,None,190000,-4669000,3709000,-4961000,190000,43000,None,8670000,None,None,490000,30000,None,None,3709000
2018-12-31,USD,None,-173000,-30000,None,-5939000,-5939000,-5939000,124000,-3810000,-9075000,-3136000,124000,-80000,None,None,None,None,803000,30000,None,None,-9075000
2018-09-30,USD,None,-360000,-2000,0,-1686000,-1686000,-1686000,-531000,-3792000,-5539000,-3851000,-531000,111000,0,0,0,0,721000,2000,None,None,-5539000
2018-06-30,USD,None,-375000,-40000,0,-1647000,-1647000,-1647000,433000,-5344000,-5879000,-4192000,433000,129000,0,0,0,0,965000,40000,None,None,-5879000
2018-03-31,USD,None,-269000,-276000,0,-1616000,-1616000,-1616000,129000,-6833000,-7608000,-5716000,129000,145000,0,0,0,0,1112000,276000,None,None,-7608000
2017-12-31,USD,None,-987000,-542000,0,-5612000,-1502000,-1577000,2006000,-6240000,-7854000,-5810000,400000,154000,0,75000,0,0,863000,542000,None,None,-7854000
2017-09-30,USD,None,-243000,-321000,0,-1539000,17020000,-1539000,-637000,-7103000,9868000,-6831000,-637000,165000,0,18559000,0,0,987000,321000,None,None,9868000
2017-06-30,USD,None,-1578000,-445000,0,-1503000,-1450000,-1503000,2000000,-14961000,-7806000,-5911000,9516000,180000,0,53000,0,0,932000,445000,None,None,-7806000
2017-03-31,USD,None,348000,-5000,0,-993000,-993000,-993000,243000,0,-7006000,-6008000,-7273000,191000,0,0,0,0,726000,5000,None,None,-7006000
2016-12-31,USD,None,1010000,-6000,0,-5612000,6000,-175000,922000,-28741000,-2920000,-2920000,-4874000,192000,0,6000,0,0,752000,6000,None,None,-2920000
2016-09-30,USD,None,120000,-5000,0,-175000,-166000,None,None,0,-7554000,-7383000,-8826000,420000,0,9000,0,0,903000,5000,None,None,-7554000
2016-06-30,USD,None,3000,-18000,0,None,6000,None,None,0,-6271000,-6259000,-7457000,177000,0,6000,0,0,1018000,18000,None,None,-6271000
2016-03-31,USD,None,-771000,-2000,0,None,37841000,None,None,0,31100000,-6739000,-6662000,176000,0,37841000,0,0,518000,2000,None,None,31100000
2015-12-31,USD,None,-1657762,-1602,0,406,60552,-423000,-1209000,-30335000,-5009172,-5068122,-4577207,176199,0,60146,0,0,990648,1602,None,None,-5009172
2015-09-30,USD,None,1820023,-14311,0,None,227533,None,None,0,-7003165,-7216387,-9855069,176458,0,227533,0,0,642201,14311,None,None,-7003165
2015-06-30,USD,None,460470,-85488,0,None,175185,None,None,0,-7457902,-7547599,-17420278,177243,0,175185,0,0,696605,85488,None,None,-7457902
