fiscalDateEnding,reportedCurrency,investments,changeInLiabilities,cashflowFromInvestment,otherCashflowFromInvestment,netBorrowings,cashflowFromFinancing,otherCashflowFromFinancing,changeInOperatingActivities,netIncome,changeInCash,operatingCashflow,otherOperatingCashflow,depreciation,dividendPayout,stockSaleAndPurchase,changeInInventory,changeInAccountReceivables,changeInNetIncome,capitalExpenditures,changeInReceivables,changeInExchangeRate,changeInCashAndCashEquivalents
2020-06-30,USD,-246000,236000,-246000,None,1284000,1328000,None,-62000,-1407000,345000,-737000,None,210000,None,None,None,-1549000,1242000,246000,None,None,None
2020-03-31,USD,-124000,1021000,-124000,None,-9000,-9000,None,-132000,-1664000,-187000,-54000,None,201000,None,None,None,453000,279000,124000,None,None,None
2019-12-31,USD,-179970,1516876,-179970,None,-17991,-17991,None,-98837,-1426594,-1491739,-1293778,None,188037,None,2256640,None,-1755919,171319,179970,None,None,None
2019-09-30,USD,-40093,1106668,-40093,None,-10391,2104527,None,-195151,-2195243,659443,-1404991,None,185376,None,2256640,None,-729694,319731,40093,None,None,None
2019-06-30,USD,-82799,649224,-82799,None,-10155,89119,None,-158217,-2020008,-1285261,-1291581,None,175833,None,141720,None,-344364,349275,82799,None,None,None
2019-03-31,USD,-60284,103594,-60280,None,-8507,33940,None,-188195,-2141430,-1651830,-1625490,None,173280,None,42450,None,-115958,491820,60280,None,None,None
2018-12-31,USD,None,386614,-105957,None,118386,149136,None,-115684,-1429700,-349116,-392295,None,112077,None,5639970,None,59413,363100,45804,None,None,None
2018-09-30,USD,None,954407,-135336,None,93859,5703074,None,-93873,-1333036,5411075,-156663,None,103508,None,None,None,25936,94098,45804,None,None,None
2018-06-30,USD,None,351130,-97772,None,-1454,-1454,None,-56609,-1094527,-597407,-498181,None,101090,None,None,None,-120404,269300,11000,None,None,None
2018-03-31,USD,None,114510,-86718,-75825,-1454,-1454,None,-21816,-1162611,-683433,-596715,None,91343,None,None,None,-31512,367075,10893,None,None,None
2017-12-31,USD,None,687056,-424969,-383802,838700,2599000,None,-42053,-5607839,551012,-1622719,None,385331,None,1760000,None,-64374,2003230,41000,None,None,None
2017-09-30,USD,None,173079,-190520,-183871,-6000,1533000,1451000,-9026,183000,1153238,-100242,None,95366,None,1450000,None,181453,-781255,23000,None,None,None
2017-06-30,USD,None,242816,-10519,-183871,44000,88000,None,-62933,-2218927,-374787,-408268,None,94462,None,1450000,None,-196713,1672242,16000,None,None,None
2017-03-31,USD,None,12000,-56706,-50970,-6000,44000,None,57236,-803196,-625754,-613048,None,92029,None,50000,None,-12954,-81434,6000,None,None,None
2016-12-31,USD,None,152000,-42640,-42640,-24000,2105000,None,-11954,-9578630,-277839,-2340281,None,373398,None,2129082,None,-21904,5624106,41167,None,None,None
2016-09-30,USD,None,174000,None,None,None,1561000,None,None,None,None,None,None,None,None,None,None,2000,None,0,None,None,None
2016-06-30,USD,None,94000,None,None,None,1567000,None,None,None,None,None,None,None,None,None,None,None,None,0,None,None,None
2016-03-31,USD,None,58000,None,None,None,None,None,None,None,None,None,None,None,None,None,None,3000,None,0,None,None,None
2015-12-31,USD,None,-629390,-277131,-277131,2472000,5766000,1175000,-16209,-7209145,14356,-5474454,None,361784,None,1543941,None,249000,1580143,41167,None,None,None
2015-09-30,USD,None,None,None,None,None,3272000,1175000,None,None,None,None,None,None,None,None,None,169000,None,0,None,None,None
2015-06-30,USD,None,None,None,None,None,3278000,1175000,None,None,None,None,None,None,None,None,None,246000,None,0,None,None,None
