fiscalDateEnding,reportedCurrency,totalRevenue,totalOperatingExpense,costOfRevenue,grossProfit,ebit,netIncome,researchAndDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,sellingGeneralAdministrative,otherNonOperatingIncome,operatingIncome,otherOperatingExpense,interestExpense,taxProvision,interestIncome,netInterestIncome,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalOtherIncomeExpense,discontinuedOperations,netIncomeFromContinuingOperations,netIncomeApplicableToCommonShares,preferredStockAndOtherAdjustments
2020-02-29,USD,132507000,180711000,73685000,58822000,-39795000,-51365000,42306000,None,-51236000,None,56204000,None,-48204000,None,2925000,129000,None,-2925000,None,None,None,129000,-107000,None,-51365000,-51365000,None
2019-02-28,USD,94811000,148788000,60568000,34243000,-44676000,-56496000,35708000,None,-56441000,None,43121000,None,-53977000,None,2374000,55000,-2374000,-2374000,None,None,None,55000,-90000,None,-56496000,-56496000,None
2018-02-28,USD,76828000,136289000,53435000,23393000,-51505000,-61286000,31487000,None,-61286000,None,43385000,None,-59461000,None,1799000,0,-1799000,-1799000,None,None,None,None,-26000,None,-61286000,-61286000,None
